# t_obs[JD] flux[norm] flux_unc[norm]
2450742.0000000000 1.0001102121 0.0000969867
2450743.0000000000 1.0001197638 0.0000999256
2450744.0000000000 1.0001315198 0.0000962519
2450745.0000000000 1.0001432757 0.0000999256
2450746.0000000000 1.0001550317 0.0000962519
2450747.0000000000 1.0001689919 0.0000999256
2450748.0000000000 1.0001844216 0.0000977214
2450749.0000000000 1.0001594402 0.0000984561
2450750.0000000000 1.0001028646 0.0000999256
2450751.0000000000 1.0000653925 0.0000977214
2450752.0000000000 1.0000639230 0.0001021299
2450753.0000000000 1.0000492281 0.0000977214
2450754.0000000000 0.9999456287 0.0001013951
2450755.0000000000 0.9998288039 0.0000977214
2450756.0000000000 0.9998339471 0.0001013951
2450757.0000000000 0.9998780319 0.0000999256
2450758.0000000000 0.9999772228 0.0001006604
2450759.0000000000 1.0001285808 0.0001013951
2450760.0000000000 1.0002299759 0.0000984561
2450761.0000000000 1.0002196895 0.0001021299
2450762.0000000000 1.0001998513 0.0000984561
2450763.0000000000 1.0001469495 0.0001021299
2450764.0000000000 1.0000918434 0.0000984561
2450765.0000000000 1.0000903739 0.0001013951
2450766.0000000000 1.0001116816 0.0000999256
2450767.0000000000 1.0000889044 0.0000991909
2450768.0000000000 1.0000191034 0.0000999256
2450769.0000000000 0.9999456287 0.0000962519
2450770.0000000000 0.9998684802 0.0000999256
2450771.0000000000 0.9998008835 0.0000962519
2450772.0000000000 0.9998214564 0.0000999256
2450773.0000000000 0.9998574590 0.0000969867
2450774.0000000000 0.9999875093 0.0000991909
2450775.0000000000 1.0001631139 0.0000984561
2450776.0000000000 1.0002975727 0.0000977214
2450777.0000000000 1.0003835381 0.0000991909
2450778.0000000000 1.0004305620 0.0000962519
2450779.0000000000 1.0003592915 0.0001006604
2450780.0000000000 1.0002843472 0.0000962519
2450781.0000000000 1.0001947081 0.0000999256
2450782.0000000000 1.0001035994 0.0000969867
2450783.0000000000 1.0000653925 0.0000991909
2450784.0000000000 1.0000580450 0.0000984561
2450785.0000000000 1.0000749442 0.0000969867
2450786.0000000000 1.0001315198 0.0000999256
2450787.0000000000 1.0001873606 0.0000962519
2450788.0000000000 1.0002314454 0.0000999256
2450789.0000000000 1.0002689175 0.0000962519
2450790.0000000000 1.0001991165 0.0000999256
2450791.0000000000 1.0001035994 0.0000969867
2450792.0000000000 1.0000580450 0.0000984561
2450793.0000000000 1.0000440848 0.0000991909
2450794.0000000000 1.0000462891 0.0000969867
2450795.0000000000 1.0000786180 0.0000999256
2450796.0000000000 1.0001021299 0.0000962519
2450797.0000000000 1.0000815570 0.0000999256
2450798.0000000000 1.0000558408 0.0000962519
2450799.0000000000 1.0000191034 0.0000999256
2450800.0000000000 0.9999779576 0.0000977214
2450801.0000000000 1.0000146949 0.0000984561
2450802.0000000000 1.0001124163 0.0000991909
2450803.0000000000 1.0001579707 0.0000969867
2450804.0000000000 1.0000969867 0.0000999256
2450805.0000000000 1.0000448196 0.0000962519
2450806.0000000000 1.0000433501 0.0000999256
2450807.0000000000 1.0000506976 0.0000962519
2450808.0000000000 1.0000771485 0.0000999256
2450809.0000000000 1.0001138858 0.0000977214
2450810.0000000000 1.0001396020 0.0000984561
2450811.0000000000 1.0001565012 0.0000991909
2450812.0000000000 1.0001756046 0.0000962519
2450813.0000000000 1.0001983818 0.0000999256
2450814.0000000000 1.0002285064 0.0000962519
2450815.0000000000 1.0002894905 0.0000999256
2450816.0000000000 1.0003556177 0.0000962519
2450817.0000000000 1.0003416575 0.0000991909
2450818.0000000000 1.0002968379 0.0000977214
2450819.0000000000 1.0002512836 0.0000977214
2450820.0000000000 1.0002020555 0.0000991909
2450821.0000000000 1.0001667877 0.0000962519
2450822.0000000000 1.0001667877 0.0001006604
2450823.0000000000 1.0001653182 0.0000962519
2450824.0000000000 1.0001271113 0.0000999256
2450825.0000000000 1.0000830265 0.0000969867
2450826.0000000000 1.0000492281 0.0000991909
2450827.0000000000 1.0000191034 0.0000984561
2450828.0000000000 1.0000315941 0.0000977214
2450829.0000000000 1.0001021299 0.0000999256
2450830.0000000000 1.0001734004 0.0000962519
2450831.0000000000 1.0002498141 0.0001006604
2450832.0000000000 1.0003196151 0.0000962519
2450833.0000000000 1.0003115329 0.0001006604
2450834.0000000000 1.0002902252 0.0000969867
2450835.0000000000 1.0002858167 0.0000991909
2450836.0000000000 1.0002931642 0.0000984561
2450837.0000000000 1.0002858167 0.0000969867
2450838.0000000000 1.0002512836 0.0000999256
2450839.0000000000 1.0002226285 0.0000962519
2450840.0000000000 1.0002064640 0.0000999256
2450841.0000000000 1.0001954428 0.0000962519
2450842.0000000000 1.0001910343 0.0000999256
2450843.0000000000 1.0001902996 0.0000969867
2450844.0000000000 1.0001800131 0.0000984561
2450845.0000000000 1.0001653182 0.0000991909
2450846.0000000000 1.0001396020 0.0000969867
2450847.0000000000 1.0000947824 0.0000999256
2450848.0000000000 1.0000587798 0.0000962519
2450849.0000000000 1.0000558408 0.0001006604
2450850.0000000000 1.0000580450 0.0000962519
2450851.0000000000 1.0000786180 0.0000999256
2450852.0000000000 1.0001072731 0.0000977214
2450853.0000000000 1.0001212333 0.0000984561
2450854.0000000000 1.0001227028 0.0000991909
2450855.0000000000 1.0001094774 0.0000969867
2450856.0000000000 1.0000631883 0.0000999256
2450857.0000000000 1.0000139602 0.0000962519
2450858.0000000000 0.9999382812 0.0000999256
2450859.0000000000 0.9998611327 0.0000962519
2450860.0000000000 0.9998692150 0.0000999256
2450861.0000000000 0.9999059523 0.0000977214
2450862.0000000000 0.9999845703 0.0000984561
2450863.0000000000 1.0001006604 0.0000991909
2450864.0000000000 1.0002079335 0.0000962519
2450865.0000000000 1.0002909600 0.0000999256
2450866.0000000000 1.0003570872 0.0000962519
2450867.0000000000 1.0003005117 0.0001006604
2450868.0000000000 1.0002299759 0.0000977214
2450869.0000000000 1.0001983818 0.0000999256
2450870.0000000000 1.0001844216 0.0000984561
2450871.0000000000 1.0001667877 0.0000984561
2450872.0000000000 1.0001432757 0.0000999256
2450873.0000000000 1.0001021299 0.0000969867
2450874.0000000000 1.0000014695 0.0000984561
2450875.0000000000 0.9999478329 0.0000977214
2450876.0000000000 nan nan
2450877.0000000000 nan nan
2450878.0000000000 1.0000323289 0.0000969867
2450879.0000000000 1.0000367374 0.0000977214
2450880.0000000000 1.0000521671 0.0000977214
2450881.0000000000 1.0000844959 0.0000999256
2450882.0000000000 1.0001190291 0.0000962519
2450883.0000000000 1.0001638487 0.0001006604
2450884.0000000000 1.0001947081 0.0000962519
2450885.0000000000 1.0000609840 0.0000999256
2450886.0000000000 0.9998919921 0.0000969867
2450887.0000000000 0.9997663503 0.0000991909
2450888.0000000000 0.9996598120 0.0000991909
2450889.0000000000 0.9996745069 0.0000977214
2450890.0000000000 0.9998780319 0.0001006604
2450891.0000000000 1.0000653925 0.0000962519
2450892.0000000000 1.0002035250 0.0001006604
2450893.0000000000 1.0003225541 0.0000962519
2450894.0000000000 1.0002439361 0.0000999256
2450895.0000000000 1.0001146206 0.0000977214
2450896.0000000000 1.0000191034 0.0000999256
2450897.0000000000 nan nan
2450898.0000000000 nan nan
2450899.0000000000 0.9998420293 0.0000962519
2450900.0000000000 0.9999265253 0.0000962519
2450901.0000000000 0.9999412202 0.0001006604
2450902.0000000000 0.9999456287 0.0000962519
2450903.0000000000 0.9999676711 0.0000999256
2450904.0000000000 0.9999919178 0.0000977214
2450905.0000000000 1.0000014695 0.0000984561
2450906.0000000000 1.0000014695 0.0000991909
2450907.0000000000 1.0000044085 0.0000969867
2450908.0000000000 1.0000168992 0.0000999256
2450909.0000000000 1.0000389416 0.0000962519
2450910.0000000000 1.0001116816 0.0000999256
2450911.0000000000 1.0001888301 0.0000962519
2450912.0000000000 1.0001858911 0.0000991909
2450913.0000000000 1.0001557664 0.0000977214
2450914.0000000000 1.0001800131 0.0000977214
2450915.0000000000 1.0002564268 0.0000991909
2450916.0000000000 1.0003335753 0.0000969867
2450917.0000000000 1.0004085195 0.0000999256
2450918.0000000000 1.0004827290 0.0000962519
2450919.0000000000 1.0005069757 0.0000999256
2450920.0000000000 1.0005297529 0.0000962519
2450921.0000000000 1.0004658298 0.0000991909
2450922.0000000000 1.0003681084 0.0000984561
2450923.0000000000 1.0003012464 0.0000977214
2450924.0000000000 1.0002645091 0.0000999256
2450925.0000000000 1.0002329149 0.0000962519
2450926.0000000000 1.0002064640 0.0001006604
2450927.0000000000 1.0001873606 0.0000962519
2450928.0000000000 1.0001902996 0.0000999256
2450929.0000000000 1.0001976470 0.0000969867
2450930.0000000000 1.0001587054 0.0000991909
2450931.0000000000 1.0000969867 0.0000984561
2450932.0000000000 1.0000168992 0.0000977214
2450933.0000000000 0.9999088913 0.0000999256
2450934.0000000000 0.9998038224 0.0000962519
2450935.0000000000 0.9997127138 0.0001006604
2450936.0000000000 0.9996304221 0.0000962519
2450937.0000000000 0.9996906714 0.0000999256
2450938.0000000000 0.9997788410 0.0000969867
2450939.0000000000 0.9999235863 0.0000991909
2450940.0000000000 1.0001035994 0.0000991909
2450941.0000000000 1.0002145462 0.0000969867
2450942.0000000000 1.0002240980 0.0000999256
2450943.0000000000 1.0002321802 0.0000962519
2450944.0000000000 1.0002351192 0.0001006604
2450945.0000000000 1.0002417319 0.0000962519
2450946.0000000000 1.0002329149 0.0000999256
2450947.0000000000 1.0002240980 0.0000977214
2450948.0000000000 1.0001932386 0.0000991909
2450949.0000000000 1.0001491537 0.0000991909
2450950.0000000000 1.0001403367 0.0000969867
2450951.0000000000 1.0001932386 0.0000999256
2450952.0000000000 1.0002490794 0.0000962519
2450953.0000000000 1.0002938990 0.0001006604
2450954.0000000000 1.0003350448 0.0000969867
2450955.0000000000 1.0002593658 0.0001013951
2450956.0000000000 1.0001491537 0.0000999256
2450957.0000000000 1.0000587798 0.0001006604
2450958.0000000000 0.9999794271 0.0001006604
2450959.0000000000 0.9999581194 0.0000969867
2450960.0000000000 1.0000580450 0.0001006604
2450961.0000000000 1.0001373978 0.0000969867
2450962.0000000000 1.0001102121 0.0001013951
2450963.0000000000 1.0000698010 0.0000977214
2450964.0000000000 1.0000389416 0.0001006604
2450965.0000000000 1.0000117560 0.0000984561
2450966.0000000000 1.0000242467 0.0000984561
2450967.0000000000 1.0000734747 0.0000999256
2450968.0000000000 1.0001102121 0.0000969867
2450969.0000000000 1.0001175596 0.0001006604
2450970.0000000000 1.0001249071 0.0000962519
2450971.0000000000 1.0001337240 0.0000999256
2450972.0000000000 1.0001462147 0.0000969867
2450973.0000000000 1.0001689919 0.0000991909
2450974.0000000000 1.0001998513 0.0000977214
2450975.0000000000 1.0002512836 0.0000977214
2450976.0000000000 1.0003262278 0.0000999256
2450977.0000000000 1.0003761907 0.0000962519
2450978.0000000000 1.0003460660 0.0001006604
2450979.0000000000 1.0003122676 0.0000969867
2450980.0000000000 1.0002365887 0.0001006604
2450981.0000000000 1.0001557664 0.0000991909
2450982.0000000000 1.0001175596 0.0001035994
2450983.0000000000 1.0001006604 0.0001021299
2450984.0000000000 1.0000852307 0.0000999256
2450985.0000000000 1.0000727400 0.0001006604
2450986.0000000000 1.0000800875 0.0000962519
2450987.0000000000 1.0001462147 0.0001006604
2450988.0000000000 1.0001902996 0.0000962519
2450989.0000000000 nan nan
2450990.0000000000 nan nan
2450991.0000000000 nan nan
2450992.0000000000 nan nan
2450993.0000000000 nan nan
2450994.0000000000 nan nan
2450995.0000000000 nan nan
2450996.0000000000 nan nan
2450997.0000000000 nan nan
2450998.0000000000 nan nan
2450999.0000000000 nan nan
2451000.0000000000 nan nan
2451001.0000000000 nan nan
2451002.0000000000 nan nan
2451003.0000000000 nan nan
2451004.0000000000 nan nan
2451005.0000000000 nan nan
2451006.0000000000 nan nan
2451007.0000000000 nan nan
2451008.0000000000 nan nan
2451009.0000000000 nan nan
2451010.0000000000 nan nan
2451011.0000000000 nan nan
2451012.0000000000 nan nan
2451013.0000000000 nan nan
2451014.0000000000 nan nan
2451015.0000000000 nan nan
2451016.0000000000 nan nan
2451017.0000000000 nan nan
2451018.0000000000 nan nan
2451019.0000000000 nan nan
2451020.0000000000 nan nan
2451021.0000000000 nan nan
2451022.0000000000 nan nan
2451023.0000000000 nan nan
2451024.0000000000 nan nan
2451025.0000000000 nan nan
2451026.0000000000 nan nan
2451027.0000000000 nan nan
2451028.0000000000 nan nan
2451029.0000000000 nan nan
2451030.0000000000 nan nan
2451031.0000000000 nan nan
2451032.0000000000 nan nan
2451033.0000000000 nan nan
2451034.0000000000 nan nan
2451035.0000000000 nan nan
2451036.0000000000 nan nan
2451037.0000000000 nan nan
2451038.0000000000 nan nan
2451039.0000000000 nan nan
2451040.0000000000 nan nan
2451041.0000000000 nan nan
2451042.0000000000 nan nan
2451043.0000000000 nan nan
2451044.0000000000 nan nan
2451045.0000000000 nan nan
2451046.0000000000 nan nan
2451047.0000000000 nan nan
2451048.0000000000 nan nan
2451049.0000000000 nan nan
2451050.0000000000 nan nan
2451051.0000000000 nan nan
2451052.0000000000 nan nan
2451053.0000000000 nan nan
2451054.0000000000 nan nan
2451055.0000000000 nan nan
2451056.0000000000 nan nan
2451057.0000000000 nan nan
2451058.0000000000 nan nan
2451059.0000000000 nan nan
2451060.0000000000 nan nan
2451061.0000000000 nan nan
2451062.0000000000 nan nan
2451063.0000000000 nan nan
2451064.0000000000 nan nan
2451065.0000000000 nan nan
2451066.0000000000 nan nan
2451067.0000000000 nan nan
2451068.0000000000 nan nan
2451069.0000000000 nan nan
2451070.0000000000 nan nan
2451071.0000000000 nan nan
2451072.0000000000 nan nan
2451073.0000000000 nan nan
2451074.0000000000 nan nan
2451075.0000000000 nan nan
2451076.0000000000 nan nan
2451077.0000000000 nan nan
2451078.0000000000 nan nan
2451079.0000000000 nan nan
2451080.0000000000 nan nan
2451081.0000000000 nan nan
2451082.0000000000 nan nan
2451083.0000000000 nan nan
2451084.0000000000 nan nan
2451085.0000000000 nan nan
2451086.0000000000 nan nan
2451087.0000000000 nan nan
2451088.0000000000 nan nan
2451089.0000000000 nan nan
2451090.0000000000 nan nan
2451091.0000000000 nan nan
2451092.0000000000 nan nan
2451093.0000000000 1.0003864771 0.0000969867
2451094.0000000000 1.0004151323 0.0000969867
2451095.0000000000 1.0004643603 0.0000991909
2451096.0000000000 1.0005312224 0.0000991909
2451097.0000000000 1.0005664902 0.0000984561
2451098.0000000000 1.0005517953 0.0001035994
2451099.0000000000 1.0005224054 0.0001013951
2451100.0000000000 1.0004019068 0.0001035994
2451101.0000000000 1.0002931642 0.0000984561
2451102.0000000000 1.0003240236 0.0001043341
2451103.0000000000 1.0003997026 0.0001065384
2451104.0000000000 1.0004606866 0.0001087426
2451105.0000000000 1.0005150579 0.0001072731
2451106.0000000000 1.0005135884 0.0001013951
2451107.0000000000 1.0004033763 0.0001006604
2451108.0000000000 1.0003276973 0.0000977214
2451109.0000000000 1.0003938246 0.0001050689
2451110.0000000000 1.0004768510 0.0001072731
2451111.0000000000 1.0004562781 0.0001058036
2451112.0000000000 1.0004092543 0.0000991909
2451113.0000000000 1.0003747212 0.0000984561
2451114.0000000000 1.0003519440 0.0000991909
2451115.0000000000 1.0003600262 0.0000984561
2451116.0000000000 1.0004254187 0.0001058036
2451117.0000000000 1.0004841985 0.0001080079
2451118.0000000000 1.0004628908 0.0001212333
2451119.0000000000 1.0004364399 0.0001315198
2451120.0000000000 1.0003637000 0.0001329893
2451121.0000000000 1.0002784693 0.0001271113
2451122.0000000000 1.0002299759 0.0001182943
2451123.0000000000 1.0002130767 0.0001087426
2451124.0000000000 1.0002094030 0.0000999256
2451125.0000000000 1.0002270369 0.0001006604
2451126.0000000000 1.0002461404 0.0000962519
2451127.0000000000 1.0002476099 0.0001013951
2451128.0000000000 1.0002490794 0.0001043341
2451129.0000000000 1.0002329149 0.0001080079
2451130.0000000000 1.0002123420 0.0001050689
2451131.0000000000 1.0001858911 0.0001021299
2451132.0000000000 1.0001557664 0.0001006604
2451133.0000000000 1.0001513580 0.0000962519
2451134.0000000000 1.0002145462 0.0001006604
2451135.0000000000 1.0002821430 0.0000969867
2451136.0000000000 1.0003409228 0.0001021299
2451137.0000000000 1.0004011721 0.0000999256
2451138.0000000000 1.0004019068 0.0001035994
2451139.0000000000 1.0003776602 0.0001035994
2451140.0000000000 1.0003791296 0.0001021299
2451141.0000000000 1.0004143975 0.0001043341
2451142.0000000000 1.0004481959 0.0001013951
2451143.0000000000 1.0004621561 0.0001050689
2451144.0000000000 1.0004768510 0.0001006604
2451145.0000000000 1.0004254187 0.0001043341
2451146.0000000000 1.0003673737 0.0001006604
2451147.0000000000 1.0003776602 0.0001021299
2451148.0000000000 1.0004312967 0.0001021299
2451149.0000000000 1.0004658298 0.0000999256
2451150.0000000000 1.0004658298 0.0001021299
2451151.0000000000 1.0004562781 0.0000984561
2451152.0000000000 1.0003857424 0.0001021299
2451153.0000000000 1.0003174109 0.0000984561
2451154.0000000000 1.0002652438 0.0001013951
2451155.0000000000 1.0002204242 0.0000977214
2451156.0000000000 1.0002725913 0.0000991909
2451157.0000000000 1.0003930898 0.0000991909
2451158.0000000000 1.0004158670 0.0000969867
2451159.0000000000 1.0002564268 0.0000999256
2451160.0000000000 1.0001344588 0.0000962519
2451161.0000000000 1.0001785436 0.0001006604
2451162.0000000000 1.0002520184 0.0000969867
2451163.0000000000 1.0004195408 0.0000999256
2451164.0000000000 1.0006252700 0.0000977214
2451165.0000000000 1.0006958058 0.0000984561
2451166.0000000000 1.0006634769 0.0000991909
2451167.0000000000 1.0006120446 0.0000962519
2451168.0000000000 nan nan
2451169.0000000000 nan nan
2451170.0000000000 nan nan
2451171.0000000000 nan nan
2451172.0000000000 nan nan
2451173.0000000000 nan nan
2451174.0000000000 nan nan
2451175.0000000000 nan nan
2451176.0000000000 nan nan
2451177.0000000000 nan nan
2451178.0000000000 nan nan
2451179.0000000000 nan nan
2451180.0000000000 nan nan
2451181.0000000000 nan nan
2451182.0000000000 nan nan
2451183.0000000000 nan nan
2451184.0000000000 nan nan
2451185.0000000000 nan nan
2451186.0000000000 nan nan
