# t_obs[JD] firstOrderFlux[norm] firstOrderFluxUnc[norm] centralOrderFlux[norm] centralOrderFluxUnc[norm]
2452812.0000000000 1.2315717342 0.0035229935 1.6870126495 0.0837593892
2452813.0000000000 1.2145689884 0.0042349236 1.5194683389 0.0483791624
2452814.0000000000 1.2181339997 0.0037649792 1.5724053222 0.0735644841
2452815.0000000000 1.2204344923 0.0036701018 1.6760965876 0.0888336045
2452816.0000000000 1.2185366759 0.0032653279 1.8362925399 0.3139603975
2452817.0000000000 1.2302027394 0.0049438660 1.8943409378 0.1588811922
2452818.0000000000 1.2520570166 0.0063356319 2.0165273897 0.1398247942
2452819.0000000000 1.2624244399 0.0019991564 1.9944436997 0.0472861569
2452820.0000000000 1.2701305286 0.0037024504 2.0373868247 0.1063268053
2452821.0000000000 1.2762161866 0.0035277610 2.0930984316 0.2620374695
2452822.0000000000 1.2631636262 0.0025833025 2.1102281054 0.2268768665
2452823.0000000000 1.2735322926 0.0020018686 2.1249491876 0.0997320957
2452824.0000000000 1.2802052609 0.0048596891 2.1581628667 0.2079067120
2452825.0000000000 1.2635175536 0.0067617574 2.4332811370 0.4252830164
2452826.0000000000 1.2664810084 0.0048368614 2.4098472388 0.3872614698
2452827.0000000000 1.2534418819 0.0031918796 2.0779708487 0.3019069220
2452828.0000000000 1.2392636404 0.0017842926 1.8193300778 0.0250814515
2452829.0000000000 1.2386282521 0.0828831160 1.9074178468 0.5347053754
2452830.0000000000 1.2670798597 0.0040352170 2.5292667814 0.2622555815
2452831.0000000000 1.2659866119 0.0042756842 2.5744139677 1.0079537896
2452832.0000000000 1.2672826246 0.0040661459 2.4135866724 0.2059873327
2452833.0000000000 1.2858922826 0.0043756328 2.3788160525 0.3235871938
2452834.0000000000 1.2937153983 0.0046749349 2.0856050909 0.1178988571
2452835.0000000000 1.2748500523 0.0055264936 1.9742809341 0.3255569349
2452836.0000000000 1.2737248020 0.0033323417 1.7923483421 0.1005454564
2452837.0000000000 1.2699536568 0.0035025673 1.8700311234 0.1314727308
2452838.0000000000 1.2709530796 0.0036276037 2.0524021955 0.2433079858
2452839.0000000000 1.2781079358 0.0042231142 2.0706335896 0.1633415225
2452840.0000000000 1.2832641441 0.0047068103 2.1984858921 0.1516478986
2452841.0000000000 1.2968939712 0.0042765247 2.4828713909 0.2578298807
2452842.0000000000 1.2937835775 0.0037539468 2.3386282632 0.1436849569
2452843.0000000000 1.3011926809 0.0042792298 2.5238965789 0.2243688757
2452844.0000000000 1.2904864944 0.0043533985 2.4340717267 0.1505466659
2452845.0000000000 1.2688034599 0.0043327392 2.2678951177 0.1177154206
2452846.0000000000 1.2423347496 0.0116859600 2.0583799148 0.1064378667
2452847.0000000000 1.1949226007 0.0078244506 1.7353440458 0.0757837493
2452848.0000000000 1.1665755256 0.0041451174 1.5154388099 0.0524283854
2452849.0000000000 1.1503741064 0.0048044705 1.5190580343 0.0688707497
2452850.0000000000 1.1338864870 0.0063518345 1.4246284049 0.1839198220
2452851.0000000000 1.1184261681 0.0035750196 1.4214268426 0.2727033342
2452852.0000000000 1.1342562991 0.0055388045 1.4339470767 0.0967920973
2452853.0000000000 1.1600785039 0.0058025301 1.7079935134 0.1782958111
2452854.0000000000 1.1778329163 0.0038789621 1.7829086325 0.2122176432
2452855.0000000000 1.1821401298 0.0030954060 1.7116387924 0.1527901927
2452856.0000000000 1.1865844928 0.0029112027 1.6526155657 0.0569016104
2452857.0000000000 1.2096698100 0.0095013784 1.9259885004 0.2019631613
2452858.0000000000 1.2173798328 0.0059429145 1.7348226575 0.0620181700
2452859.0000000000 1.2457120968 0.0058409247 1.9856813038 0.0908428825
2452860.0000000000 1.2621457477 0.0049624135 2.0091475959 0.1181756516
2452861.0000000000 1.2544735261 0.0045875796 1.9071878548 0.0713787370
2452862.0000000000 1.2470548807 0.0042206281 1.9134220456 0.1993113777
2452863.0000000000 1.2409098229 0.0045757844 1.8141597000 0.0766722653
2452864.0000000000 1.2353700437 0.0024443661 1.7692124273 0.0692958979
2452865.0000000000 1.2429457564 0.0049034303 2.0423112880 0.1336335601
2452866.0000000000 1.2370957981 0.0043050169 2.7543115397 0.3745669711
2452867.0000000000 1.2326478401 0.0041275235 2.4882830076 0.4719816574
2452868.0000000000 1.2380755293 0.0051321588 2.0050361660 0.2005021897
2452869.0000000000 1.2217597811 0.0048448144 1.8320426872 0.1087376229
2452870.0000000000 1.2062438340 0.0028186985 1.7675272436 0.0742823509
2452871.0000000000 1.2052447361 0.0073876953 2.1779936238 0.9549684407
2452872.0000000000 1.2100945087 0.0044215777 1.7313497677 0.0367939447
2452873.0000000000 1.2238701517 0.0046531738 1.9011280560 0.1073865316
2452874.0000000000 1.2395771038 0.0028807117 1.9856794604 0.1769269483
2452875.0000000000 1.2286150316 0.0067615949 1.6633696221 0.0541029086
2452876.0000000000 1.2197979104 0.0031063537 1.6216552515 0.0468467289
2452877.0000000000 1.2174922476 0.0048638704 1.7135006146 0.2275007605
2452878.0000000000 1.2436429601 0.0068613670 1.7866257207 0.1699047742
2452879.0000000000 1.2822683375 0.0095594293 2.0456711850 0.1129933591
2452880.0000000000 1.3129952087 0.0054234090 1.9874233959 0.0603998024
2452881.0000000000 1.3155754247 0.0040004599 1.8977930168 0.0570380912
2452882.0000000000 1.2937136255 0.0044634331 1.9581161149 0.1395122642
2452883.0000000000 1.2743116533 0.0055512353 1.7905913591 0.1468520131
2452884.0000000000 1.2480701176 0.0041522299 1.6600959346 0.0356234319
2452885.0000000000 1.2512476664 0.0026976950 1.6652287806 0.0524064044
2452886.0000000000 1.2575556890 0.0033202286 1.8566266832 0.0813315566
2452887.0000000000 1.2573041470 0.0035049334 1.9344397188 0.1074527617
2452888.0000000000 1.2369966688 0.0089032051 1.8280496781 0.1357520813
2452889.0000000000 1.2076060906 0.0036374566 1.6169452303 0.0482395004
2452890.0000000000 1.1947723917 0.0025795803 1.8613516429 0.3714403847
2452891.0000000000 1.1809802849 0.0044932884 1.5910330945 0.0875468315
2452892.0000000000 1.1747564039 0.0053730639 1.4296814970 0.0377410804
2452893.0000000000 1.1554319270 0.0030235258 1.4307143306 0.0466600391
2452894.0000000000 1.1434186248 0.0055090480 1.4534896353 0.1020107916
2452895.0000000000 1.1200985403 0.0056390144 1.3696875803 0.0747991458
2452896.0000000000 1.1195894880 0.0023274239 1.3601777526 0.0900677539
2452897.0000000000 1.1140774312 0.0027426370 1.3221000208 0.1237801131
2452898.0000000000 1.1314386530 0.0067927993 1.5656520755 0.1081155508
2452899.0000000000 1.1474459807 0.0045288719 1.8981423614 0.7355066734
2452900.0000000000 1.1697654982 0.0042794205 1.8458224083 0.3291142909
2452901.0000000000 1.1712030183 0.0028352683 1.7117537528 0.1701190951
2452902.0000000000 1.1855781553 0.0030542145 1.8233719999 0.0664289848
2452903.0000000000 1.1974840433 0.0042128799 1.9973140921 0.2025482343
2452904.0000000000 1.2176107367 0.0053190248 1.9397292280 0.1248948968
2452905.0000000000 1.2295438949 0.0038524758 1.7357870041 0.0637260580
2452906.0000000000 1.2453299951 0.0053707402 1.8511591314 0.0727649047
2452907.0000000000 1.2729545526 0.0081991291 2.0693361375 0.1309411771
2452908.0000000000 1.2768591181 0.0023631203 1.9345942404 0.1024510621
2452909.0000000000 1.2806743930 0.0040049167 1.9684071163 0.1075766302
2452910.0000000000 1.2785011123 0.0048886192 1.8735287140 0.0705641755
2452911.0000000000 1.2987858335 0.0106522392 2.3153592868 0.4684434106
2452912.0000000000 1.3146594726 0.0039496628 2.4199223947 0.3360549325
2452913.0000000000 1.3113304434 0.0048353146 2.5451236200 0.2759642176
2452914.0000000000 1.3039319417 0.0037339726 2.4993068125 0.3570300358
2452915.0000000000 1.2876228116 0.0052247125 2.2730360003 0.2132926338
2452916.0000000000 1.2724333874 0.0073721073 2.0856466755 0.1532591122
2452917.0000000000 1.2451716495 0.0048181303 1.9443044928 0.1553453776
2452918.0000000000 1.2398785177 0.0076633081 1.7401170834 0.1630300631
2452919.0000000000 1.2227129977 0.0037336053 1.5708980779 0.0542235311
2452920.0000000000 1.2264862760 0.0025151163 1.6699214982 0.0879167218
2452921.0000000000 1.2110042242 0.0057438577 1.6265743303 0.1321705069
2452922.0000000000 1.2023136439 0.0023651898 1.5479014894 0.0786189577
2452923.0000000000 1.1941483890 0.0040841495 1.5344732196 0.0876120366
2452924.0000000000 1.1980323799 0.0044610458 1.5326541192 0.0434125969
2452925.0000000000 1.1775776027 0.0046228947 1.4614393671 0.0250093324
2452926.0000000000 1.1575417819 0.0043046567 1.4284883474 0.0363275857
2452927.0000000000 1.1410561331 0.0046882981 1.2559770612 0.0472857337
2452928.0000000000 1.1398685094 0.0027023778 1.2756518760 0.0532360881
2452929.0000000000 1.1469526083 0.0023266893 1.3810369237 0.0802850924
2452930.0000000000 1.1498367456 0.0030914436 1.3515925306 0.0821180621
2452931.0000000000 1.1542882846 0.0041906526 1.6284333653 0.2640808817
2452932.0000000000 1.1712192773 0.0094473535 2.5765454380 1.7395099388
2452933.0000000000 1.1708616984 0.0051051286 2.1986066501 0.5626503016
2452934.0000000000 1.1855721800 0.0059902225 3.0569138771 0.7446391270
2452935.0000000000 1.2304781332 0.0112333836 5.7356237668 1.9206974355
2452936.0000000000 1.2543069875 0.0182743558 5.2291403041 3.6128354825
2452937.0000000000 1.2876156850 0.0080105609 4.4356839617 1.8922429329
2452938.0000000000 1.3254087928 0.0128488420 3.8406502522 0.9234884398
2452939.0000000000 1.4236955470 0.0631100886 7.5384049265 5.3717277353
2452940.0000000000 1.4979236590 0.0354605986 5.5974813837 1.6507145261
2452941.0000000000 4.2023762858 2.3960741466 7.7040805558 4.8730515703
2452942.0000000000 10.5714421082 6.4018883660 6.8995636979 3.5580630390
2452943.0000000000 3.0821580487 0.3898290483 5.2568001210 1.1275100091
2452944.0000000000 1.5225232429 0.0625122684 4.3308958916 0.4177609790
2452945.0000000000 1.4429240941 0.0069101371 4.1529684506 0.7357522733
2452946.0000000000 1.5856230690 0.2223313622 5.6447607728 3.6709117982
2452947.0000000000 2.2492308807 0.1953494819 5.9590420280 3.7531095911
2452948.0000000000 1.3956655304 0.0812452819 6.1904369500 4.8476220457
2452949.0000000000 1.3266638542 0.0435324593 3.0933969425 1.0997656321
2452950.0000000000 1.2008989162 0.0195088709 1.6382472477 0.1585644396
2452951.0000000000 1.1335308786 0.0096937889 1.3736647760 0.1014407466
2452952.0000000000 1.1010132381 0.0067569686 1.1688120089 0.0341573171
2452953.0000000000 1.0904004599 0.0042539866 1.1210538956 0.0255467639
2452954.0000000000 1.0741589793 0.0035659507 1.1377954429 0.0465536937
2452955.0000000000 1.0691232094 0.0054223637 1.6247844134 0.7831298680
2452956.0000000000 1.0811220889 0.0036108361 1.4182260465 0.2045733964
2452957.0000000000 1.0978695211 0.0090830223 1.9314992444 0.8402685797
2452958.0000000000 1.1152521932 0.0033896298 1.3978696705 0.0855445057
2452959.0000000000 1.1095623746 0.0047940879 1.3417497453 0.0850048540
2452960.0000000000 1.1192507673 0.0085258356 1.6115419723 0.3370327798
2452961.0000000000 1.1512659384 0.0122052536 2.4057114143 0.9541424830
2452962.0000000000 1.2191044147 0.0213859502 4.6760615311 2.8475926454
2452963.0000000000 1.2624282822 0.0102844966 2.7794917233 0.5663374308
2452964.0000000000 1.3080012942 0.0160938778 2.8594146412 1.4471206789
2452965.0000000000 1.3336685932 0.0108523696 2.4828166440 0.3836454919
2452966.0000000000 1.3644740898 0.0050083725 2.5602276483 0.1800047282
2452967.0000000000 1.3788018199 0.0055143523 2.4793398888 0.0899378800
2452968.0000000000 1.3926907888 0.0065826748 2.5267452035 0.1297745057
2452969.0000000000 1.4003495977 0.0046180847 2.6129967880 0.1235494246
2452970.0000000000 1.3945838518 0.0060601887 2.5824095755 0.0726154145
2452971.0000000000 1.4226339980 0.0084922298 3.2170415325 0.6274242559
2452972.0000000000 1.4200665731 0.0040389957 2.7605005051 0.1411751694
2452973.0000000000 1.4216030953 0.0057126816 2.8336872599 0.1544248015
2452974.0000000000 1.4085830884 0.0083306988 2.6542742789 0.0961457664
2452975.0000000000 1.3713829202 0.0110085892 2.5629965912 0.0776277906
2452976.0000000000 1.3441032776 0.0155752199 3.2590884543 1.0273412186
2452977.0000000000 1.2854723938 0.0146935586 2.1153193212 0.1884028548
2452978.0000000000 1.2277363509 0.0086604001 1.8491144627 0.1180828074
2452979.0000000000 1.1828120268 0.0111501107 1.7593964073 0.1103500337
2452980.0000000000 1.1344493523 0.0096484726 1.9425080934 0.4327391721
2452981.0000000000 1.0951616765 0.0089585791 1.4394667465 0.2143111060
2452982.0000000000 1.0621927591 0.0056657691 1.1405305086 0.0320981557
