# t_obs[JD] firstOrderFlux[norm] firstOrderFluxUnc[norm] centralOrderFlux[norm] centralOrderFluxUnc[norm]
2455400.0000000000 0.9012946071 0.0031228105 0.8452174749 0.0604424598
2455401.0000000000 0.8953510640 0.0040290863 0.6930801880 0.0283015296
2455402.0000000000 0.8922999502 0.0025203641 0.6630333851 0.0293178416
2455403.0000000000 0.8937008909 0.0026697467 0.6609589138 0.0218670604
2455404.0000000000 0.9074967270 0.0023287023 0.7427205685 0.0205049637
2455405.0000000000 0.9068862429 0.0040269604 0.7711114744 0.0443562786
2455406.0000000000 0.9024514856 0.0026389167 0.7612835443 0.0793217822
2455407.0000000000 0.9005066861 0.0023281725 0.7674049345 0.0482815182
2455408.0000000000 0.8991159585 0.0034926791 0.8280897300 0.0612808429
2455409.0000000000 0.8971764280 0.0023581691 0.7684680074 0.0435871392
2455410.0000000000 0.8958936444 0.0023701197 0.7968470453 0.0554769125
2455411.0000000000 0.8987217861 0.0031350436 0.6795161196 0.0157162213
2455412.0000000000 0.9084176162 0.0039980938 0.7167566930 0.0270406330
2455413.0000000000 0.9055805045 0.0020957784 0.7118803137 0.0151810967
2455414.0000000000 0.9011918686 0.0027416905 0.7572808926 0.0877100129
2455415.0000000000 0.9070117031 0.0045868874 0.7573591307 0.0548813179
2455416.0000000000 0.9106615341 0.0062170299 0.8507726559 0.4576882693
2455417.0000000000 0.9188158767 0.0029652136 0.7294016018 0.0306513791
2455418.0000000000 0.9238723836 0.0034277912 0.7031909508 0.0109679574
2455419.0000000000 0.9230888346 0.0032946464 0.7306530843 0.0390498965
2455420.0000000000 0.9265364163 0.0024270335 0.7077267847 0.0181468940
2455421.0000000000 0.9242277306 0.0028839042 0.6776220174 0.0137626533
2455422.0000000000 0.9330195239 0.0036648964 0.7090005794 0.0272886587
2455423.0000000000 0.9370351198 0.0038822464 0.8835347512 0.2221413317
2455424.0000000000 0.9340171385 0.0034924742 0.8786458021 0.1105339981
2455425.0000000000 0.9249633995 0.0025875898 0.8097214520 0.0453747353
2455426.0000000000 0.9231359943 0.0037336477 0.8294329883 0.0783576211
2455427.0000000000 0.9037978858 0.0026116252 0.9224277636 0.3446236631
2455428.0000000000 0.8904631017 0.0044752566 0.6109362563 0.0174985697
2455429.0000000000 0.8752119821 0.0031883057 0.5742759582 0.0037853816
2455430.0000000000 0.8782769253 0.0025543725 0.5610112467 0.0090231534
2455431.0000000000 0.8726173222 0.0026967910 0.5368853968 0.0087040289
2455432.0000000000 0.8662930476 0.0026345870 0.5281964830 0.0049372343
2455433.0000000000 0.8561761704 0.0026843601 0.5105341844 0.0092434729
2455434.0000000000 0.8463980562 0.0023770486 0.5011434686 0.0044470141
2455435.0000000000 0.8419870589 0.0027944512 0.5225591102 0.0184612461
2455436.0000000000 0.8432574893 0.0021198915 0.5583091818 0.0297810547
2455437.0000000000 0.8411760489 0.0021594443 0.4952580510 0.0081553200
2455438.0000000000 0.8401456548 0.0024837989 0.4945255900 0.0086131013
2455439.0000000000 0.8501451943 0.0027983147 0.5413088037 0.0158317748
2455440.0000000000 0.8538838002 0.0025267420 0.5384766587 0.0087609129
2455441.0000000000 0.8638375079 0.0040167896 0.5465323888 0.0058347081
2455442.0000000000 0.8751416486 0.0032181964 0.5583852136 0.0061942784
2455443.0000000000 0.8797570353 0.0024239822 0.5939650723 0.0197142494
2455444.0000000000 0.8912113004 0.0050021076 0.6858709157 0.0465202351
2455445.0000000000 0.9054835717 0.0022290220 0.7178717509 0.0306035588
2455446.0000000000 0.9030787655 0.0026725013 0.7084404156 0.0418508101
2455447.0000000000 0.8918851326 0.0033406831 0.6467162199 0.0416928450
2455448.0000000000 0.8845528183 0.0026083197 0.6310225582 0.1671441427
2455449.0000000000 0.8780277847 0.0025344336 0.6786775957 0.1428379638
2455450.0000000000 0.8798886051 0.0023538607 0.7080787651 0.0411421597
2455451.0000000000 0.8853576764 0.0034631769 0.7347225451 0.0353267762
2455452.0000000000 0.8918998307 0.0021873644 0.6948536996 0.0082280145
2455453.0000000000 0.8970988762 0.0025323853 0.6935111417 0.0111779133
2455454.0000000000 0.8984155764 0.0027903335 0.7254282009 0.0241993672
2455455.0000000000 0.9005430677 0.0024351206 0.8187217591 0.0411700039
2455456.0000000000 0.9020696805 0.0040597892 0.8362078429 0.0289852893
2455457.0000000000 0.9086615725 0.0033358026 0.7897081025 0.0262171006
2455458.0000000000 0.9155604300 0.0023939786 0.7781321545 0.0158607799
2455459.0000000000 0.9175917231 0.0025036177 0.7622806514 0.0234923153
2455460.0000000000 0.9248477357 0.0036606939 0.8393206359 0.0876055852
2455461.0000000000 0.9401340432 0.0031459418 0.9964877906 0.1300772730
2455462.0000000000 0.9395968166 0.0028543526 0.8589534280 0.0648751958
2455463.0000000000 0.9388715092 0.0029874550 0.8301341230 0.0174940328
2455464.0000000000 0.9233974457 0.0049253609 0.7909986428 0.0224475072
2455465.0000000000 0.9126179099 0.0029029531 0.7727171012 0.0268756851
2455466.0000000000 0.9015908156 0.0031653863 0.7409814054 0.0306531537
2455467.0000000000 0.8948898284 0.0018463623 0.6987049609 0.0229226164
2455468.0000000000 0.8994596092 0.0025064499 0.7434416385 0.0664669252
2455469.0000000000 0.9048191545 0.0025716627 0.7712937564 0.0279319978
2455470.0000000000 0.9052279897 0.0031337581 0.7995843523 0.0632520934
2455471.0000000000 0.8945322353 0.0033221286 0.7089519531 0.0479524176
2455472.0000000000 0.8814979611 0.0021681813 0.6417389789 0.0166479431
2455473.0000000000 0.8728054031 0.0033323346 0.6146106123 0.0189603295
2455474.0000000000 0.8676555797 0.0030539249 0.5783773624 0.0461447654
2455475.0000000000 0.8640193945 0.0027032112 0.5531916914 0.0133613642
2455476.0000000000 0.8571186512 0.0024514785 0.5282978949 0.0149146859
2455477.0000000000 0.8563207643 0.0038374245 0.5414021140 0.0202272506
2455478.0000000000 0.8563991284 0.0028242147 0.5488409592 0.0100892640
2455479.0000000000 0.8557887078 0.0025893061 0.5620688539 0.0272037091
2455480.0000000000 0.8553016710 0.0023252908 0.5588530861 0.0163016889
2455481.0000000000 0.8489189076 0.0036075024 0.5511419255 0.0072871400
2455482.0000000000 0.8516414150 0.0029277655 0.5576723178 0.0156277099
2455483.0000000000 0.8643213946 0.0024475868 0.6027108565 0.0310314420
2455484.0000000000 0.8759858548 0.0034039465 0.6296147286 0.0260188697
2455485.0000000000 0.8869065377 0.0040659058 0.6556623701 0.0156243038
2455486.0000000000 0.9008261390 0.0030570468 0.7457178035 0.2406790379
2455487.0000000000 0.8997830385 0.0022303922 0.7377735518 0.0545631029
2455488.0000000000 0.9090958628 0.0047017320 0.8800050877 0.1921162917
2455489.0000000000 0.9198629677 0.0037943402 0.8416350968 0.0803077412
2455490.0000000000 0.9143719375 0.0025122557 0.7477921968 0.0343696186
2455491.0000000000 0.9065736977 0.0030619909 0.7221447228 0.0215746694
2455492.0000000000 0.9010351546 0.0033974203 0.6978081759 0.0473234922
2455493.0000000000 0.8940047557 0.0025884162 0.6589377238 0.0397909253
2455494.0000000000 0.8839326438 0.0038995861 0.6572790392 0.0364422915
2455495.0000000000 0.8749025587 0.0029231533 0.6790229694 0.0833837345
2455496.0000000000 0.8695115407 0.0046720815 0.6908370500 0.0770818715
2455497.0000000000 0.8642992238 0.0025917640 0.6312575257 0.0223930270
2455498.0000000000 0.8600633114 0.0033390304 0.6171591030 0.0189182342
2455499.0000000000 0.8614002260 0.0038339354 0.5941177066 0.0150355947
2455500.0000000000 0.8652654717 0.0027416411 0.6429508195 0.0163674907
2455501.0000000000 0.8728229405 0.0032494573 0.6312931336 0.0771338696
2455502.0000000000 0.8646551359 0.0028832332 0.5923182839 0.0314797998
2455503.0000000000 0.8722284047 0.0046979674 0.6337357236 0.0402520847
2455504.0000000000 0.8764945821 0.0033106865 0.8929923895 0.2707113142
2455505.0000000000 0.8847340057 0.0028533849 0.8191104092 0.1135150169
2455506.0000000000 0.8910936024 0.0047480370 1.0561017385 0.5227922241
2455507.0000000000 0.8956985782 0.0071708468 1.3578287872 1.2831004653
2455508.0000000000 0.8971121688 0.0028862209 0.7605599361 0.1547926333
2455509.0000000000 0.8993578736 0.0030528302 0.6712685794 0.0086069210
2455510.0000000000 0.9085416497 0.0023567777 0.6926500418 0.0220630395
2455511.0000000000 0.9141520660 0.0026391709 0.7368163865 0.0525942876
2455512.0000000000 0.9167194415 0.0034849662 0.7905894090 0.1522021401
2455513.0000000000 0.9213004807 0.0035679707 0.7520198493 0.0942824963
2455514.0000000000 0.9305658134 0.0032436374 0.7652004665 0.0510015355
2455515.0000000000 0.9300097427 0.0023718502 0.7763493375 0.0377289702
2455516.0000000000 0.9368557265 0.0042113826 0.8964683417 0.0805905558
2455517.0000000000 0.9289555251 0.0033821218 0.8495304066 0.0242726959
2455518.0000000000 0.9284691663 0.0029809641 0.8420344137 0.0333620570
2455519.0000000000 0.9149359964 0.0054384179 0.7711820727 0.0233117645
2455520.0000000000 0.9010924214 0.0030684465 0.7439587356 0.0147924441
2455521.0000000000 0.8889470975 0.0037358443 0.7121226953 0.0198225973
2455522.0000000000 0.8763626451 0.0033560663 0.6182994555 0.0282101004
2455523.0000000000 0.8636102132 0.0034661504 0.5484807328 0.0110974922
2455524.0000000000 0.8666692376 0.0026670839 0.5506547833 0.0097329745
2455525.0000000000 0.8639873425 0.0029298773 0.5438864990 0.0114040859
2455526.0000000000 0.8705689579 0.0027062201 0.5645940306 0.0302998034
2455527.0000000000 0.8737545867 0.0029376254 0.5421506167 0.0065305093
2455528.0000000000 0.8699691742 0.0026720563 0.5437143199 0.0119622514
2455529.0000000000 0.8768886909 0.0033905974 0.5961174838 0.0211905600
2455530.0000000000 0.8841116769 0.0027005273 0.6434304970 0.0204120834
2455531.0000000000 0.8871989958 0.0026773465 0.6971144305 0.0301084771
2455532.0000000000 0.8844536607 0.0023414863 0.7048226364 0.0393929922
2455533.0000000000 0.8874377396 0.0028065713 0.6930505331 0.0148840108
2455534.0000000000 0.8949838511 0.0023790191 0.7238409242 0.0134820460
2455535.0000000000 0.8954982006 0.0029490181 0.7209988244 0.0161191707
2455536.0000000000 0.8976674060 0.0030672599 0.7178739002 0.0255221879
2455537.0000000000 0.8885300621 0.0019786384 0.6838293886 0.0221342579
2455538.0000000000 0.8914031246 0.0032140222 0.6898116737 0.0410025047
2455539.0000000000 0.8831117032 0.0028137049 0.6788908592 0.0268084501
2455540.0000000000 0.8827150729 0.0037094216 0.6525425530 0.0092533788
2455541.0000000000 0.8928493887 0.0043959461 0.7038314549 0.0318349454
2455542.0000000000 0.9041588903 0.0027233126 0.7770583772 0.0139418770
2455543.0000000000 0.9123338145 0.0025253506 0.8270277846 0.0508079048
2455544.0000000000 0.9135515690 0.0024363849 0.7599956211 0.0168032195
2455545.0000000000 0.9143338325 0.0031684799 0.8192645706 0.1826013077
2455546.0000000000 0.9169527044 0.0031000535 0.7679476709 0.1149657006
2455547.0000000000 0.9109638945 0.0038800639 0.7212210559 0.0564783189
2455548.0000000000 0.8986709395 0.0047013506 0.6552300900 0.0379891157
2455549.0000000000 0.8850291335 0.0028252388 0.5899445840 0.0285276992
2455550.0000000000 0.8787060667 0.0024350994 0.5466946950 0.0099384013
2455551.0000000000 0.8718625197 0.0035707182 0.5213245296 0.0103492595
2455552.0000000000 0.8684218526 0.0026467778 0.5089560963 0.0041889648
2455553.0000000000 0.8725619270 0.0026487484 0.4997692861 0.0020770326
2455554.0000000000 0.8734078989 0.0023177405 0.5079013136 0.0068157458
2455555.0000000000 0.8693242226 0.0030337177 0.5065065193 0.0080082661
2455556.0000000000 0.8677534236 0.0026628956 0.5152403439 0.0066637270
2455557.0000000000 0.8697144397 0.0023579290 0.5153403754 0.0072339474
2455558.0000000000 0.8714836246 0.0027928196 0.5180164316 0.0128751881
2455559.0000000000 0.8720407194 0.0024424308 0.5447298161 0.0095276119
2455560.0000000000 0.8771365672 0.0031249506 0.5754857321 0.0161849912
2455561.0000000000 0.8791457531 0.0041491787 0.5988446328 0.0041400567
2455562.0000000000 0.8916297695 0.0058878583 0.6682376500 0.0452103115
2455563.0000000000 0.9053132826 0.0027002236 0.7014820012 0.0266048367
2455564.0000000000 0.9078151981 0.0024980026 0.6869993643 0.0266160474
2455565.0000000000 0.9029531570 0.0029435372 0.6831097232 0.0485877367
2455566.0000000000 0.8985598596 0.0034694629 0.6933230087 0.0359618512
2455567.0000000000 0.8928714535 0.0025821089 0.6500295301 0.0096035012
2455568.0000000000 0.8963686317 0.0029747698 0.6417551992 0.0091517643
2455569.0000000000 0.8989604169 0.0026679033 0.6617058144 0.0177297267
2455570.0000000000 0.8944267987 0.0039412649 0.6480415556 0.0088160257
2455571.0000000000 0.8872081353 0.0035769125 0.6331142129 0.0068093582
2455572.0000000000 0.8837049182 0.0038387524 0.6411763667 0.0261630719
2455573.0000000000 0.8803794700 0.0030232503 0.6242698948 0.0171630204
2455574.0000000000 0.8670534017 0.0031803457 0.6011582287 0.0134893010
2455575.0000000000 0.8610950263 0.0024488864 0.6085413746 0.0261296054
2455576.0000000000 0.8582689258 0.0024648276 0.6686796921 0.1083341533
2455577.0000000000 0.8608628228 0.0025490540 0.6182576293 0.0285255727
2455578.0000000000 0.8612323100 0.0025617250 0.5659077512 0.0103708941
2455579.0000000000 0.8638893715 0.0032142906 0.5741001882 0.0228000376
2455580.0000000000 0.8690513291 0.0027527794 0.5530683114 0.0214624851
2455581.0000000000 0.8691633132 0.0025083146 0.5355830844 0.0089334487
2455582.0000000000 0.8699774944 0.0031198016 0.5787693649 0.0268437441
2455583.0000000000 0.8784743082 0.0026940929 0.6890510326 0.1090601395
2455584.0000000000 0.8803738903 0.0025305207 0.6733118575 0.0967249169
2455585.0000000000 0.8730141503 0.0040629040 0.5929514130 0.0234450751
2455586.0000000000 0.8608663967 0.0035284461 0.5825877441 0.0789472946
2455587.0000000000 0.8527143002 0.0031911098 0.5322286036 0.0073232116
2455588.0000000000 0.8589994881 0.0035401495 0.5631725894 0.0190149311
2455589.0000000000 0.8641786229 0.0027137916 0.6200328493 0.0636019707
2455590.0000000000 0.8659800504 0.0028837629 0.6947185418 0.2412861879
2455591.0000000000 0.8647420956 0.0027721109 0.5944762201 0.0413202938
2455592.0000000000 0.8650221369 0.0033229267 0.5633372228 0.0252516010
2455593.0000000000 0.8604543266 0.0036402959 0.5514446878 0.0164522603
2455594.0000000000 0.8557747655 0.0027052101 0.5345132383 0.0242390105
2455595.0000000000 0.8618696900 0.0025070997 0.5343653499 0.0326314777
2455596.0000000000 0.8704327830 0.0029828852 0.5259351556 0.0127300970
2455597.0000000000 0.8827440029 0.0025529599 0.5684208303 0.0292170193
2455598.0000000000 0.8856341438 0.0030116105 0.5524329726 0.0046054311
2455599.0000000000 0.8868010023 0.0026259984 0.5531296519 0.0078517318
2455600.0000000000 0.8962937497 0.0027685088 0.5900785577 0.0160757739
2455601.0000000000 0.9133977720 0.0065702368 0.7135189751 0.0948760546
2455602.0000000000 0.9342161176 0.0029820164 0.8223243542 0.1774129104
2455603.0000000000 0.9516333208 0.0064901706 0.9243897009 0.1069010754
2455604.0000000000 0.9555977806 0.0026964308 0.8489896742 0.0379819263
2455605.0000000000 0.9640327012 0.0037602470 0.8772176504 0.1066110153
2455606.0000000000 0.9677723666 0.0050658301 1.2648486716 0.7063688098
2455607.0000000000 0.9694573886 0.0048300033 1.3894714770 0.4075572537
2455608.0000000000 nan nan nan nan
2455609.0000000000 0.9620429527 0.0044095918 1.3420138508 0.3148658897
2455610.0000000000 0.9752145883 0.0032022693 1.2566473067 0.1177861452
2455611.0000000000 0.9816871226 0.0068790598 1.8501660483 0.5321858318
2455612.0000000000 0.9591891440 0.0044844032 1.3884752552 0.2371929604
2455613.0000000000 0.9435174363 0.0057605335 1.0706353356 0.1140669894
2455614.0000000000 0.9218607115 0.0038087981 1.0101742239 0.1392250119
2455615.0000000000 0.9048909712 0.0067462894 0.8095860983 0.0405054682
2455616.0000000000 0.8924208124 0.0029623742 0.8530188410 0.0647893977
2455617.0000000000 0.8907043388 0.0036556297 1.0826325071 0.6035846337
2455618.0000000000 0.8914707741 0.0051434808 0.9487507612 0.0506284618
2455619.0000000000 0.8949721689 0.0033120143 0.8889810110 0.0893699876
2455620.0000000000 0.8931463741 0.0027088899 0.7954840374 0.0703198588
2455621.0000000000 0.8971495886 0.0032574950 0.9055541429 0.2374795995
2455622.0000000000 0.9073393844 0.0044125794 1.3231529137 0.3663262155
2455623.0000000000 0.9147421521 0.0046931363 1.1098621397 0.0396169646
2455624.0000000000 0.9400307326 0.0079195046 1.1833519727 0.1698577270
2455625.0000000000 0.9714941555 0.0077221712 1.3414531435 0.1013481668
2455626.0000000000 1.0027596306 0.0066317698 1.5079707690 0.1351213399
2455627.0000000000 1.0336209108 0.0133081212 2.0518322238 0.3387554361
2455628.0000000000 1.0588767330 0.0085286467 3.1453857854 1.4842679956
2455629.0000000000 1.0656192436 0.0057161213 3.1105705971 1.0541038593
2455630.0000000000 1.0590062262 0.0082339003 2.9843852605 1.4023595168
2455631.0000000000 1.0539275132 0.0041048936 2.0049449163 0.2771443370
2455632.0000000000 1.0393259290 0.0054738742 1.5991087937 0.1899326782
2455633.0000000000 1.0212155057 0.0055601559 1.4949947842 0.2634257919
2455634.0000000000 1.0057456588 0.0049447348 1.3699074419 0.1718876767
2455635.0000000000 0.9800959185 0.0042803458 1.3114704212 0.3238876687
2455636.0000000000 0.9672593873 0.0031217369 1.2551080339 0.1592094632
2455637.0000000000 0.9560181779 0.0050994500 1.2846012092 0.3558907180
2455638.0000000000 0.9359882972 0.0035155844 1.0793122229 0.2285111607
2455639.0000000000 0.9234164522 0.0022498367 0.8200982785 0.0226854968
2455640.0000000000 0.9207475248 0.0028097143 0.7810824811 0.0254699371
2455641.0000000000 0.9262773946 0.0041458661 0.9177486121 0.0506047270
2455642.0000000000 0.9290666262 0.0035821038 1.1012845136 0.1524445324
2455643.0000000000 0.9440749690 0.0050089799 1.2459187441 0.1089092717
2455644.0000000000 0.9790857599 0.0094381857 1.2345952630 0.0523907843
2455645.0000000000 0.9990629082 0.0059027330 1.2807869086 0.1411844612
2455646.0000000000 1.0093857216 0.0044196707 1.3838335331 0.2140870459
2455647.0000000000 1.0218318450 0.0036569364 1.4683595494 0.1596355564
2455648.0000000000 1.0410416398 0.0107589895 1.3568452118 0.0996853401
2455649.0000000000 1.0635199762 0.0028444008 1.3615086856 0.0681379596
2455650.0000000000 1.0729485208 0.0034435134 1.4557324075 0.1053241906
2455651.0000000000 1.0786888259 0.0069562303 1.3780477334 0.0840220903
2455652.0000000000 1.0929676235 0.0044916851 1.3645123028 0.0905995698
2455653.0000000000 1.1008461555 0.0032479740 1.3086658084 0.1124260319
2455654.0000000000 1.1055885775 0.0033347007 1.3032901213 0.0517807529
2455655.0000000000 1.1150732943 0.0030764559 1.5713733350 0.0973152954
2455656.0000000000 1.1197566836 0.0039409400 1.5003306438 0.0843478749
2455657.0000000000 1.1219995632 0.0030030925 1.4146695083 0.0441885345
2455658.0000000000 1.1141536834 0.0037865426 1.4829821004 0.1501581368
2455659.0000000000 1.1108612054 0.0054787830 1.4423210955 0.0894364351
2455660.0000000000 1.0898186375 0.0033827009 1.3135478957 0.0296290471
2455661.0000000000 1.0684509593 0.0064015439 1.3336757152 0.0795749478
2455662.0000000000 1.0471859066 0.0044149738 1.1745335228 0.0356940367
2455663.0000000000 1.0251867671 0.0034570462 1.2475140160 0.0778618011
2455664.0000000000 1.0281002724 0.0040079185 1.3370592529 0.0695840062
2455665.0000000000 1.0373294637 0.0045603870 1.4694777703 0.0843672927
2455666.0000000000 1.0385222505 0.0028992239 1.5285839001 0.1374318840
2455667.0000000000 1.0453352570 0.0046576870 1.6642093380 0.2859743973
2455668.0000000000 1.0458340749 0.0036697275 1.6523350633 0.2282327598
2455669.0000000000 1.0304177586 0.0032095795 1.3899340323 0.0508105240
2455670.0000000000 1.0207731424 0.0034955961 1.3802449514 0.0975353815
2455671.0000000000 1.0168886570 0.0032715292 1.3651408947 0.0252955328
2455672.0000000000 1.0222840753 0.0025264736 1.4213804279 0.0525139695
2455673.0000000000 1.0269776283 0.0049926997 1.5343910105 0.1984738100
2455674.0000000000 1.0313795144 0.0057290466 1.8650326524 0.5675275985
2455675.0000000000 1.0221772685 0.0029578186 1.3512842590 0.0725491596
2455676.0000000000 1.0357698312 0.0032700954 1.4458585514 0.1145990706
2455677.0000000000 1.0460313660 0.0037128189 1.3535251647 0.0633778764
2455678.0000000000 1.0487851554 0.0029660540 1.2593849489 0.0317264809
2455679.0000000000 1.0475793303 0.0026872135 1.3041222840 0.1585786306
2455680.0000000000 1.0482546528 0.0029384306 1.2688998685 0.0728822552
2455681.0000000000 1.0648121395 0.0045122173 1.3315851674 0.1055217134
2455682.0000000000 1.0738874914 0.0028067973 1.4725829394 0.2164033392
2455683.0000000000 1.0762918596 0.0032781755 1.4151380511 0.1352825104
2455684.0000000000 1.0750891775 0.0034786237 1.3986101787 0.0560657358
2455685.0000000000 1.0778340182 0.0044684055 1.2950391802 0.0704220861
2455686.0000000000 1.0639136118 0.0033887751 1.2262581483 0.0603839563
2455687.0000000000 1.0531167575 0.0030118012 1.1416193530 0.0235063301
2455688.0000000000 1.0380771820 0.0043369276 1.1069153826 0.0324954443
2455689.0000000000 1.0288502580 0.0028308681 1.0808559722 0.0170111040
2455690.0000000000 1.0340122086 0.0030117588 1.0890500496 0.0306561201
2455691.0000000000 1.0353765276 0.0028056814 1.2818165301 0.2255466740
2455692.0000000000 1.0191544703 0.0030127688 1.0767849716 0.0552348761
2455693.0000000000 1.0049980393 0.0031433003 1.0207723020 0.0717936737
2455694.0000000000 0.9992901888 0.0029595420 0.9833836010 0.0985245369
2455695.0000000000 0.9923603601 0.0030491786 0.9180375230 0.0106348230
2455696.0000000000 0.9869734527 0.0033673883 0.8929372450 0.0120768590
2455697.0000000000 0.9778445209 0.0027042778 0.9709830319 0.1198297883
2455698.0000000000 0.9753278931 0.0031624339 0.9532070771 0.0335558051
2455699.0000000000 0.9622735811 0.0034545882 0.9322581422 0.0263010818
2455700.0000000000 0.9490302418 0.0038317600 0.9732581307 0.1516087710
2455701.0000000000 0.9293134925 0.0037098736 0.8092802131 0.0512735377
2455702.0000000000 0.9197100960 0.0023415004 0.7338193306 0.0131051117
2455703.0000000000 0.9191024159 0.0033022815 0.7237109562 0.0085960266
2455704.0000000000 0.9293804781 0.0027377423 0.7550266276 0.0160505862
2455705.0000000000 0.9313380122 0.0029676927 0.7814667442 0.0170261989
2455706.0000000000 0.9228686876 0.0024187839 0.7483075720 0.0175458024
2455707.0000000000 0.9136269666 0.0024215950 0.7421935916 0.0421229524
2455708.0000000000 0.9162776926 0.0031855794 0.7458286384 0.0323527840
2455709.0000000000 0.9338322290 0.0051719376 1.0036981420 0.1462699661
2455710.0000000000 0.9583396618 0.0070850242 1.5425927356 0.3863035563
2455711.0000000000 0.9869206496 0.0051497527 1.7320727389 0.5997816300
2455712.0000000000 0.9992456848 0.0033273481 1.4544051282 0.1556688826
2455713.0000000000 1.0132880905 0.0044781312 1.3764544458 0.1164299912
2455714.0000000000 1.0178675194 0.0047856052 1.4135377651 0.2220933078
2455715.0000000000 1.0348015422 0.0039005537 1.5278037954 0.2119717573
2455716.0000000000 1.0220635682 0.0041174375 1.2358359305 0.1242924004
2455717.0000000000 1.0103032418 0.0022251586 1.1006047042 0.0528002646
2455718.0000000000 1.0165062587 0.0032414761 1.0748120114 0.0134671555
2455719.0000000000 1.0182435893 0.0030900381 1.0883404774 0.0686791213
2455720.0000000000 1.0310897686 0.0110981058 1.2229265021 0.8281370122
2455721.0000000000 1.0050839679 0.0110877231 0.9426121660 0.0313112209
2455722.0000000000 0.9682084862 0.0039052647 0.9315785323 0.1447271895
2455723.0000000000 0.9497734257 0.0038645041 0.8821962676 0.0719213688
2455724.0000000000 0.9369256079 0.0046063248 0.8503003742 0.0239854395
2455725.0000000000 0.9233519811 0.0021362423 0.8898095219 0.0490188645
2455726.0000000000 0.9265181161 0.0028677370 0.9889368970 0.0491374669
2455727.0000000000 0.9335730519 0.0059209556 1.0918808225 0.3531087770
2455728.0000000000 0.9450815467 0.0038402638 1.0881761460 0.1244848961
2455729.0000000000 0.9516926147 0.0045571734 1.1702385757 0.1548245311
2455730.0000000000 0.9621871299 0.0039371754 1.1435450243 0.0994010524
2455731.0000000000 0.9683848001 0.0027968950 1.0640206287 0.0449391196
2455732.0000000000 0.9700540574 0.0030133691 1.0877095777 0.1285517309
2455733.0000000000 0.9740609165 0.0023505340 1.0438965760 0.0223438454
2455734.0000000000 0.9714327356 0.0032852738 1.3360351818 0.5580832480
2455735.0000000000 0.9601705632 0.0045933148 0.9295947716 0.0120162340
2455736.0000000000 0.9599283232 0.0038369725 0.9910741098 0.0352399389
2455737.0000000000 0.9797470270 0.0026550486 0.9788726592 0.0203806320
2455738.0000000000 0.9814264834 0.0028842220 0.9955935441 0.0123692826
2455739.0000000000 0.9784979127 0.0027649207 0.9946263420 0.0101607380
2455740.0000000000 0.9656821397 0.0029909017 0.9964299970 0.0331071883
2455741.0000000000 0.9552755520 0.0035087121 0.9777814559 0.0654127303
2455742.0000000000 0.9414948025 0.0035411595 0.8679418364 0.0501753236
2455743.0000000000 0.9306851500 0.0024962227 0.7920252483 0.0145097042
2455744.0000000000 0.9212376482 0.0032075524 0.7840742831 0.0467235167
2455745.0000000000 0.9166437825 0.0018538632 0.7171732448 0.0165033769
2455746.0000000000 0.9216454734 0.0023932158 0.7929759761 0.0635764152
2455747.0000000000 0.9179485039 0.0029407473 0.7485756257 0.0142512854
2455748.0000000000 0.9112359051 0.0023086928 0.7408230099 0.0135043063
2455749.0000000000 0.9121176087 0.0028087962 0.7414922897 0.0163728754
2455750.0000000000 0.9176389110 0.0025987070 0.7987612789 0.0509467886
2455751.0000000000 0.9295669909 0.0032283389 0.8686709761 0.1110126562
2455752.0000000000 0.9295608108 0.0026234911 0.8575338364 0.0524790002
2455753.0000000000 0.9384897394 0.0048808146 0.9360107945 0.0432653959
2455754.0000000000 0.9459751727 0.0027911033 1.0281908169 0.1036335351
2455755.0000000000 0.9537737232 0.0039863410 1.0456058493 0.0444029551
2455756.0000000000 0.9668753927 0.0029883802 1.0501313461 0.0374540638
2455757.0000000000 0.9703643354 0.0030627466 0.9999794401 0.0271568186
2455758.0000000000 0.9737041427 0.0024011334 0.9686649067 0.0185374971
2455759.0000000000 0.9757243186 0.0025791071 0.9681967685 0.0150564161
2455760.0000000000 0.9842069428 0.0034101266 1.0718377476 0.0500245541
2455761.0000000000 0.9950307283 0.0025954156 1.1440421142 0.0412640165
2455762.0000000000 0.9916326795 0.0031667212 1.1035863407 0.0364844881
2455763.0000000000 0.9833372957 0.0024613809 1.0810253230 0.0435333628
2455764.0000000000 0.9698094372 0.0037373558 0.9975244603 0.0272771536
2455765.0000000000 0.9580268835 0.0039942233 0.9519199043 0.0232348050
2455766.0000000000 0.9530825019 0.0034574841 0.9366140788 0.0268887686
2455767.0000000000 0.9501556334 0.0025043805 0.8961053841 0.0234499102
2455768.0000000000 0.9423550204 0.0024421624 0.9185878772 0.0386497340
2455769.0000000000 0.9468059591 0.0026248825 1.0701072051 0.1386899871
2455770.0000000000 0.9535990974 0.0031149564 1.3918236235 0.3355219669
2455771.0000000000 0.9492011525 0.0028417239 1.3760490923 0.2313013157
2455772.0000000000 0.9467454644 0.0030109324 1.2776383963 0.1677431256
2455773.0000000000 0.9397489256 0.0050261148 1.1453991864 0.6190267341
2455774.0000000000 0.9478856883 0.0050752027 1.1382033768 0.1150864135
2455775.0000000000 0.9716814312 0.0047650165 1.3202625837 0.1387117159
2455776.0000000000 0.9705141842 0.0056174299 1.4738238934 0.5479298868
