# date[JD] transmitted_flux_171[arb.units] transmitted_flux_171_unc[arb.units] transmitted_flux_195[arb.units] transmitted_flux_195_unc[arb.units] transmitted_flux_284[arb.units] transmitted_flux_284_unc[arb.units] transmitted_flux_304[arb.units] transmitted_flux_304_unc[arb.units] transmitted_flux_sumEITBands[arb.units] transmitted_flux_sumEITBands_unc[arb.units]
2.453369000000000000e+06 1.233440542126781467e-14 3.700321626380344718e-15 1.096791107628821240e-14 3.290373322886463404e-15 2.443150280710871768e-16 7.329450842132615059e-17 2.376911329195218264e-15 7.130733987585658935e-16 2.592354285482233458e-14 7.777062856446700375e-15
2.453370000000000000e+06 1.208060775097665407e-14 3.624182325292995591e-15 1.053540276299710925e-14 3.160620828899132300e-15 2.264405846975492800e-16 6.793217540926477662e-17 2.329228008407139701e-15 6.987684025221419496e-16 2.517167910707845107e-14 7.551503732123535320e-15
2.453371000000000000e+06 1.196512677652939404e-14 3.589538032958818371e-15 1.033847934284128217e-14 3.101543802852384966e-15 2.183948200355901547e-16 6.551844601067705380e-17 2.307458829722104855e-15 6.922376489166313972e-16 2.482945976912837280e-14 7.448837930738511209e-15
2.453372000000000000e+06 1.196604136298367353e-14 3.589812408895101901e-15 1.034029632588369568e-14 3.102088897765109019e-15 2.182718071801624003e-16 6.548154215404871023e-17 2.307543217845537479e-15 6.922629653536612240e-16 2.483215271389306852e-14 7.449645814167919610e-15
2.453373000000000000e+06 1.198834853744731426e-14 3.596504561234194909e-15 1.037811709032705270e-14 3.113435127098116046e-15 2.201714609356505594e-16 6.605143828069515549e-17 2.311990293189982980e-15 6.935970879569948152e-16 2.489862738190000082e-14 7.469588214570000876e-15
2.453374000000000000e+06 1.180255825935115022e-14 3.540767477805345777e-15 1.006102374811393658e-14 3.018307124434180500e-15 2.078924570029309912e-16 6.236773710087930475e-17 2.277691692623640764e-15 6.833075077870924263e-16 2.434916615709165631e-14 7.304749847127498156e-15
2.453375000000000000e+06 1.143323773771183873e-14 3.429971321313551777e-15 9.430986465391925507e-15 2.829295939617576784e-15 1.826280137518210945e-16 5.478840412554632094e-17 2.208791524087204575e-15 6.626374572261611557e-16 2.325564374094278845e-14 6.976693122282835274e-15
2.453376000000000000e+06 1.128088058665654351e-14 3.384264175996963132e-15 9.171384813022714882e-15 2.751415443906813597e-15 1.719353220510927543e-16 5.158059661532782258e-17 2.180176364995238556e-15 6.540529094985713302e-16 2.280437708672558721e-14 6.841313126017676479e-15
2.453377000000000000e+06 1.125305400774026236e-14 3.375916202322078075e-15 9.124396613848811669e-15 2.737318984154643895e-15 1.693694479646679207e-16 5.081083438940038238e-17 2.174444243961152538e-15 6.523332731883456234e-16 2.272126431351489397e-14 6.816379294054468032e-15
2.453378000000000000e+06 1.126266641291223022e-14 3.378799923873668750e-15 9.140658849600183916e-15 2.742197654880055175e-15 1.702124662533166016e-16 5.106373987599498170e-17 2.176388959004707646e-15 6.529166877014123333e-16 2.274992668777043915e-14 6.824978006331132060e-15
2.453379000000000000e+06 1.137755453123577075e-14 3.413266359370730595e-15 9.336529275483206107e-15 2.800958782644961359e-15 1.781753467511377867e-16 5.345260402534132738e-17 2.197899661940223651e-15 6.593698985820672137e-16 2.309015881541033694e-14 6.927047644623100452e-15
2.453380000000000000e+06 1.140532659619301339e-14 3.421597978857903938e-15 9.383191198096494325e-15 2.814957359428949086e-15 1.805526342909365062e-16 5.416579028728093705e-17 2.203503376363638169e-15 6.610510129090916085e-16 2.317257380494408266e-14 6.951772141483225113e-15
2.453381000000000000e+06 1.142500277828484320e-14 3.427500833485452566e-15 9.417475115721271532e-15 2.825242534716381302e-15 1.813901041817506299e-16 5.441703125452519268e-17 2.206727270846973098e-15 6.620181812540918110e-16 2.323059526903483905e-14 6.969178580710451716e-15
2.453382000000000000e+06 1.147990198253706253e-14 3.443970594761118839e-15 9.510783144309133491e-15 2.853234943292739653e-15 1.857191069483186076e-16 5.571573208449557241e-17 2.217434927463253403e-15 6.652304782389758827e-16 2.339383916125776779e-14 7.018151748377330020e-15
2.453383000000000000e+06 1.166815152131202933e-14 3.500445456393608324e-15 9.831673947785436254e-15 2.949502184335631113e-15 1.988758619630108642e-16 5.966275858890326419e-17 2.252773060217516130e-15 6.758319180652547601e-16 2.395147439127799201e-14 7.185442317383396340e-15
2.453384000000000000e+06 1.187176105125337304e-14 3.561528315376011753e-15 1.017924100777826944e-14 3.053772302333481225e-15 2.123318008139158793e-16 6.369954024417476131e-17 2.290354084052628428e-15 6.871062252157883903e-16 2.455368794389818653e-14 7.366106383169455328e-15
2.453385000000000000e+06 1.230859336229986489e-14 3.692578008689959308e-15 1.092476628580512101e-14 3.277429885741535671e-15 2.411929013553343295e-16 7.235787040660027913e-17 2.371007746178212925e-15 7.113023238534638577e-16 2.584556029563853261e-14 7.753668088691559782e-15
2.453386000000000000e+06 1.331732829780737068e-14 3.995198489342211679e-15 1.265153067578845206e-14 3.795459202736536091e-15 3.097570345398736745e-16 9.292711036196207523e-17 2.558742421911233070e-15 7.676227265733699014e-16 2.883735843004692535e-14 8.651207529014078551e-15
2.453387000000000000e+06 1.306778692870826931e-14 3.920336078612480476e-15 1.222137970311941621e-14 3.666413910935824546e-15 2.928233158487946007e-16 8.784699475463837282e-17 2.512451627113379403e-15 7.537354881340139394e-16 2.809444157478985646e-14 8.428332472436959146e-15
2.453388000000000000e+06 1.315892786158657738e-14 3.947678358475972583e-15 1.237676030909293413e-14 3.713028092727880080e-15 2.990169611185206321e-16 8.970508833555617485e-17 2.529337100443423375e-15 7.588011301330268153e-16 2.836404223224145803e-14 8.509212669672434569e-15
2.453389000000000000e+06 1.309849337543475994e-14 3.929548012630427193e-15 1.227316519744429329e-14 3.681949559233287828e-15 2.949434712442750219e-16 8.848304137328250904e-17 2.518142884002395263e-15 7.554428652007187367e-16 2.818474492812571897e-14 8.455423478437716008e-15
2.453390000000000000e+06 1.290365858221738997e-14 3.871097574665215886e-15 1.194110958436871935e-14 3.582332875310615016e-15 2.816926983253015019e-16 8.450780949759044317e-17 2.481902463804328169e-15 7.445707391412984310e-16 2.760836332871573899e-14 8.282508998614719173e-15
2.453391000000000000e+06 1.274227078033565966e-14 3.822681234100698371e-15 1.166493582042022832e-14 3.499480746126067864e-15 2.706276076533299657e-16 8.118828229599902424e-17 2.451615974932071703e-15 7.354847924796211559e-16 2.712945018334129438e-14 8.138835055002385158e-15
2.453392000000000000e+06 1.286136385902779254e-14 3.858409157708337445e-15 1.186731950315648868e-14 3.560195850946946763e-15 2.793483073888924937e-16 8.380449221666773086e-17 2.474374538459102595e-15 7.423123615377305024e-16 2.748240620803227867e-14 8.244721862409682971e-15
2.453393000000000000e+06 1.220059075041559912e-14 3.660177225124679421e-15 1.073891158607234094e-14 3.221673475821701493e-15 2.368676720300324340e-16 7.106030160900973266e-17 2.353365495576067492e-15 7.060096486728202869e-16 2.552973550409403644e-14 7.658920651228209984e-15
2.453394000000000000e+06 1.189077893736695793e-14 3.567233681210087694e-15 1.021129157102428622e-14 3.063387471307285234e-15 2.137600251207161963e-16 6.412800753621486135e-17 2.293998158181414242e-15 6.881994474544239769e-16 2.460982869169337476e-14 7.382948607508012112e-15
2.453395000000000000e+06 1.184444531668619992e-14 3.553333595005859501e-15 1.013319480427852518e-14 3.039958441283556845e-15 2.097882387892892417e-16 6.293647163678678484e-17 2.284712910502408424e-15 6.854138731507224088e-16 2.447214127025641754e-14 7.341642381076925577e-15
2.453396000000000000e+06 1.181846165663814743e-14 3.545538496991444149e-15 1.008893928412714783e-14 3.026681785238144271e-15 2.079170399330972980e-16 6.237511197992920666e-17 2.279790038095465647e-15 6.839370114286395953e-16 2.439510801879385936e-14 7.318532405638157493e-15
2.453397000000000000e+06 1.159678617324803257e-14 3.479035851974409770e-15 9.710011089922131525e-15 2.913003326976639300e-15 1.938859491241985081e-16 5.816578473725955737e-17 2.239373850197715401e-15 6.718121550593147188e-16 2.374005706249207864e-14 7.122017118747623592e-15
2.453398000000000000e+06 1.144015868001750280e-14 3.432047604005250208e-15 9.443261374570822676e-15 2.832978412371246882e-15 1.825857750031353733e-16 5.477573250094060953e-17 2.209682381880665707e-15 6.629047145641999292e-16 2.327568821147212616e-14 6.982706463441638479e-15
2.453399000000000000e+06 1.139149891938730516e-14 3.417449675816191390e-15 9.360538941610631352e-15 2.808161682483189327e-15 1.788575777439469063e-16 5.365727332318407434e-17 2.200279838574298351e-15 6.600839515722894659e-16 2.313117527731618295e-14 6.939352583194854886e-15
2.453400000000000000e+06 1.134127065348730525e-14 3.402381196046191337e-15 9.274783786831645603e-15 2.782435136049493839e-15 1.755340417672563684e-16 5.266021253017691297e-17 2.191004025485595528e-15 6.573012076456787768e-16 2.298259250757179988e-14 6.894777752271541543e-15
2.453401000000000000e+06 1.128499529793647104e-14 3.385498589380941155e-15 9.178849154847620276e-15 2.753654746454285609e-15 1.715856241494628849e-16 5.147568724483886053e-17 2.180426729298302713e-15 6.541280187894909715e-16 2.281585680623185494e-14 6.844757041869556325e-15
2.453402000000000000e+06 1.120549646743415753e-14 3.361648940230247889e-15 9.042974778307163881e-15 2.712892433492149717e-15 1.665149020636476524e-16 4.995447061909429080e-17 2.165899514726920849e-15 6.497698544180761757e-16 2.258088566253189166e-14 6.774265698759567813e-15
2.453403000000000000e+06 1.113504186501260683e-14 3.340512559503781892e-15 8.923044461644065725e-15 2.676913338493219402e-15 1.613582493721933982e-16 4.840747481165801577e-17 2.152484099845992139e-15 6.457452299537977599e-16 2.237192867587485708e-14 6.711578602762457914e-15
2.453404000000000000e+06 1.110933158714125635e-14 3.332799476142376433e-15 8.879232804449882335e-15 2.663769841334964385e-15 1.595412969202408408e-16 4.786238907607225718e-17 2.147641821412175005e-15 6.442925464236524424e-16 2.229574750992355377e-14 6.688724252977065184e-15
2.453405000000000000e+06 1.117502165121049246e-14 3.352506495363147344e-15 8.990929172466927098e-15 2.697278751740078208e-15 1.645438274714955550e-16 4.936314824144866651e-17 2.160310428121665105e-15 6.480931284364995514e-16 2.249080507927057899e-14 6.747241523781173697e-15
2.453406000000000000e+06 1.134603357602904424e-14 3.403810072808713193e-15 9.281936736799830437e-15 2.784581021039949605e-15 1.770270294369596565e-16 5.310810883108790312e-17 2.192839332207479010e-15 6.578517996622434861e-16 2.299783667447331426e-14 6.899351002341994119e-15
2.453407000000000000e+06 1.181637461985624264e-14 3.544912385956871923e-15 1.008491265782483156e-14 3.025473797347449625e-15 2.084432061230222916e-16 6.253296183690668256e-17 2.279949138444793520e-15 6.839847415334377799e-16 2.438967962224888942e-14 7.316903886674665247e-15
2.453408000000000000e+06 1.191472551883345089e-14 3.574417655650034637e-15 1.025284197394029870e-14 3.075852592182089847e-15 2.149344743488770504e-16 6.448034230466310280e-17 2.298097478598406050e-15 6.894292435795217163e-16 2.468059944572103193e-14 7.404179833716309895e-15
2.453409000000000000e+06 1.201850031940386323e-14 3.605550095821158022e-15 1.042925928024684909e-14 3.128777784074054332e-15 2.224475177745625440e-16 6.673425533236876813e-17 2.317768502310570107e-15 6.953305506931709925e-16 2.498797561973584620e-14 7.496392685920751967e-15
2.453410000000000000e+06 1.216432151932067573e-14 3.649296455796202245e-15 1.067867075668578342e-14 3.203601227005735263e-15 2.319097956639940778e-16 6.957293869919819869e-17 2.344569207564617074e-15 7.033707622693850828e-16 2.541947127923507099e-14 7.625841383770520666e-15
2.453411000000000000e+06 1.221620374868079511e-14 3.664861124604237902e-15 1.076743759610600442e-14 3.230231278831800930e-15 2.350865663312730524e-16 7.052596989938190833e-17 2.353940641612636823e-15 7.061821924837911455e-16 2.557266855273071078e-14 7.671800565819211972e-15
2.453412000000000000e+06 1.224091539400659394e-14 3.672274618201977707e-15 1.080938945045319074e-14 3.242816835135957696e-15 2.370483242277806896e-16 7.111449726833418469e-17 2.358771459958332763e-15 7.076314379874996315e-16 2.564612462864590000e-14 7.693837388593768738e-15
2.453413000000000000e+06 1.225513348058688113e-14 3.676540044176064340e-15 1.083330350626601969e-14 3.249991051879806224e-15 2.385090949686838684e-16 7.155272849060516792e-17 2.361823329146695844e-15 7.085469987440086941e-16 2.568876941096828379e-14 7.706630823290484191e-15
2.453414000000000000e+06 1.226784256708540795e-14 3.680352770125622384e-15 1.085534932958886472e-14 3.256604798876659732e-15 2.388327784182565964e-16 7.164983352547696907e-17 2.363746715173863367e-15 7.091240145521589708e-16 2.572577139026639248e-14 7.717731417079918376e-15
2.453415000000000000e+06 1.220585958436518389e-14 3.661757875309555481e-15 1.074973331259399932e-14 3.224919993778199561e-15 2.344544735922924825e-16 7.033634207768775708e-17 2.352073477236051226e-15 7.056220431708154072e-16 2.554212084778752524e-14 7.662636254336257257e-15
2.453416000000000000e+06 1.222620877949266280e-14 3.667862633847799154e-15 1.078440086461693044e-14 3.235320259385078817e-15 2.358630657682012703e-16 7.075891973046037861e-17 2.355882496775655175e-15 7.067647490326966905e-16 2.560235520665344677e-14 7.680706561996034979e-15
2.453417000000000000e+06 1.228632916368777678e-14 3.685898749106333034e-15 1.088704455656273135e-14 3.266113366968818854e-15 2.398664066619058880e-16 7.195992199857177380e-17 2.367007223672634130e-15 7.101021671017901600e-16 2.578024735058504731e-14 7.734074205175511985e-15
