#t_obs[JD] flux[W/m^2] flux_unc[W/m^2]
2455624.000000 1360.752000 0.137000
2455625.000000 1360.731000 0.132000
2455626.000000 1360.751000 0.136000
2455627.000000 1360.784000 0.135000
2455628.000000 1360.739000 0.134000
2455629.000000 1360.604000 0.137000
2455630.000000 1360.541000 0.134000
2455631.000000 1360.672000 0.148000
2455632.000000 1360.816000 0.158000
2455633.000000 1361.052000 0.164000
2455634.000000 1361.297000 0.161000
2455635.000000 1361.348000 0.165000
2455636.000000 1361.315000 0.168000
2455637.000000 1361.251000 0.171000
2455638.000000 1361.147000 0.171000
2455639.000000 1361.058000 0.164000
2455640.000000 1361.001000 0.161000
2455641.000000 1360.951000 0.148000
2455642.000000 1360.958000 0.151000
2455643.000000 1360.975000 0.144000
2455644.000000 1361.014000 0.144000
2455645.000000 1361.064000 0.142000
2455646.000000 1361.097000 0.141000
2455647.000000 1361.107000 0.146000
2455648.000000 1361.137000 0.143000
2455649.000000 1361.243000 0.144000
2455650.000000 1361.359000 0.136000
2455651.000000 1361.482000 0.141000
2455652.000000 1361.616000 0.136000
2455653.000000 1361.641000 0.137000
2455654.000000 1361.608000 0.135000
2455655.000000 1361.579000 0.133000
2455656.000000 1361.549000 0.142000
2455657.000000 1361.531000 0.151000
2455658.000000 1361.531000 0.181000
2455659.000000 1361.536000 0.208000
2455660.000000 1361.479000 0.202000
2455661.000000 1361.411000 0.181000
2455662.000000 1361.318000 0.162000
2455663.000000 1361.207000 0.144000
2455664.000000 1361.102000 0.134000
2455665.000000 1361.009000 0.141000
2455666.000000 1360.921000 0.141000
2455667.000000 1360.874000 0.141000
2455668.000000 1360.831000 0.132000
2455669.000000 1360.868000 0.137000
2455670.000000 1360.926000 0.139000
2455671.000000 1360.991000 0.151000
2455672.000000 1361.061000 0.165000
2455673.000000 1361.098000 0.171000
2455674.000000 1361.076000 0.161000
2455675.000000 1361.063000 0.145000
2455676.000000 1361.121000 0.144000
2455677.000000 1361.195000 0.137000
2455678.000000 1361.343000 0.144000
2455679.000000 1361.526000 0.153000
2455680.000000 1361.621000 0.157000
2455681.000000 1361.631000 0.155000
2455682.000000 1361.606000 0.145000
2455683.000000 1361.476000 0.141000
2455684.000000 1361.357000 0.143000
2455685.000000 1361.304000 0.145000
2455686.000000 1361.271000 0.138000
2455687.000000 1361.271000 0.146000
2455688.000000 1361.289000 0.161000
2455689.000000 1361.297000 0.171000
2455690.000000 1361.291000 0.176000
2455691.000000 1361.284000 0.177000
2455692.000000 1361.267000 0.178000
2455693.000000 1361.249000 0.172000
2455694.000000 1361.228000 0.166000
2455695.000000 1361.207000 0.154000
2455696.000000 1361.163000 0.151000
2455697.000000 1361.105000 0.147000
2455698.000000 1361.091000 0.145000
2455699.000000 1361.131000 0.144000
2455700.000000 1361.163000 0.137000
2455701.000000 1361.167000 0.141000
2455702.000000 1361.171000 0.136000
2455703.000000 1361.201000 0.142000
2455704.000000 1361.239000 0.141000
2455705.000000 1361.247000 0.141000
2455706.000000 1361.235000 0.136000
2455707.000000 1361.207000 0.134000
2455708.000000 1361.143000 0.139000
2455709.000000 1361.095000 0.137000
2455710.000000 1361.104000 0.148000
2455711.000000 1361.118000 0.151000
2455712.000000 1361.114000 0.151000
2455713.000000 1361.105000 0.145000
2455714.000000 1361.105000 0.142000
2455715.000000 1361.113000 0.139000
2455716.000000 1361.143000 0.134000
2455717.000000 1361.215000 0.139000
2455718.000000 1361.281000 0.135000
2455719.000000 1361.303000 0.141000
2455720.000000 1361.318000 0.138000
2455721.000000 1361.257000 0.142000
2455722.000000 1361.171000 0.139000
2455723.000000 1361.114000 0.138000
2455724.000000 1361.085000 0.137000
2455725.000000 1361.056000 0.133000
2455726.000000 1361.032000 0.138000
2455727.000000 1361.014000 0.133000
2455728.000000 1361.043000 0.138000
2455729.000000 1361.076000 0.134000
2455730.000000 1361.089000 0.137000
2455731.000000 1361.094000 0.136000
2455732.000000 1361.092000 0.137000
2455733.000000 1361.084000 0.141000
2455734.000000 1361.101000 0.138000
2455735.000000 1361.187000 0.143000
2455736.000000 1361.271000 0.138000
2455737.000000 1361.297000 0.145000
2455738.000000 1361.313000 0.142000
2455739.000000 1361.284000 0.143000
2455740.000000 1361.237000 0.141000
2455741.000000 1361.191000 0.141000
2455742.000000 1361.142000 0.151000
2455743.000000 1361.097000 0.148000
2455744.000000 1361.058000 0.141000
2455745.000000 1361.021000 0.136000
2455746.000000 1361.019000 0.149000
2455747.000000 1361.024000 0.156000
2455748.000000 1361.034000 0.159000
2455749.000000 1361.048000 0.156000
2455750.000000 1361.038000 0.153000
2455751.000000 1360.995000 0.154000
2455752.000000 1360.979000 0.148000
2455753.000000 1361.061000 0.152000
2455754.000000 1361.144000 0.147000
2455755.000000 1361.179000 0.144000
2455756.000000 1361.202000 0.144000
2455757.000000 1361.222000 0.152000
2455758.000000 1361.241000 0.161000
2455759.000000 1361.257000 0.165000
2455760.000000 1361.271000 0.165000
2455761.000000 1361.281000 0.161000
2455762.000000 1361.263000 0.166000
2455763.000000 1361.247000 0.163000
2455764.000000 1361.231000 0.158000
2455765.000000 1361.217000 0.148000
2455766.000000 1361.177000 0.141000
2455767.000000 1361.119000 0.157000
2455768.000000 1361.043000 0.182000
2455769.000000 1360.931000 0.189000
2455770.000000 1360.785000 0.186000
2455771.000000 1360.501000 0.158000
2455772.000000 1360.191000 0.141000
2455773.000000 1359.974000 0.166000
2455774.000000 1359.772000 0.222000
2455775.000000 1359.812000 0.235000
2455776.000000 1360.061000 0.201000
2455777.000000 1360.295000 0.179000
2455778.000000 1360.544000 0.191000
2455779.000000 1360.762000 0.196000
2455780.000000 1360.863000 0.207000
2455781.000000 1360.944000 0.215000
2455782.000000 1361.088000 0.206000
2455783.000000 1361.257000 0.188000
2455784.000000 1361.361000 0.171000
2455785.000000 1361.398000 0.155000
2455786.000000 1361.414000 0.141000
2455787.000000 1361.357000 0.144000
2455788.000000 1361.307000 0.153000
2455789.000000 1361.304000 0.154000
2455790.000000 1361.311000 0.144000
2455791.000000 1361.229000 0.144000
2455792.000000 1361.107000 0.142000
2455793.000000 1361.019000 0.141000
2455794.000000 1360.974000 0.142000
2455795.000000 1360.975000 0.136000
2455796.000000 1361.125000 0.141000
2455797.000000 1361.282000 0.144000
2455798.000000 1361.401000 0.154000
2455799.000000 1361.516000 0.155000
2455800.000000 1361.476000 0.157000
2455801.000000 1361.357000 0.156000
2455802.000000 1361.272000 0.151000
2455803.000000 1361.233000 0.146000
2455804.000000 1361.202000 0.139000
2455805.000000 1361.187000 0.146000
2455806.000000 1361.173000 0.144000
2455807.000000 1361.155000 0.151000
2455808.000000 1361.137000 0.153000
2455809.000000 1361.137000 0.158000
2455810.000000 1361.147000 0.161000
2455811.000000 1361.145000 0.164000
2455812.000000 1361.123000 0.179000
2455813.000000 1361.094000 0.188000
2455814.000000 1361.034000 0.193000
2455815.000000 1360.978000 0.191000
2455816.000000 1361.029000 0.183000
2455817.000000 1361.111000 0.169000
2455818.000000 1361.127000 0.166000
2455819.000000 1361.092000 0.169000
2455820.000000 1361.092000 0.161000
2455821.000000 1361.161000 0.146000
2455822.000000 1361.241000 0.137000
2455823.000000 1361.371000 0.141000
2455824.000000 1361.507000 0.135000
2455825.000000 1361.536000 0.139000
2455826.000000 1361.533000 0.138000
2455827.000000 1361.349000 0.141000
2455828.000000 1361.001000 0.144000
2455829.000000 1360.711000 0.141000
2455830.000000 1360.545000 0.142000
2455831.000000 1360.411000 0.137000
2455832.000000 1360.483000 0.144000
2455833.000000 1360.579000 0.143000
2455834.000000 1360.762000 0.143000
2455835.000000 1360.978000 0.155000
2455836.000000 1361.187000 0.165000
2455837.000000 1361.396000 0.163000
2455838.000000 1361.531000 0.165000
2455839.000000 1361.462000 0.177000
2455840.000000 1361.392000 0.185000
2455841.000000 1361.337000 0.194000
2455842.000000 1361.285000 0.195000
2455843.000000 1361.262000 0.185000
2455844.000000 1361.254000 0.168000
2455845.000000 1361.223000 0.157000
2455846.000000 1361.163000 0.153000
2455847.000000 1361.098000 0.147000
2455848.000000 1361.018000 0.161000
2455849.000000 1360.945000 0.171000
2455850.000000 1360.975000 0.181000
2455851.000000 1361.028000 0.186000
2455852.000000 1361.191000 0.193000
2455853.000000 1361.416000 0.198000
2455854.000000 1361.549000 0.193000
2455855.000000 1361.546000 0.176000
2455856.000000 1361.516000 0.155000
2455857.000000 1361.371000 0.146000
2455858.000000 1361.227000 0.138000
2455859.000000 1361.147000 0.141000
2455860.000000 1361.084000 0.141000
2455861.000000 1361.068000 0.147000
2455862.000000 1361.079000 0.151000
2455863.000000 1361.135000 0.151000
2455864.000000 1361.267000 0.151000
2455865.000000 1361.386000 0.145000
2455866.000000 1361.443000 0.147000
2455867.000000 1361.481000 0.141000
2455868.000000 1361.281000 0.143000
2455869.000000 1361.011000 0.141000
2455870.000000 1360.781000 0.143000
2455871.000000 1360.574000 0.144000
2455872.000000 1360.482000 0.142000
2455873.000000 1360.626000 0.148000
2455874.000000 1360.781000 0.147000
2455875.000000 1361.078000 0.148000
2455876.000000 1361.403000 0.141000
2455877.000000 1361.657000 0.146000
2455878.000000 1361.896000 0.148000
2455879.000000 1361.998000 0.145000
2455880.000000 1361.955000 0.141000
2455881.000000 1361.935000 0.137000
2455882.000000 1361.946000 0.141000
2455883.000000 1361.965000 0.135000
2455884.000000 1361.911000 0.141000
2455885.000000 1361.861000 0.136000
2455886.000000 1361.753000 0.141000
2455887.000000 1361.634000 0.141000
2455888.000000 1361.517000 0.141000
2455889.000000 1361.399000 0.141000
2455890.000000 1361.327000 0.139000
2455891.000000 1361.355000 0.142000
2455892.000000 1361.399000 0.137000
2455893.000000 1361.486000 0.149000
2455894.000000 1361.584000 0.156000
2455895.000000 1361.579000 0.168000
2455896.000000 1361.533000 0.181000
2455897.000000 1361.466000 0.182000
2455898.000000 1361.371000 0.169000
2455899.000000 1361.333000 0.164000
2455900.000000 1361.464000 0.175000
2455901.000000 1361.613000 0.181000
2455902.000000 1361.742000 0.201000
2455903.000000 1361.881000 0.218000
2455904.000000 1361.881000 0.211000
2455905.000000 1361.818000 0.189000
2455906.000000 1361.796000 0.172000
2455907.000000 1361.825000 0.161000
2455908.000000 1361.849000 0.151000
2455909.000000 1361.815000 0.151000
2455910.000000 1361.792000 0.142000
2455911.000000 1361.791000 0.141000
2455912.000000 1361.809000 0.135000
2455913.000000 1361.772000 0.138000
2455914.000000 1361.706000 0.143000
2455915.000000 1361.622000 0.141000
2455916.000000 1361.492000 0.145000
2455917.000000 1361.386000 0.151000
2455918.000000 1361.341000 0.152000
2455919.000000 1361.308000 0.145000
2455920.000000 1361.271000 0.155000
2455921.000000 1361.235000 0.165000
2455922.000000 1361.293000 0.165000
2455923.000000 1361.422000 0.159000
2455924.000000 1361.514000 0.149000
2455925.000000 1361.524000 0.141000
2455926.000000 1361.528000 0.136000
2455927.000000 1361.469000 0.151000
2455928.000000 1361.416000 0.158000
2455929.000000 1361.446000 0.169000
2455930.000000 1361.513000 0.173000
2455931.000000 1361.518000 0.173000
2455932.000000 1361.481000 0.169000
2455933.000000 1361.422000 0.164000
2455934.000000 1361.301000 0.169000
2455935.000000 1361.217000 0.166000
2455936.000000 1361.338000 0.162000
2455937.000000 1361.491000 0.151000
2455938.000000 1361.552000 0.149000
2455939.000000 1361.582000 0.157000
2455940.000000 1361.608000 0.169000
2455941.000000 1361.629000 0.175000
2455942.000000 1361.614000 0.175000
2455943.000000 1361.478000 0.175000
2455944.000000 1361.338000 0.167000
2455945.000000 1361.144000 0.159000
2455946.000000 1360.949000 0.145000
2455947.000000 1361.021000 0.146000
2455948.000000 1361.217000 0.148000
2455949.000000 1361.412000 0.151000
2455950.000000 1361.608000 0.161000
2455951.000000 1361.755000 0.171000
2455952.000000 1361.726000 0.211000
2455953.000000 1361.698000 0.249000
2455954.000000 1361.658000 0.271000
2455955.000000 1361.624000 0.284000
2455956.000000 1361.566000 0.275000
2455957.000000 1361.498000 0.255000
2455958.000000 1361.452000 0.232000
2455959.000000 1361.431000 0.207000
2455960.000000 1361.434000 0.181000
2455961.000000 1361.499000 0.165000
2455962.000000 1361.569000 0.147000
2455963.000000 1361.541000 0.145000
2455964.000000 1361.496000 0.141000
2455965.000000 1361.414000 0.146000
2455966.000000 1361.314000 0.152000
2455967.000000 1361.217000 0.156000
2455968.000000 1361.121000 0.157000
2455969.000000 1361.074000 0.154000
2455970.000000 1361.228000 0.165000
2455971.000000 1361.398000 0.172000
2455972.000000 1361.448000 0.192000
2455973.000000 1361.468000 0.211000
2455974.000000 1361.452000 0.209000
2455975.000000 1361.409000 0.189000
2455976.000000 1361.353000 0.171000
2455977.000000 1361.259000 0.159000
2455978.000000 1361.207000 0.145000
2455979.000000 1361.351000 0.143000
2455980.000000 1361.517000 0.135000
2455981.000000 1361.586000 0.139000
2455982.000000 1361.631000 0.139000
2455983.000000 1361.649000 0.141000
2455984.000000 1361.648000 0.141000
2455985.000000 1361.657000 0.134000
2455986.000000 1361.671000 0.137000
2455987.000000 1361.678000 0.133000
2455988.000000 nan nan
2455989.000000 1361.509000 0.141000
2455990.000000 1361.229000 0.147000
2455991.000000 1360.869000 0.151000
2455992.000000 1360.575000 0.156000
2455993.000000 1360.341000 0.161000
2455994.000000 1360.232000 0.156000
2455995.000000 1360.491000 0.154000
2455996.000000 1360.759000 0.153000
2455997.000000 1361.061000 0.159000
2455998.000000 1361.363000 0.156000
2455999.000000 1361.428000 0.157000
2456000.000000 1361.386000 0.153000
2456001.000000 1361.337000 0.155000
2456002.000000 1361.277000 0.168000
2456003.000000 1361.254000 0.177000
2456004.000000 1361.338000 0.191000
2456005.000000 1361.427000 0.195000
2456006.000000 1361.467000 0.191000
2456007.000000 1361.503000 0.176000
2456008.000000 1361.517000 0.162000
2456009.000000 1361.523000 0.149000
2456010.000000 1361.517000 0.143000
2456011.000000 1361.486000 0.147000
2456012.000000 1361.456000 0.144000
2456013.000000 1361.402000 0.153000
2456014.000000 1361.367000 0.154000
2456015.000000 1361.459000 0.154000
2456016.000000 1361.596000 0.144000
2456017.000000 1361.638000 0.144000
2456018.000000 1361.626000 0.144000
2456019.000000 1361.584000 0.141000
2456020.000000 1361.477000 0.143000
2456021.000000 1361.397000 0.137000
2456022.000000 1361.401000 0.143000
2456023.000000 1361.426000 0.138000
2456024.000000 1361.517000 0.144000
2456025.000000 1361.639000 0.142000
2456026.000000 1361.634000 0.141000
2456027.000000 1361.538000 0.138000
2456028.000000 1361.456000 0.135000
2456029.000000 1361.389000 0.139000
2456030.000000 1361.351000 0.136000
2456031.000000 1361.418000 0.147000
2456032.000000 1361.502000 0.151000
2456033.000000 1361.491000 0.159000
2456034.000000 1361.452000 0.161000
2456035.000000 1361.273000 0.162000
2456036.000000 1360.964000 0.162000
2456037.000000 1360.719000 0.156000
2456038.000000 1360.621000 0.151000
2456039.000000 1360.569000 0.139000
2456040.000000 1360.814000 0.141000
2456041.000000 1361.101000 0.134000
2456042.000000 1361.324000 0.138000
2456043.000000 1361.526000 0.137000
2456044.000000 1361.587000 0.136000
2456045.000000 1361.496000 0.138000
2456046.000000 1361.398000 0.135000
2456047.000000 1361.273000 0.143000
2456048.000000 1361.161000 0.143000
2456049.000000 1361.131000 0.148000
2456050.000000 1361.113000 0.149000
2456051.000000 nan nan
2456052.000000 nan nan
2456053.000000 nan nan
2456054.000000 nan nan
2456055.000000 nan nan
2456056.000000 nan nan
2456057.000000 nan nan
2456058.000000 nan nan
2456059.000000 1360.882000 0.132000
2456060.000000 1361.048000 0.139000
2456061.000000 1361.285000 0.142000
2456062.000000 1361.401000 0.142000
2456063.000000 1361.338000 0.145000
2456064.000000 1361.267000 0.141000
2456065.000000 1361.151000 0.143000
2456066.000000 1361.054000 0.138000
2456067.000000 1361.164000 0.143000
2456068.000000 1361.332000 0.138000
2456069.000000 1361.451000 0.141000
2456070.000000 1361.546000 0.141000
2456071.000000 1361.562000 0.136000
2456072.000000 1361.441000 0.141000
2456073.000000 1361.331000 0.148000
2456074.000000 1361.253000 0.171000
2456075.000000 1361.188000 0.189000
2456076.000000 1361.218000 0.198000
2456077.000000 1361.278000 0.199000
2456078.000000 1361.365000 0.185000
2456079.000000 1361.476000 0.161000
2456080.000000 1361.519000 0.144000
2456081.000000 1361.423000 0.144000
2456082.000000 1361.334000 0.141000
2456083.000000 1361.251000 0.148000
2456084.000000 1361.182000 0.146000
2456085.000000 1361.307000 0.141000
2456086.000000 1361.503000 0.136000
2456087.000000 1361.632000 0.137000
2456088.000000 1361.702000 0.136000
2456089.000000 1361.647000 0.134000
2456090.000000 1361.274000 0.151000
2456091.000000 1360.918000 0.161000
2456092.000000 1360.704000 0.145000
2456093.000000 1360.516000 0.134000
2456094.000000 1360.669000 0.139000
2456095.000000 1360.958000 0.155000
2456096.000000 1361.173000 0.158000
2456097.000000 1361.321000 0.143000
2456098.000000 1361.409000 0.135000
2456099.000000 1361.338000 0.144000
2456100.000000 1361.267000 0.144000
2456101.000000 1361.223000 0.141000
2456102.000000 1361.189000 0.143000
