#t_obs[JD] flux[W/m^2] flux_unc[W/m^2]
2454846.000000 1360.752000 0.143000
2454847.000000 1360.775000 0.141000
2454848.000000 1360.785000 0.142000
2454849.000000 1360.781000 0.143000
2454850.000000 1360.767000 0.138000
2454851.000000 1360.742000 0.141000
2454852.000000 1360.713000 0.133000
2454853.000000 1360.713000 0.138000
2454854.000000 1360.711000 0.134000
2454855.000000 1360.731000 0.137000
2454856.000000 1360.753000 0.135000
2454857.000000 1360.761000 0.134000
2454858.000000 1360.751000 0.136000
2454859.000000 1360.741000 0.132000
2454860.000000 1360.754000 0.137000
2454861.000000 1360.759000 0.132000
2454862.000000 1360.745000 0.137000
2454863.000000 1360.722000 0.132000
2454864.000000 1360.731000 0.136000
2454865.000000 1360.747000 0.135000
2454866.000000 1360.765000 0.134000
2454867.000000 1360.785000 0.136000
2454868.000000 1360.799000 0.131000
2454869.000000 1360.811000 0.137000
2454870.000000 1360.818000 0.133000
2454871.000000 1360.853000 0.138000
2454872.000000 1360.891000 0.134000
2454873.000000 1360.898000 0.136000
2454874.000000 1360.888000 0.135000
2454875.000000 1360.865000 0.133000
2454876.000000 1360.831000 0.136000
2454877.000000 1360.799000 0.131000
2454878.000000 1360.806000 0.137000
2454879.000000 1360.808000 0.131000
2454880.000000 1360.796000 0.136000
2454881.000000 1360.773000 0.133000
2454882.000000 1360.749000 0.137000
2454883.000000 1360.719000 0.137000
2454884.000000 1360.693000 0.134000
2454885.000000 1360.682000 0.139000
2454886.000000 1360.673000 0.134000
2454887.000000 1360.711000 0.139000
2454888.000000 1360.744000 0.134000
2454889.000000 1360.751000 0.139000
2454890.000000 1360.742000 0.141000
2454891.000000 1360.729000 0.141000
2454892.000000 1360.711000 0.139000
2454893.000000 1360.707000 0.135000
2454894.000000 1360.745000 0.141000
2454895.000000 1360.769000 0.137000
2454896.000000 1360.755000 0.144000
2454897.000000 1360.729000 0.143000
2454898.000000 1360.734000 0.145000
2454899.000000 1360.747000 0.139000
2454900.000000 1360.734000 0.141000
2454901.000000 1360.699000 0.149000
2454902.000000 1360.671000 0.152000
2454903.000000 1360.679000 0.153000
2454904.000000 1360.684000 0.145000
2454905.000000 1360.711000 0.149000
2454906.000000 1360.732000 0.145000
2454907.000000 1360.751000 0.146000
2454908.000000 1360.761000 0.142000
2454909.000000 1360.751000 0.141000
2454910.000000 1360.713000 0.147000
2454911.000000 1360.686000 0.145000
2454912.000000 1360.704000 0.147000
2454913.000000 1360.713000 0.141000
2454914.000000 1360.702000 0.145000
2454915.000000 1360.679000 0.141000
2454916.000000 1360.664000 0.146000
2454917.000000 1360.646000 0.151000
2454918.000000 1360.645000 0.151000
2454919.000000 1360.671000 0.149000
2454920.000000 1360.685000 0.144000
2454921.000000 1360.699000 0.144000
2454922.000000 1360.699000 0.136000
2454923.000000 1360.663000 0.141000
2454924.000000 1360.609000 0.141000
2454925.000000 1360.629000 0.146000
2454926.000000 1360.685000 0.154000
2454927.000000 1360.721000 0.152000
2454928.000000 1360.733000 0.151000
2454929.000000 1360.735000 0.155000
2454930.000000 1360.724000 0.168000
2454931.000000 1360.704000 0.173000
2454932.000000 1360.681000 0.165000
2454933.000000 1360.649000 0.152000
2454934.000000 1360.657000 0.148000
2454935.000000 1360.689000 0.146000
2454936.000000 1360.706000 0.144000
2454937.000000 1360.705000 0.148000
2454938.000000 1360.695000 0.145000
2454939.000000 1360.685000 0.161000
2454940.000000 1360.666000 0.181000
2454941.000000 1360.662000 0.215000
2454942.000000 1360.654000 0.253000
2454943.000000 1360.662000 0.252000
2454944.000000 1360.679000 0.221000
2454945.000000 1360.681000 0.189000
2454946.000000 1360.661000 0.161000
2454947.000000 1360.636000 0.141000
2454948.000000 1360.639000 0.156000
2454949.000000 1360.636000 0.173000
2454950.000000 1360.666000 0.165000
2454951.000000 1360.702000 0.146000
2454952.000000 1360.717000 0.145000
2454953.000000 1360.712000 0.158000
2454954.000000 1360.723000 0.171000
2454955.000000 1360.786000 0.184000
2454956.000000 1360.833000 0.191000
2454957.000000 1360.812000 0.201000
2454958.000000 1360.776000 0.205000
2454959.000000 1360.787000 0.178000
2454960.000000 1360.813000 0.144000
2454961.000000 1360.832000 0.134000
2454962.000000 1360.843000 0.141000
2454963.000000 1360.848000 0.141000
2454964.000000 1360.845000 0.141000
2454965.000000 1360.838000 0.134000
2454966.000000 1360.838000 0.137000
2454967.000000 1360.831000 0.134000
2454968.000000 1360.818000 0.139000
2454969.000000 1360.799000 0.142000
2454970.000000 1360.773000 0.143000
2454971.000000 1360.741000 0.146000
2454972.000000 1360.711000 0.142000
2454973.000000 1360.719000 0.145000
2454974.000000 1360.725000 0.139000
2454975.000000 1360.756000 0.141000
2454976.000000 1360.784000 0.134000
2454977.000000 1360.759000 0.137000
2454978.000000 1360.694000 0.139000
2454979.000000 1360.659000 0.136000
2454980.000000 1360.674000 0.137000
2454981.000000 1360.681000 0.133000
2454982.000000 1360.681000 0.138000
2454983.000000 1360.673000 0.132000
2454984.000000 1360.696000 0.138000
2454985.000000 1360.719000 0.137000
2454986.000000 1360.753000 0.141000
2454987.000000 1360.793000 0.141000
2454988.000000 1360.811000 0.137000
2454989.000000 1360.799000 0.141000
2454990.000000 1360.784000 0.134000
2454991.000000 1360.791000 0.139000
2454992.000000 1360.793000 0.134000
2454993.000000 1360.776000 0.138000
2454994.000000 1360.749000 0.135000
2454995.000000 1360.745000 0.135000
2454996.000000 1360.761000 0.136000
2454997.000000 1360.765000 0.132000
2454998.000000 1360.755000 0.137000
2454999.000000 1360.736000 0.132000
2455000.000000 1360.713000 0.138000
2455001.000000 1360.687000 0.137000
2455002.000000 1360.689000 0.143000
2455003.000000 1360.686000 0.141000
2455004.000000 1360.684000 0.137000
2455005.000000 1360.681000 0.137000
2455006.000000 1360.681000 0.132000
2455007.000000 1360.706000 0.138000
2455008.000000 1360.723000 0.136000
2455009.000000 1360.742000 0.141000
2455010.000000 1360.753000 0.136000
2455011.000000 1360.751000 0.138000
2455012.000000 1360.734000 0.135000
2455013.000000 1360.722000 0.135000
2455014.000000 1360.716000 0.141000
2455015.000000 1360.699000 0.141000
2455016.000000 1360.663000 0.144000
2455017.000000 1360.623000 0.137000
2455018.000000 1360.632000 0.141000
2455019.000000 1360.642000 0.134000
2455020.000000 1360.671000 0.137000
2455021.000000 1360.703000 0.136000
2455022.000000 1360.711000 0.135000
2455023.000000 1360.687000 0.136000
2455024.000000 nan nan
2455025.000000 nan nan
2455026.000000 1360.681000 0.171000
2455027.000000 1360.685000 0.178000
2455028.000000 1360.683000 0.177000
2455029.000000 1360.681000 0.181000
2455030.000000 1360.671000 0.194000
2455031.000000 1360.667000 0.202000
2455032.000000 1360.677000 0.189000
2455033.000000 1360.682000 0.169000
2455034.000000 1360.705000 0.152000
2455035.000000 1360.719000 0.153000
2455036.000000 1360.719000 0.166000
2455037.000000 1360.711000 0.173000
2455038.000000 1360.725000 0.158000
2455039.000000 1360.754000 0.142000
2455040.000000 1360.776000 0.141000
2455041.000000 1360.793000 0.141000
2455042.000000 1360.799000 0.133000
2455043.000000 1360.771000 0.145000
2455044.000000 1360.739000 0.155000
2455045.000000 1360.762000 0.158000
2455046.000000 1360.799000 0.149000
2455047.000000 1360.821000 0.144000
2455048.000000 1360.826000 0.143000
2455049.000000 1360.818000 0.141000
2455050.000000 1360.782000 0.147000
2455051.000000 1360.741000 0.143000
2455052.000000 1360.713000 0.143000
2455053.000000 1360.681000 0.135000
2455054.000000 1360.695000 0.139000
2455055.000000 1360.719000 0.136000
2455056.000000 1360.719000 0.136000
2455057.000000 1360.694000 0.137000
2455058.000000 1360.679000 0.133000
2455059.000000 1360.701000 0.137000
2455060.000000 1360.714000 0.131000
2455061.000000 1360.729000 0.144000
2455062.000000 1360.734000 0.164000
2455063.000000 1360.746000 0.171000
2455064.000000 1360.756000 0.163000
2455065.000000 1360.751000 0.164000
2455066.000000 1360.727000 0.181000
2455067.000000 1360.716000 0.191000
2455068.000000 1360.759000 0.201000
2455069.000000 1360.793000 0.204000
2455070.000000 1360.804000 0.208000
2455071.000000 1360.805000 0.207000
2455072.000000 1360.792000 0.195000
2455073.000000 1360.767000 0.175000
2455074.000000 1360.759000 0.153000
2455075.000000 1360.777000 0.139000
2455076.000000 1360.779000 0.136000
2455077.000000 1360.746000 0.139000
2455078.000000 1360.707000 0.132000
2455079.000000 1360.704000 0.137000
2455080.000000 1360.701000 0.133000
2455081.000000 1360.699000 0.136000
2455082.000000 1360.692000 0.139000
2455083.000000 1360.691000 0.141000
2455084.000000 1360.702000 0.145000
2455085.000000 1360.702000 0.142000
2455086.000000 1360.686000 0.148000
2455087.000000 1360.662000 0.145000
2455088.000000 1360.679000 0.148000
2455089.000000 1360.699000 0.143000
2455090.000000 1360.709000 0.141000
2455091.000000 1360.711000 0.143000
2455092.000000 1360.717000 0.145000
2455093.000000 1360.744000 0.151000
2455094.000000 1360.761000 0.143000
2455095.000000 1360.765000 0.141000
2455096.000000 1360.761000 0.137000
2455097.000000 1360.769000 0.149000
2455098.000000 1360.773000 0.158000
2455099.000000 1360.797000 0.161000
2455100.000000 1360.833000 0.154000
2455101.000000 1360.864000 0.149000
2455102.000000 1360.892000 0.153000
2455103.000000 1360.911000 0.148000
2455104.000000 1360.902000 0.153000
2455105.000000 1360.884000 0.149000
2455106.000000 1360.806000 0.164000
2455107.000000 1360.701000 0.184000
2455108.000000 1360.652000 0.182000
2455109.000000 1360.661000 0.161000
2455110.000000 1360.664000 0.144000
2455111.000000 1360.673000 0.141000
2455112.000000 1360.675000 0.134000
2455113.000000 1360.701000 0.138000
2455114.000000 1360.721000 0.132000
2455115.000000 1360.745000 0.136000
2455116.000000 1360.765000 0.134000
2455117.000000 1360.779000 0.133000
2455118.000000 1360.789000 0.136000
2455119.000000 1360.789000 0.132000
2455120.000000 1360.782000 0.137000
2455121.000000 1360.774000 0.133000
2455122.000000 1360.818000 0.138000
2455123.000000 1360.866000 0.134000
2455124.000000 1360.893000 0.137000
2455125.000000 1360.908000 0.137000
2455126.000000 1360.916000 0.136000
2455127.000000 1360.918000 0.138000
2455128.000000 1360.905000 0.132000
2455129.000000 1360.848000 0.137000
2455130.000000 1360.791000 0.133000
2455131.000000 1360.795000 0.137000
2455132.000000 1360.808000 0.134000
2455133.000000 1360.828000 0.136000
2455134.000000 1360.845000 0.139000
2455135.000000 1360.854000 0.141000
2455136.000000 1360.851000 0.139000
2455137.000000 1360.841000 0.136000
2455138.000000 1360.834000 0.141000
2455139.000000 1360.821000 0.135000
2455140.000000 1360.821000 0.141000
2455141.000000 1360.818000 0.139000
2455142.000000 1360.804000 0.141000
2455143.000000 1360.779000 0.138000
2455144.000000 1360.769000 0.134000
2455145.000000 1360.794000 0.138000
2455146.000000 1360.812000 0.134000
2455147.000000 1360.823000 0.139000
2455148.000000 1360.831000 0.134000
2455149.000000 1360.903000 0.142000
2455150.000000 1360.992000 0.145000
2455151.000000 1361.015000 0.152000
2455152.000000 1360.988000 0.159000
2455153.000000 1360.961000 0.157000
2455154.000000 1360.939000 0.152000
2455155.000000 1360.921000 0.141000
2455156.000000 1360.941000 0.142000
2455157.000000 1360.961000 0.135000
2455158.000000 1360.958000 0.141000
2455159.000000 1360.942000 0.141000
2455160.000000 1360.909000 0.139000
2455161.000000 1360.859000 0.138000
2455162.000000 1360.816000 0.132000
2455163.000000 1360.804000 0.137000
2455164.000000 1360.791000 0.131000
2455165.000000 1360.796000 0.137000
2455166.000000 1360.799000 0.136000
2455167.000000 1360.787000 0.147000
2455168.000000 1360.764000 0.157000
2455169.000000 1360.747000 0.159000
2455170.000000 1360.739000 0.154000
2455171.000000 1360.729000 0.151000
2455172.000000 1360.745000 0.171000
2455173.000000 1360.755000 0.182000
2455174.000000 1360.785000 0.171000
2455175.000000 1360.811000 0.154000
2455176.000000 1360.841000 0.147000
2455177.000000 1360.871000 0.139000
2455178.000000 1360.872000 0.137000
2455179.000000 1360.839000 0.142000
2455180.000000 1360.801000 0.139000
2455181.000000 1360.761000 0.139000
2455182.000000 1360.723000 0.142000
2455183.000000 1360.804000 0.151000
2455184.000000 1360.908000 0.148000
2455185.000000 1360.945000 0.147000
2455186.000000 1360.939000 0.149000
2455187.000000 1360.938000 0.153000
2455188.000000 1360.946000 0.163000
2455189.000000 1360.944000 0.167000
2455190.000000 1360.912000 0.161000
2455191.000000 1360.873000 0.147000
2455192.000000 1360.839000 0.141000
2455193.000000 1360.799000 0.137000
2455194.000000 1360.759000 0.146000
2455195.000000 1360.711000 0.152000
2455196.000000 1360.689000 0.151000
2455197.000000 1360.726000 0.145000
2455198.000000 1360.759000 0.135000
2455199.000000 1360.799000 0.139000
2455200.000000 1360.832000 0.133000
2455201.000000 1360.841000 0.139000
2455202.000000 1360.838000 0.141000
2455203.000000 1360.874000 0.141000
2455204.000000 1360.942000 0.138000
2455205.000000 1360.981000 0.133000
2455206.000000 1360.958000 0.137000
2455207.000000 1360.925000 0.131000
2455208.000000 1360.865000 0.141000
2455209.000000 1360.802000 0.147000
2455210.000000 1360.871000 0.153000
2455211.000000 1360.988000 0.151000
2455212.000000 1361.045000 0.143000
2455213.000000 1361.051000 0.138000
2455214.000000 1361.029000 0.135000
2455215.000000 1360.954000 0.144000
2455216.000000 1360.884000 0.145000
2455217.000000 1360.883000 0.154000
2455218.000000 1360.889000 0.155000
2455219.000000 1360.898000 0.151000
2455220.000000 1360.902000 0.139000
2455221.000000 1360.902000 0.137000
2455222.000000 1360.898000 0.144000
2455223.000000 1360.894000 0.146000
2455224.000000 1360.904000 0.161000
2455225.000000 1360.908000 0.169000
2455226.000000 1360.889000 0.169000
2455227.000000 1360.862000 0.159000
2455228.000000 1360.875000 0.159000
2455229.000000 1360.905000 0.157000
2455230.000000 1360.932000 0.154000
2455231.000000 1360.958000 0.154000
2455232.000000 1360.958000 0.148000
2455233.000000 1360.886000 0.153000
2455234.000000 1360.818000 0.148000
2455235.000000 1360.881000 0.147000
2455236.000000 1360.972000 0.141000
2455237.000000 1361.033000 0.141000
2455238.000000 1361.078000 0.137000
2455239.000000 1361.115000 0.133000
2455240.000000 1361.145000 0.137000
2455241.000000 1361.165000 0.133000
2455242.000000 1361.142000 0.139000
2455243.000000 1361.115000 0.133000
2455244.000000 1361.084000 0.138000
2455245.000000 1361.051000 0.135000
2455246.000000 1361.041000 0.137000
2455247.000000 1361.048000 0.142000
2455248.000000 1361.061000 0.143000
2455249.000000 1361.089000 0.146000
2455250.000000 1361.105000 0.141000
2455251.000000 1361.074000 0.146000
2455252.000000 1361.035000 0.142000
2455253.000000 1360.998000 0.145000
2455254.000000 1360.958000 0.141000
2455255.000000 1360.918000 0.144000
2455256.000000 1360.875000 0.147000
2455257.000000 1360.868000 0.147000
2455258.000000 1360.943000 0.154000
2455259.000000 1361.003000 0.151000
2455260.000000 1360.981000 0.149000
2455261.000000 1360.943000 0.138000
2455262.000000 1360.948000 0.141000
2455263.000000 1360.966000 0.137000
2455264.000000 1360.994000 0.137000
2455265.000000 1361.034000 0.141000
2455266.000000 1361.031000 0.138000
2455267.000000 1360.923000 0.142000
2455268.000000 1360.826000 0.139000
2455269.000000 1360.853000 0.151000
2455270.000000 1360.898000 0.157000
2455271.000000 1360.971000 0.166000
2455272.000000 1361.054000 0.168000
2455273.000000 1361.092000 0.159000
2455274.000000 1361.083000 0.148000
2455275.000000 1361.071000 0.147000
2455276.000000 1361.052000 0.152000
2455277.000000 1361.031000 0.151000
2455278.000000 1361.002000 0.146000
2455279.000000 1360.968000 0.135000
2455280.000000 1360.848000 0.138000
2455281.000000 1360.676000 0.141000
2455282.000000 1360.565000 0.144000
2455283.000000 1360.539000 0.158000
2455284.000000 1360.533000 0.165000
2455285.000000 1360.631000 0.166000
2455286.000000 1360.723000 0.158000
2455287.000000 1360.795000 0.162000
2455288.000000 1360.855000 0.161000
2455289.000000 1360.911000 0.154000
2455290.000000 1360.961000 0.148000
2455291.000000 1360.991000 0.145000
2455292.000000 1360.994000 0.143000
2455293.000000 1360.999000 0.135000
2455294.000000 1361.024000 0.141000
2455295.000000 1361.043000 0.137000
2455296.000000 1361.003000 0.139000
2455297.000000 1360.944000 0.134000
2455298.000000 1360.914000 0.136000
2455299.000000 1360.902000 0.138000
2455300.000000 1360.901000 0.136000
2455301.000000 1360.923000 0.138000
2455302.000000 1360.935000 0.132000
2455303.000000 1360.913000 0.137000
2455304.000000 1360.886000 0.132000
2455305.000000 1360.915000 0.138000
2455306.000000 1360.959000 0.138000
2455307.000000 1360.968000 0.141000
2455308.000000 1360.948000 0.145000
2455309.000000 1360.936000 0.145000
2455310.000000 1360.942000 0.151000
2455311.000000 1360.949000 0.146000
2455312.000000 1360.976000 0.152000
2455313.000000 1361.001000 0.151000
2455314.000000 1361.013000 0.151000
2455315.000000 1361.018000 0.145000
2455316.000000 1361.001000 0.147000
2455317.000000 1360.961000 0.157000
2455318.000000 1360.945000 0.159000
2455319.000000 1360.993000 0.155000
2455320.000000 1361.035000 0.144000
2455321.000000 1361.038000 0.151000
2455322.000000 1361.031000 0.153000
2455323.000000 1361.003000 0.161000
2455324.000000 1360.965000 0.165000
2455325.000000 1360.926000 0.169000
2455326.000000 1360.888000 0.173000
2455327.000000 1360.849000 0.173000
2455328.000000 1360.818000 0.173000
2455329.000000 1360.787000 0.163000
2455330.000000 1360.793000 0.144000
2455331.000000 1360.799000 0.135000
2455332.000000 1360.815000 0.148000
2455333.000000 1360.833000 0.161000
2455334.000000 1360.844000 0.166000
2455335.000000 1360.851000 0.158000
2455336.000000 1360.848000 0.147000
2455337.000000 1360.833000 0.149000
2455338.000000 1360.814000 0.145000
2455339.000000 1360.814000 0.151000
2455340.000000 1360.814000 0.149000
2455341.000000 1360.871000 0.153000
2455342.000000 1360.958000 0.154000
2455343.000000 1361.011000 0.148000
2455344.000000 1361.012000 0.141000
2455345.000000 1361.006000 0.132000
2455346.000000 1360.984000 0.141000
2455347.000000 1360.956000 0.143000
2455348.000000 1360.915000 0.144000
2455349.000000 1360.866000 0.136000
2455350.000000 1360.856000 0.137000
2455351.000000 1360.871000 0.138000
2455352.000000 1360.872000 0.134000
2455353.000000 1360.853000 0.142000
2455354.000000 1360.829000 0.149000
2455355.000000 1360.805000 0.145000
2455356.000000 1360.781000 0.148000
2455357.000000 1360.811000 0.154000
2455358.000000 1360.859000 0.151000
2455359.000000 1360.882000 0.146000
2455360.000000 1360.883000 0.142000
2455361.000000 1360.879000 0.137000
2455362.000000 1360.871000 0.141000
2455363.000000 1360.859000 0.136000
2455364.000000 1360.871000 0.138000
2455365.000000 1360.878000 0.136000
2455366.000000 1360.869000 0.142000
2455367.000000 1360.848000 0.141000
2455368.000000 1360.878000 0.141000
2455369.000000 1360.959000 0.141000
2455370.000000 1361.011000 0.136000
2455371.000000 1360.994000 0.141000
2455372.000000 1360.973000 0.135000
2455373.000000 1360.956000 0.141000
2455374.000000 1360.936000 0.135000
2455375.000000 1360.924000 0.141000
2455376.000000 1360.913000 0.144000
2455377.000000 1360.898000 0.148000
2455378.000000 1360.878000 0.156000
2455379.000000 1360.855000 0.156000
2455380.000000 1360.841000 0.148000
2455381.000000 1360.823000 0.135000
2455382.000000 1360.822000 0.151000
2455383.000000 1360.821000 0.169000
2455384.000000 1360.851000 0.162000
2455385.000000 1360.894000 0.142000
2455386.000000 1360.918000 0.135000
2455387.000000 1360.914000 0.138000
2455388.000000 1360.906000 0.134000
2455389.000000 1360.895000 0.149000
2455390.000000 1360.881000 0.164000
2455391.000000 1360.885000 0.161000
2455392.000000 1360.889000 0.144000
2455393.000000 1360.933000 0.137000
2455394.000000 1360.998000 0.141000
2455395.000000 1361.045000 0.161000
2455396.000000 1361.062000 0.206000
2455397.000000 1361.061000 0.242000
2455398.000000 1360.981000 0.221000
2455399.000000 1360.899000 0.188000
2455400.000000 1360.899000 0.147000
2455401.000000 1360.919000 0.151000
2455402.000000 1360.988000 0.153000
2455403.000000 1361.093000 0.138000
2455404.000000 1361.173000 0.135000
2455405.000000 1361.207000 0.147000
2455406.000000 1361.219000 0.155000
2455407.000000 1361.118000 0.151000
2455408.000000 1361.004000 0.138000
2455409.000000 1360.885000 0.141000
2455410.000000 1360.761000 0.139000
2455411.000000 1360.741000 0.148000
2455412.000000 1360.835000 0.181000
2455413.000000 1360.904000 0.201000
2455414.000000 1360.924000 0.191000
2455415.000000 1360.931000 0.182000
2455416.000000 1360.901000 0.207000
2455417.000000 1360.863000 0.234000
2455418.000000 1360.901000 0.218000
2455419.000000 1360.963000 0.185000
2455420.000000 1361.011000 0.168000
2455421.000000 1361.045000 0.162000
2455422.000000 1361.071000 0.156000
2455423.000000 1361.079000 0.167000
2455424.000000 1361.086000 0.172000
2455425.000000 1361.098000 0.186000
2455426.000000 1361.111000 0.198000
2455427.000000 1361.093000 0.241000
2455428.000000 1361.064000 0.296000
2455429.000000 nan nan
2455430.000000 1361.049000 0.341000
2455431.000000 1361.045000 0.348000
2455432.000000 1361.046000 0.312000
2455433.000000 1361.038000 0.277000
2455434.000000 1360.951000 0.263000
2455435.000000 1360.844000 0.252000
2455436.000000 1360.801000 0.242000
2455437.000000 1360.789000 0.231000
2455438.000000 1360.811000 0.215000
2455439.000000 1360.888000 0.199000
2455440.000000 1360.956000 0.185000
2455441.000000 1361.003000 0.194000
2455442.000000 1361.044000 0.199000
2455443.000000 1361.058000 0.189000
2455444.000000 1361.063000 0.173000
2455445.000000 1361.058000 0.162000
2455446.000000 1361.044000 0.151000
2455447.000000 1361.036000 0.143000
2455448.000000 1361.039000 0.143000
2455449.000000 1361.049000 0.136000
2455450.000000 1361.097000 0.148000
2455451.000000 1361.145000 0.154000
2455452.000000 1361.137000 0.161000
2455453.000000 1361.113000 0.158000
2455454.000000 1361.085000 0.153000
2455455.000000 1361.051000 0.144000
2455456.000000 1361.031000 0.136000
2455457.000000 1361.041000 0.138000
2455458.000000 1361.046000 0.132000
2455459.000000 1361.041000 0.137000
2455460.000000 1361.029000 0.134000
2455461.000000 1360.968000 0.137000
2455462.000000 1360.884000 0.133000
2455463.000000 1360.814000 0.134000
2455464.000000 1360.752000 0.136000
2455465.000000 1360.705000 0.132000
2455466.000000 1360.702000 0.138000
2455467.000000 1360.706000 0.134000
2455468.000000 1360.781000 0.139000
2455469.000000 1360.859000 0.135000
2455470.000000 1360.929000 0.141000
2455471.000000 1360.994000 0.141000
2455472.000000 1361.012000 0.141000
2455473.000000 1360.982000 0.141000
2455474.000000 1360.951000 0.139000
2455475.000000 1360.918000 0.149000
2455476.000000 1360.891000 0.153000
2455477.000000 1360.906000 0.168000
2455478.000000 1360.928000 0.178000
2455479.000000 1360.958000 0.179000
2455480.000000 1360.993000 0.171000
2455481.000000 1361.018000 0.159000
2455482.000000 1361.032000 0.151000
2455483.000000 1361.038000 0.141000
2455484.000000 1361.023000 0.151000
2455485.000000 1361.008000 0.152000
2455486.000000 1361.006000 0.159000
2455487.000000 1361.004000 0.158000
2455488.000000 1360.994000 0.163000
2455489.000000 1360.978000 0.164000
2455490.000000 1360.971000 0.161000
2455491.000000 1360.978000 0.153000
2455492.000000 1360.965000 0.142000
2455493.000000 1360.898000 0.142000
2455494.000000 1360.821000 0.134000
2455495.000000 1360.769000 0.139000
2455496.000000 1360.715000 0.136000
2455497.000000 1360.726000 0.139000
2455498.000000 1360.774000 0.138000
2455499.000000 1360.821000 0.135000
2455500.000000 1360.874000 0.137000
2455501.000000 1360.911000 0.131000
2455502.000000 1360.896000 0.137000
2455503.000000 1360.878000 0.133000
2455504.000000 1360.935000 0.137000
2455505.000000 1361.011000 0.134000
2455506.000000 1361.081000 0.136000
2455507.000000 1361.144000 0.138000
2455508.000000 1361.177000 0.136000
2455509.000000 1361.147000 0.138000
2455510.000000 1361.117000 0.132000
2455511.000000 1361.088000 0.138000
2455512.000000 1361.058000 0.133000
2455513.000000 1361.034000 0.138000
2455514.000000 1361.011000 0.135000
2455515.000000 1361.001000 0.135000
2455516.000000 1361.001000 0.137000
2455517.000000 1361.005000 0.135000
2455518.000000 1361.025000 0.137000
2455519.000000 1361.039000 0.133000
2455520.000000 1361.031000 0.138000
2455521.000000 1361.019000 0.133000
2455522.000000 1361.029000 0.136000
2455523.000000 1361.048000 0.135000
2455524.000000 1361.054000 0.136000
2455525.000000 1361.052000 0.142000
2455526.000000 1361.028000 0.143000
2455527.000000 1360.946000 0.151000
2455528.000000 1360.864000 0.148000
2455529.000000 1360.808000 0.146000
2455530.000000 1360.753000 0.136000
2455531.000000 1360.808000 0.138000
2455532.000000 1360.909000 0.138000
2455533.000000 1360.948000 0.138000
2455534.000000 1360.912000 0.141000
2455535.000000 1360.863000 0.135000
2455536.000000 1360.784000 0.143000
2455537.000000 1360.703000 0.142000
2455538.000000 1360.692000 0.145000
2455539.000000 1360.689000 0.139000
2455540.000000 1360.757000 0.141000
2455541.000000 1360.858000 0.141000
2455542.000000 1360.969000 0.142000
2455543.000000 1361.097000 0.154000
2455544.000000 1361.182000 0.159000
2455545.000000 1361.172000 0.161000
2455546.000000 1361.159000 0.155000
2455547.000000 1361.139000 0.164000
2455548.000000 1361.118000 0.169000
2455549.000000 1361.134000 0.181000
2455550.000000 1361.174000 0.192000
2455551.000000 1361.189000 0.198000
2455552.000000 1361.162000 0.199000
2455553.000000 1361.128000 0.198000
2455554.000000 1361.062000 0.211000
2455555.000000 1360.993000 0.217000
2455556.000000 1360.948000 0.213000
2455557.000000 1360.905000 0.203000
2455558.000000 1360.923000 0.195000
2455559.000000 1360.982000 0.187000
2455560.000000 1361.023000 0.177000
2455561.000000 1361.034000 0.171000
2455562.000000 1361.056000 0.156000
2455563.000000 nan nan
2455564.000000 nan nan
2455565.000000 nan nan
2455566.000000 nan nan
2455567.000000 nan nan
2455568.000000 1361.239000 0.156000
2455569.000000 1361.279000 0.167000
2455570.000000 1361.258000 0.164000
2455571.000000 1361.229000 0.156000
2455572.000000 1361.144000 0.165000
2455573.000000 1361.054000 0.171000
2455574.000000 1361.008000 0.166000
2455575.000000 1360.976000 0.154000
2455576.000000 1361.012000 0.151000
2455577.000000 1361.117000 0.153000
2455578.000000 1361.181000 0.148000
2455579.000000 1361.144000 0.148000
2455580.000000 1361.098000 0.142000
2455581.000000 1361.021000 0.152000
2455582.000000 1360.936000 0.157000
2455583.000000 1360.874000 0.163000
2455584.000000 1360.818000 0.163000
2455585.000000 1360.818000 0.155000
2455586.000000 1360.888000 0.144000
2455587.000000 1360.948000 0.133000
2455588.000000 1360.986000 0.139000
2455589.000000 1361.022000 0.141000
2455590.000000 1361.061000 0.154000
2455591.000000 1361.097000 0.161000
2455592.000000 1361.093000 0.169000
2455593.000000 1361.069000 0.172000
2455594.000000 1361.079000 0.178000
2455595.000000 1361.137000 0.196000
2455596.000000 1361.184000 0.197000
2455597.000000 1361.195000 0.164000
2455598.000000 1361.205000 0.135000
2455599.000000 1361.214000 0.138000
2455600.000000 1361.224000 0.135000
2455601.000000 1361.227000 0.163000
2455602.000000 1361.227000 0.241000
2455603.000000 1361.169000 0.295000
2455604.000000 1361.016000 0.294000
2455605.000000 1360.873000 0.281000
2455606.000000 1360.789000 0.229000
2455607.000000 1360.709000 0.178000
2455608.000000 1360.714000 0.157000
2455609.000000 1360.739000 0.143000
2455610.000000 1360.755000 0.139000
2455611.000000 1360.764000 0.139000
2455612.000000 1360.793000 0.144000
2455613.000000 1360.869000 0.152000
2455614.000000 1360.933000 0.151000
2455615.000000 1360.952000 0.153000
2455616.000000 1360.963000 0.145000
2455617.000000 1360.991000 0.146000
2455618.000000 1361.024000 0.142000
2455619.000000 1361.026000 0.143000
2455620.000000 1361.004000 0.147000
2455621.000000 1360.959000 0.143000
2455622.000000 1360.866000 0.139000
2455623.000000 1360.779000 0.132000
