# t_obs[JD] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2455001.000000 108.897476 0.281951 1455.003156 8.004123
2455002.000000 108.673138 0.306841 1432.945168 12.118439
2455003.000000 107.969165 0.359452 1405.350818 10.947016
2455004.000000 107.839010 0.291725 1399.329944 14.188199
2455005.000000 108.372567 0.431301 1473.766243 42.706644
2455006.000000 108.815521 0.385242 1470.625301 20.995083
2455007.000000 109.414514 0.378331 1493.044782 10.589908
2455008.000000 109.676260 0.372620 1497.474315 7.970543
2455009.000000 108.976595 0.446347 1469.407179 14.892495
2455010.000000 108.795386 0.305475 1467.363554 6.802052
2455011.000000 109.011106 0.237301 1462.904172 7.847471
2455012.000000 109.577711 0.388754 1502.568638 15.477285
2455013.000000 110.019922 0.268695 1517.729310 8.265557
2455014.000000 110.011886 0.315920 1531.892113 10.399138
2455015.000000 109.502823 0.457214 1498.553462 19.370278
2455016.000000 108.738440 0.331474 1481.135406 60.872291
2455017.000000 109.814578 0.446480 1915.583299 189.051359
2455018.000000 110.299757 0.363247 2062.102265 363.821132
2455019.000000 109.948822 0.300692 1842.986185 134.224910
2455020.000000 110.650295 0.448048 1842.041628 125.771630
2455021.000000 110.799765 0.355790 1931.423741 114.686964
2455022.000000 110.412146 0.346164 1759.973732 21.530645
2455023.000000 109.954004 0.685639 1723.038599 37.448543
2455024.000000 110.027991 0.334085 1707.010714 27.860646
2455025.000000 106.220571 8.163910 1354.463158 510.694623
2455026.000000 109.133261 0.435182 1453.001246 18.615117
2455027.000000 107.996671 0.405338 1402.724628 11.221395
2455028.000000 107.408408 0.363463 1388.334878 7.297044
2455029.000000 107.113979 0.274553 1391.973930 8.860450
2455030.000000 107.128433 0.460139 1386.818036 19.712134
2455031.000000 106.722714 0.378501 1357.414392 13.017557
2455032.000000 107.590988 0.330803 1379.838715 9.581946
2455033.000000 108.324782 0.341057 1393.170779 3.084515
2455034.000000 108.338380 0.286300 1397.746004 4.193821
2455035.000000 108.234281 0.357047 1405.256825 11.293348
2455036.000000 109.104130 0.364326 1450.628743 11.822696
2455037.000000 109.804317 0.327281 1485.600820 16.983376
2455038.000000 110.063125 0.314492 1542.491017 31.084081
2455039.000000 109.770985 0.336417 1527.723217 18.200809
2455040.000000 109.737475 0.362485 1544.318332 14.105546
2455041.000000 110.564968 0.274394 1584.249084 6.050678
2455042.000000 110.067814 0.271429 1577.026173 7.971552
2455043.000000 109.955587 0.427797 1572.568187 9.829753
2455044.000000 110.415542 0.433349 1559.218022 9.726515
2455045.000000 109.594363 0.407385 1551.533799 34.070955
2455046.000000 109.273612 0.297887 1511.767978 6.237181
2455047.000000 108.592553 0.408719 1484.937700 12.532943
2455048.000000 107.956090 0.407051 1463.802718 8.942488
2455049.000000 108.049162 0.286812 1448.171727 7.442493
2455050.000000 108.515440 0.276132 1464.095936 3.498349
2455051.000000 109.263089 0.364090 1478.310740 8.290066
2455052.000000 108.283814 0.325755 1448.015276 8.192783
2455053.000000 107.453769 0.301822 1398.608110 9.617120
2455054.000000 107.360688 0.287446 1380.543576 2.431678
2455055.000000 107.204634 0.344785 1362.869291 15.557525
2455056.000000 107.172437 0.371716 1354.137347 4.506313
2455057.000000 106.876893 0.332640 1354.408515 7.348271
2455058.000000 107.744106 0.363529 1378.818058 8.007540
2455059.000000 107.940757 0.279073 1382.869516 5.533441
2455060.000000 108.156031 0.288642 1382.304182 2.793730
2455061.000000 108.165757 0.392847 1375.729463 10.595218
2455062.000000 107.502796 0.404234 1345.211453 8.057855
2455063.000000 107.270377 0.314070 1336.198045 3.077156
2455064.000000 107.125229 0.316641 1349.958011 10.796182
2455065.000000 106.587043 0.269111 1339.919946 3.320843
2455066.000000 106.616441 0.333473 1350.658308 9.604272
2455067.000000 107.253730 0.389348 1385.691988 9.431457
2455068.000000 108.162323 0.406392 1419.166085 12.354736
2455069.000000 108.312714 0.291106 1438.160482 5.519789
2455070.000000 108.103289 0.333421 1433.639451 8.355019
2455071.000000 108.807508 0.322163 1444.760217 4.238576
2455072.000000 108.963561 0.393727 1444.886399 8.700556
2455073.000000 108.942530 0.329363 1444.394001 4.241260
2455074.000000 108.184263 0.423644 1431.268810 9.854378
2455075.000000 107.603350 0.365020 1424.273620 14.354105
2455076.000000 109.030248 0.436654 1457.804020 8.385743
2455077.000000 109.699557 0.286108 1474.282172 12.301826
2455078.000000 109.195332 0.378571 1439.871211 13.629753
2455079.000000 108.461423 0.297217 1415.946515 5.508928
2455080.000000 108.448250 0.385454 1409.592765 7.173889
2455081.000000 108.753484 0.329695 1419.047657 4.291101
2455082.000000 108.572250 0.313443 1395.893305 4.728441
2455083.000000 108.681301 0.358699 1415.594270 41.838188
2455084.000000 108.866147 0.306535 1408.933441 14.107282
2455085.000000 108.679532 0.358914 1401.919108 11.295275
2455086.000000 108.400115 0.331252 1380.194141 6.721305
2455087.000000 108.055000 0.324320 1370.171270 4.889945
2455088.000000 107.856199 0.275892 1363.980189 6.182298
2455089.000000 108.178637 0.385044 1372.500277 11.650467
2455090.000000 108.043894 0.387084 1360.914915 4.645887
2455091.000000 108.105829 0.342956 1362.106563 3.312949
2455092.000000 108.274725 0.424527 1385.275474 14.560850
2455093.000000 108.814891 0.375863 1443.873247 41.411850
2455094.000000 110.162581 0.560573 1673.118139 108.387643
2455095.000000 111.318593 0.307838 1892.505597 33.209284
2455096.000000 112.038049 0.374664 1909.509832 34.961619
2455097.000000 112.586511 0.765008 2007.250125 108.565032
2455098.000000 114.429478 0.409277 2079.303354 77.745146
2455099.000000 114.295477 0.351270 1987.985054 63.846368
2455100.000000 113.622024 0.515042 1992.983258 441.903280
2455101.000000 113.800417 0.494607 1879.062705 21.013793
2455102.000000 113.680054 0.375265 1870.186600 27.622669
2455103.000000 114.117222 0.352228 1904.905745 34.629424
2455104.000000 114.219442 0.415054 1874.445672 20.856017
2455105.000000 114.286723 0.333041 1918.625638 70.469750
2455106.000000 113.750360 0.403623 1884.475867 183.266563
2455107.000000 114.486873 0.387886 1812.894791 23.711206
2455108.000000 113.793524 0.351674 1793.051180 18.400718
2455109.000000 112.981979 0.446563 1769.571814 38.952312
2455110.000000 111.390142 0.561648 1600.473865 66.777989
2455111.000000 109.470239 0.482894 1437.848534 25.059736
2455112.000000 108.796572 0.352475 1398.956004 6.256231
2455113.000000 108.603975 0.389301 1384.362703 4.060900
2455114.000000 109.100701 0.366991 1396.288974 11.542951
2455115.000000 109.997237 0.509729 1496.716661 31.760131
2455116.000000 110.826305 0.325311 1546.441867 13.997654
2455117.000000 111.028563 0.365790 1522.562961 25.586976
2455118.000000 110.732841 0.357831 1493.293366 7.482027
2455119.000000 111.499067 0.413371 1522.719698 9.327862
2455120.000000 110.896001 0.307085 1525.686195 11.884461
2455121.000000 110.966204 0.376714 1548.318290 22.676145
2455122.000000 111.815216 0.333535 1599.371569 33.686643
2455123.000000 111.386341 0.364510 1604.613321 12.476495
2455124.000000 112.269713 0.380927 1629.703164 9.937682
2455125.000000 112.909457 0.402513 1652.510732 14.112621
2455126.000000 113.216827 0.340629 1671.726073 10.958260
2455127.000000 113.254792 0.427558 1666.743883 7.283966
2455128.000000 114.201651 0.454084 1711.229268 28.438145
2455129.000000 114.955296 0.400278 1884.807298 170.177034
2455130.000000 115.193939 0.442924 2298.722680 406.642639
2455131.000000 116.137048 0.425780 2494.501946 408.356469
2455132.000000 116.660919 0.435808 2755.923290 620.694424
2455133.000000 115.691174 0.482977 2358.996492 192.227155
2455134.000000 115.015886 0.389743 2251.654122 57.595697
2455135.000000 114.433532 0.400251 2180.307079 92.424190
2455136.000000 113.718549 0.489230 2611.116491 307.470268
2455137.000000 112.157675 0.393272 2199.154477 319.151913
2455138.000000 111.823734 0.349091 1660.817585 68.393505
2455139.000000 111.691585 0.310139 1563.190402 11.850590
2455140.000000 111.522063 0.321898 1543.499575 3.909561
2455141.000000 110.596689 0.439003 1506.814754 14.608319
2455142.000000 110.299727 0.434837 1462.223298 9.917736
2455143.000000 110.180120 0.381607 1442.153366 10.234836
2455144.000000 110.313392 0.361924 1448.873257 16.216889
2455145.000000 111.307793 0.368218 1554.891051 22.248594
2455146.000000 112.191016 0.389338 1581.052829 10.225034
2455147.000000 112.975105 0.518939 1611.467272 20.983966
2455148.000000 114.201654 0.699849 1739.278629 81.237753
2455149.000000 116.376964 0.425998 2016.497445 56.056319
2455150.000000 116.959318 0.371078 2048.036377 27.418658
2455151.000000 116.906658 0.548078 2041.899003 32.064831
2455152.000000 118.130801 0.342706 2089.397793 28.465037
2455153.000000 118.979922 0.388127 2111.079899 36.867403
2455154.000000 118.542389 0.320193 2101.566911 41.467784
2455155.000000 119.569061 0.402850 2210.324966 40.027878
2455156.000000 119.773191 0.343902 2203.088046 29.183376
2455157.000000 119.458090 0.419055 2157.925106 18.254152
2455158.000000 120.079945 0.433448 2119.351055 20.541823
2455159.000000 120.107611 0.574234 2116.251660 30.885584
2455160.000000 118.236249 0.419144 2016.354072 40.370541
2455161.000000 117.201468 0.346359 1963.901412 19.832009
2455162.000000 117.074099 0.353221 1946.848534 12.132814
2455163.000000 115.937206 0.360632 1878.033066 23.984910
2455164.000000 115.062093 0.391160 1792.467029 33.261556
2455165.000000 113.463058 0.610006 1651.866061 40.658468
2455166.000000 112.771913 0.385563 1566.156539 12.016067
2455167.000000 112.427004 0.396345 1530.483155 12.152477
2455168.000000 111.629497 0.350751 1507.555286 8.994707
2455169.000000 111.287823 0.402391 1478.222762 5.477550
2455170.000000 110.867168 0.388648 1457.846844 7.454170
2455171.000000 110.780833 0.469350 1482.351655 44.683556
2455172.000000 111.449989 0.511370 1499.609258 9.301333
2455173.000000 110.948817 0.407302 1484.876560 6.328262
2455174.000000 111.437011 0.452518 1511.308637 18.455855
2455175.000000 113.212814 0.448997 1656.846442 77.415057
2455176.000000 114.348651 0.452665 1812.394653 238.954870
2455177.000000 114.922473 0.368748 1770.853937 24.596375
2455178.000000 115.307205 0.466710 1826.915294 31.753140
2455179.000000 116.058366 0.340353 1965.253051 132.946056
2455180.000000 117.200465 0.459421 2137.118981 156.491585
2455181.000000 118.106617 0.401217 2382.171899 136.121740
2455182.000000 119.482135 0.444135 3355.463120 979.790551
2455183.000000 120.169220 0.479038 3163.390383 278.347512
2455184.000000 121.164201 0.477082 2826.891767 407.593429
2455185.000000 121.095196 0.404523 2680.962089 172.367957
2455186.000000 122.585761 0.552786 2912.028117 149.275763
2455187.000000 124.271790 0.530724 3187.193869 369.078934
2455188.000000 125.426317 0.456483 3413.066850 504.539173
2455189.000000 124.725291 0.465928 2950.385498 494.676935
2455190.000000 123.353017 0.572847 2508.129322 63.815855
2455191.000000 121.814958 0.464740 2344.600751 93.285123
2455192.000000 119.542479 0.552764 2321.791195 153.478657
2455193.000000 118.167060 0.567512 2044.204943 166.592432
2455194.000000 117.087245 0.375344 1870.397426 25.961982
2455195.000000 116.579534 0.369297 1850.855847 48.843087
2455196.000000 115.987415 0.437933 1871.207813 114.949753
2455197.000000 115.454634 0.420922 2258.448958 136.338962
2455198.000000 115.442631 0.414963 2103.565047 87.271943
2455199.000000 116.103202 0.547016 2492.681554 677.237541
2455200.000000 116.382210 0.395633 2245.096517 337.625180
2455201.000000 117.564560 0.487037 2141.003155 91.649079
2455202.000000 119.587610 0.524986 2307.168569 78.053088
2455203.000000 120.275141 0.637784 2452.507562 92.213957
2455204.000000 120.833775 0.348465 2574.628274 90.554499
2455205.000000 120.633486 0.403776 2467.730008 58.530179
2455206.000000 120.499652 0.524054 2784.266806 341.677079
2455207.000000 121.375305 0.392926 2910.506853 219.079751
2455208.000000 122.128501 0.365881 3217.177526 320.375093
2455209.000000 122.561460 0.643144 3286.713666 342.824749
2455210.000000 122.430113 0.452786 2948.528876 83.460978
2455211.000000 121.827726 0.417273 3184.275057 419.020635
2455212.000000 121.280510 0.381701 3554.701109 658.633441
2455213.000000 121.670534 0.498669 3068.987182 98.612970
2455214.000000 122.035399 0.430980 3339.201821 513.189867
2455215.000000 123.400108 0.406098 4209.838579 1045.308131
2455216.000000 123.930876 1.182677 6205.223644 3131.103468
2455217.000000 123.446883 0.628513 6199.493491 2862.292006
2455218.000000 121.551590 0.599527 3591.392548 458.024379
2455219.000000 120.644898 0.499680 2848.506292 120.786026
2455220.000000 120.392856 0.489480 2826.606424 111.339423
2455221.000000 120.937236 0.406384 2900.264548 112.138527
2455222.000000 120.458068 0.369941 2653.601623 77.363801
2455223.000000 120.387899 0.361576 2637.073360 170.914984
2455224.000000 119.797299 0.472784 2590.455308 143.964170
2455225.000000 118.336663 0.454234 2469.960727 105.494581
2455226.000000 117.522577 0.520547 2121.250373 77.894599
2455227.000000 117.335751 0.501971 2118.433908 93.782097
2455228.000000 117.836568 0.348055 2218.980946 86.805362
2455229.000000 117.842207 0.436626 2277.103705 111.814906
2455230.000000 119.190208 0.328541 2345.456305 13.211641
2455231.000000 118.815079 0.540490 2361.632447 111.545818
2455232.000000 118.098636 0.387080 2186.867003 45.976876
2455233.000000 118.586876 0.557800 2341.297376 157.870454
2455234.000000 121.665955 0.898878 3983.503179 2131.604296
2455235.000000 122.934916 0.664904 4538.749698 2892.594300
2455236.000000 126.043476 1.012716 5545.054436 2210.111863
2455237.000000 126.969702 0.371272 3763.902269 554.666930
2455238.000000 127.816503 0.475785 4035.843177 399.265533
2455239.000000 129.319480 0.437297 3908.636611 306.091897
2455240.000000 132.731149 0.943985 5256.928801 1430.920588
2455241.000000 134.172061 0.646113 5322.252829 1130.516072
2455242.000000 134.961892 0.783681 4632.496594 857.226826
2455243.000000 134.733444 0.389051 4007.248848 429.512379
2455244.000000 133.807030 0.445853 3532.480192 107.942786
2455245.000000 133.575400 0.451991 3448.862386 67.834718
2455246.000000 132.119988 0.626357 3276.096598 63.051912
2455247.000000 131.106119 0.430053 3191.538337 129.139210
2455248.000000 129.878599 0.379513 3100.593535 52.633847
2455249.000000 129.002250 0.498082 2924.641385 77.759108
2455250.000000 128.431877 0.421350 3057.746622 148.227448
2455251.000000 128.752787 0.457959 3179.661722 103.884373
2455252.000000 128.060438 0.555012 3067.887561 84.210891
2455253.000000 126.715229 0.386587 2879.042889 73.972580
2455254.000000 125.398076 0.419314 2621.605203 71.296643
2455255.000000 123.873928 0.442931 2498.583304 31.089151
2455256.000000 122.911406 0.418964 2416.559904 42.004003
2455257.000000 121.247660 0.403893 2465.313504 366.403915
2455258.000000 121.737815 0.542331 2528.218135 264.813106
2455259.000000 122.519987 0.311937 2563.665704 118.861560
2455260.000000 122.269711 0.509936 2940.873700 230.870346
2455261.000000 121.991351 0.418019 2801.760055 114.733246
2455262.000000 121.168364 0.386069 2838.915331 328.743965
2455263.000000 121.146479 0.489873 2477.560708 135.659099
2455264.000000 120.245732 0.341954 2345.477354 32.171422
2455265.000000 121.432975 0.519003 2444.913496 37.800420
2455266.000000 123.250121 0.625537 2654.844188 141.103292
2455267.000000 125.561611 0.396993 2930.685932 139.885789
2455268.000000 126.588471 0.584750 3249.501049 492.805315
2455269.000000 127.910492 0.535293 3436.275205 343.200233
2455270.000000 128.631098 0.348347 3476.466663 427.746163
2455271.000000 129.028846 0.326379 3414.252515 203.353796
2455272.000000 128.913516 0.358047 3112.895296 58.999344
2455273.000000 129.645218 0.412376 3207.313174 83.491363
2455274.000000 130.231172 0.477661 3417.505771 262.456192
2455275.000000 130.825432 0.334454 3266.063681 41.464633
2455276.000000 129.297065 0.445269 3224.043658 183.120761
2455277.000000 129.192719 0.382205 3485.962839 328.782588
2455278.000000 127.940677 0.333212 3002.989600 95.831047
2455279.000000 126.518075 0.424174 3041.184764 225.833134
2455280.000000 125.595292 0.440430 3072.299664 67.278978
2455281.000000 126.038261 0.444508 3228.340632 211.926719
2455282.000000 125.469773 0.460262 3042.576503 168.526258
2455283.000000 124.691298 0.402047 3083.561654 313.879869
2455284.000000 122.794292 0.728483 2847.612653 149.244805
2455285.000000 120.379036 0.477892 2611.713954 106.024990
2455286.000000 119.354601 0.325063 2615.396747 56.616343
2455287.000000 119.656518 0.439986 2536.335936 31.831922
2455288.000000 119.584011 0.346378 2491.398771 25.983780
2455289.000000 118.838212 0.338161 2437.872825 21.008689
2455290.000000 119.675430 0.387031 2777.280793 418.892254
2455291.000000 120.424747 0.293502 2637.425907 37.643318
2455292.000000 120.878818 0.298697 2624.809933 38.823940
2455293.000000 120.911262 0.335979 2536.209700 85.538542
2455294.000000 120.852669 0.327158 2456.207792 18.072072
2455295.000000 120.943319 0.322169 2616.350387 228.220395
2455296.000000 120.952541 0.319254 2490.549860 92.176164
2455297.000000 120.955143 0.290140 2630.724690 72.155763
2455298.000000 119.947159 0.370684 2412.833115 27.746865
2455299.000000 119.839098 0.344970 2370.412784 66.058209
2455300.000000 118.750099 0.314036 2286.323434 59.009955
2455301.000000 118.740225 0.319297 2265.387080 11.881879
2455302.000000 118.626551 0.309395 2278.839466 23.084252
2455303.000000 119.287572 0.407243 2293.939715 25.346644
2455304.000000 119.287698 0.317091 2473.649632 96.429448
2455305.000000 119.703532 0.645786 2598.141643 71.030568
2455306.000000 120.576181 0.300870 2492.239751 29.676123
2455307.000000 120.730895 0.384496 2472.385840 16.050400
2455308.000000 121.875070 0.480568 2490.464565 15.882473
2455309.000000 121.911043 0.269959 2559.389293 23.615686
2455310.000000 121.178567 0.366172 2533.583216 20.527274
2455311.000000 120.297735 0.267299 2513.212908 34.311357
2455312.000000 120.937000 0.377897 2543.647063 25.957765
2455313.000000 122.274708 0.407302 2621.153044 30.286689
2455314.000000 122.515366 0.351924 2568.535725 37.522471
2455315.000000 122.341954 0.531913 2586.097948 29.189156
2455316.000000 123.677881 0.350847 2760.859401 56.914095
2455317.000000 124.132232 0.385214 2907.009474 190.144650
2455318.000000 124.879821 0.336085 2926.617907 354.195501
2455319.000000 125.996612 0.351685 3032.542644 86.818796
2455320.000000 125.801316 0.405284 3068.202632 57.423178
2455321.000000 125.562517 0.374909 3136.268210 419.245321
2455322.000000 125.576859 0.333752 3464.857220 856.719908
2455323.000000 125.165289 0.400774 3010.999754 110.533410
2455324.000000 124.372413 0.328776 3007.930364 405.981051
2455325.000000 123.759256 0.590965 3224.406279 770.607169
2455326.000000 121.725411 0.627478 2621.403102 112.303091
2455327.000000 118.998428 0.550632 2331.175643 57.458182
2455328.000000 117.487928 0.358063 2254.232019 69.128306
2455329.000000 116.170105 0.427493 2205.739421 95.006751
2455330.000000 114.783006 0.606525 2067.717123 58.455778
2455331.000000 114.045046 0.311926 2061.750030 17.467432
2455332.000000 114.191319 0.292253 2092.157754 5.013493
2455333.000000 113.572570 0.335270 2082.611558 4.833195
2455334.000000 113.606830 0.322011 2098.457531 11.995899
2455335.000000 112.913967 0.281847 2057.761779 17.849031
2455336.000000 112.844521 0.352993 2070.501356 16.305883
2455337.000000 113.090296 0.282494 2086.667946 17.386191
2455338.000000 113.757637 0.394418 2166.738555 58.729205
2455339.000000 114.832353 0.343525 2302.999878 76.652653
2455340.000000 115.560336 0.311594 2382.566275 148.001336
2455341.000000 115.608490 0.308457 2417.141572 86.023840
2455342.000000 116.544528 0.378122 2392.830098 61.728488
2455343.000000 117.359483 0.318991 2382.264454 19.943230
2455344.000000 117.914126 0.294859 2412.147384 39.664946
2455345.000000 117.916638 0.433669 2414.182187 28.976314
2455346.000000 118.429420 0.425264 2447.213194 24.931204
2455347.000000 117.848799 0.317885 2361.497605 54.942952
2455348.000000 117.480592 0.313000 2238.060052 28.626034
2455349.000000 117.504263 0.356810 2244.303791 23.576124
2455350.000000 116.948131 0.505345 2279.634266 30.354251
2455351.000000 116.116227 0.257003 2242.085626 48.550174
2455352.000000 115.420228 0.308470 2173.129357 40.848466
2455353.000000 114.332796 0.517244 2108.852945 29.310296
2455354.000000 112.676152 0.359634 2018.227253 36.124334
2455355.000000 112.470457 0.327880 2056.734803 60.934142
2455356.000000 113.612737 0.570221 2238.282549 82.420575
2455357.000000 114.370805 0.455716 2395.058616 159.239119
2455358.000000 114.520739 0.414317 2289.117301 60.026228
2455359.000000 116.128082 0.636733 2505.049352 135.861458
2455360.000000 118.865519 0.657398 3415.612141 1065.047124
2455361.000000 119.691645 0.362320 3536.149272 881.860558
2455362.000000 119.606678 0.452985 2784.904178 176.122593
2455363.000000 117.734505 0.427221 2443.960484 75.777120
2455364.000000 116.635693 0.276176 2250.965754 41.508925
2455365.000000 115.776221 0.374678 2203.923666 133.176360
2455366.000000 114.450401 0.381032 2075.742899 30.370860
2455367.000000 114.300236 0.346416 2050.924560 16.847815
2455368.000000 115.299734 0.506817 2193.386623 50.308760
2455369.000000 117.749922 0.401158 2329.510444 45.221323
2455370.000000 119.099072 0.427208 2414.764871 40.900911
2455371.000000 119.768224 0.365041 2502.438934 40.370319
2455372.000000 120.512845 0.454884 2506.755722 55.540659
2455373.000000 121.247403 0.311352 2582.626540 53.305589
2455374.000000 121.306972 0.369224 2559.123798 56.664760
2455375.000000 120.034081 0.365513 2462.655801 29.911620
2455376.000000 120.976135 0.292761 2489.018451 17.335905
2455377.000000 120.543484 0.321603 2456.328181 41.384836
2455378.000000 119.239710 0.316343 2363.352983 31.109279
2455379.000000 119.005922 0.451446 2341.613558 14.451452
2455380.000000 119.359157 0.320494 2304.159876 20.476056
2455381.000000 118.618976 0.286348 2263.312235 36.701414
2455382.000000 118.253684 0.283336 2196.226064 13.032098
2455383.000000 118.109247 0.308558 2272.521702 64.676733
2455384.000000 118.374230 0.495084 2415.926644 33.899881
2455385.000000 119.905770 0.507115 2652.561866 130.300085
2455386.000000 121.524359 0.404408 3076.491450 224.893490
2455387.000000 122.256485 0.377551 3747.036548 951.003787
2455388.000000 122.318605 0.328354 3689.179416 226.206700
2455389.000000 122.418944 0.362142 3471.883507 223.985089
2455390.000000 123.018994 0.542945 3154.583273 144.951156
2455391.000000 123.275619 0.402905 3148.268879 218.448499
2455392.000000 123.060388 0.339568 3471.790924 1068.956419
2455393.000000 122.830907 0.348278 2851.567140 136.139977
2455394.000000 123.198090 0.385789 2889.460158 90.209653
2455395.000000 124.094820 0.338223 3166.601497 611.364869
2455396.000000 124.965972 0.358526 3168.682376 75.940798
2455397.000000 125.857106 0.512376 3664.302495 325.301954
2455398.000000 126.664420 0.497907 4034.951183 471.171745
2455399.000000 127.441315 0.532149 4510.519252 227.743513
2455400.000000 127.607742 0.442136 4159.922963 297.480807
2455401.000000 126.766239 0.570449 3411.145977 139.292178
2455402.000000 126.334254 0.356840 3263.264054 144.294180
2455403.000000 126.532603 0.377990 3253.054089 107.623528
2455404.000000 128.485855 0.329704 3655.461984 100.919671
2455405.000000 128.399421 0.570148 3795.194047 218.309142
2455406.000000 127.771536 0.373625 3746.823736 390.399528
2455407.000000 127.496186 0.329629 3776.951499 237.628069
2455408.000000 127.299283 0.494503 4075.625014 301.607093
2455409.000000 127.024679 0.333876 3782.183645 214.523654
2455410.000000 126.843059 0.335568 3921.857297 273.041778
2455411.000000 127.243475 0.443868 3344.387443 77.350826
2455412.000000 128.616237 0.566061 3527.675083 133.086399
2455413.000000 128.214551 0.296726 3503.674914 74.717093
2455414.000000 127.593196 0.388176 3727.123809 431.684043
2455415.000000 128.417184 0.649424 3727.508875 270.110429
2455416.000000 128.933937 0.880224 4187.264003 2252.613082
2455417.000000 130.088451 0.419823 3589.909772 150.857477
2455418.000000 130.804365 0.485316 3460.908311 53.981205
2455419.000000 130.693428 0.466465 3596.069217 192.192620
2455420.000000 131.181546 0.343626 3483.232411 89.313914
2455421.000000 130.854676 0.408311 3335.065204 67.735913
2455422.000000 132.099442 0.518886 3489.501671 134.307112
2455423.000000 132.667981 0.549659 4348.509832 1093.317228
2455424.000000 132.240687 0.494474 4324.447798 544.017286
2455425.000000 130.958834 0.366358 3985.221510 223.321700
2455426.000000 130.700105 0.528620 4082.236154 385.654198
2455427.000000 127.962163 0.369761 4539.930313 1696.140854
2455428.000000 126.074188 0.633619 3006.856622 86.123044
2455429.000000 123.914893 0.451409 2826.424934 18.630585
2455430.000000 124.348836 0.361655 2761.139750 44.409426
2455431.000000 123.547534 0.381819 2642.399095 42.838785
2455432.000000 122.652126 0.373012 2599.634702 24.299680
2455433.000000 121.219751 0.380059 2512.705830 45.493777
2455434.000000 119.835339 0.336549 2466.487365 21.886954
2455435.000000 119.210818 0.395646 2571.889137 90.861067
2455436.000000 119.390689 0.300140 2747.840946 146.573985
2455437.000000 119.095993 0.305740 2437.520993 40.138194
2455438.000000 118.950107 0.351663 2433.916026 42.391265
2455439.000000 120.365869 0.396193 2664.169861 77.919548
2455440.000000 120.895191 0.357743 2650.230839 43.118752
2455441.000000 122.304464 0.568708 2689.878879 28.716794
2455442.000000 123.904935 0.455641 2748.215153 30.486498
2455443.000000 124.558394 0.343194 2923.329222 97.027997
2455444.000000 126.180120 0.708212 3375.663964 228.959528
2455445.000000 128.200827 0.315591 3533.163085 150.622119
2455446.000000 127.860348 0.378380 3486.744702 205.977930
2455447.000000 126.275523 0.472983 3182.955551 205.200470
2455448.000000 125.237394 0.369293 3105.715757 822.636514
2455449.000000 124.313562 0.358832 3340.260464 703.008330
2455450.000000 124.577022 0.333266 3484.964760 202.490152
2455451.000000 125.351348 0.490326 3616.097960 173.868468
2455452.000000 126.277604 0.309693 3419.874703 40.495976
2455453.000000 127.013699 0.358542 3413.267010 55.014549
2455454.000000 127.200121 0.395063 3570.353809 119.102487
2455455.000000 127.501337 0.344771 4029.518493 202.627193
2455456.000000 127.717479 0.574796 4115.580085 142.657451
2455457.000000 128.650777 0.472292 3886.721426 129.033204
2455458.000000 129.627536 0.338946 3829.747862 78.062303
2455459.000000 129.915132 0.354469 3751.731217 115.622576
2455460.000000 130.942458 0.518291 4130.900378 431.170079
2455461.000000 133.106735 0.445411 4904.432960 640.203795
2455462.000000 133.030673 0.404127 4227.527465 319.297488
2455463.000000 132.927982 0.422972 4085.686942 86.100715
2455464.000000 130.737122 0.697346 3893.073103 110.480324
2455465.000000 129.210926 0.411008 3803.096491 132.274572
2455466.000000 127.649680 0.448164 3646.902312 150.866211
2455467.000000 126.700936 0.261413 3438.829529 112.818678
2455468.000000 127.347938 0.354870 3659.010888 327.131533
2455469.000000 128.106757 0.364103 3796.091188 137.473446
2455470.000000 128.164641 0.443686 3935.329553 311.309034
2455471.000000 126.650307 0.470356 3489.262346 236.008328
2455472.000000 124.804879 0.306977 3158.458969 81.936499
2455473.000000 123.574163 0.471801 3024.940770 93.317415
2455474.000000 122.845037 0.432383 2846.610893 227.111572
2455475.000000 122.330216 0.382728 2722.654096 65.760881
2455476.000000 121.353190 0.347087 2600.133823 73.405894
2455477.000000 121.240223 0.543313 2664.629108 99.552845
2455478.000000 121.251318 0.399860 2701.241014 49.656523
2455479.000000 121.164893 0.366601 2766.344996 133.889014
2455480.000000 121.095937 0.329221 2750.517890 80.232333
2455481.000000 120.192248 0.510760 2712.565724 35.865256
2455482.000000 120.577708 0.414521 2744.706480 76.915198
2455483.000000 122.372974 0.346536 2966.373515 152.728040
2455484.000000 124.024460 0.481940 3098.786815 128.057567
2455485.000000 125.570640 0.575662 3226.985989 76.898434
2455486.000000 127.541415 0.432825 3670.213533 1184.554610
2455487.000000 127.393730 0.315785 3631.114158 268.544264
2455488.000000 128.712265 0.665684 4331.137820 945.542416
2455489.000000 130.236701 0.537213 4142.291504 395.252141
2455490.000000 129.459266 0.355692 3680.423114 169.157607
2455491.000000 128.355170 0.433525 3554.193452 106.184462
2455492.000000 127.571008 0.481016 3434.415805 232.912934
2455493.000000 126.575625 0.366475 3243.106360 195.839756
2455494.000000 125.149588 0.552114 3234.942780 179.358721
2455495.000000 123.871084 0.413868 3341.960296 410.391316
2455496.000000 123.107809 0.661486 3400.105882 379.375317
