# t_obs[JD] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2455497.000000 122.369835 0.366949 3106.872201 110.212188
2455498.000000 121.770103 0.472749 3037.483725 93.110234
2455499.000000 121.959387 0.542819 2924.080445 74.000973
2455500.000000 122.506639 0.388169 3164.423308 80.556191
2455501.000000 123.576646 0.460067 3107.047453 379.631237
2455502.000000 122.420226 0.408216 2915.224192 154.934731
2455503.000000 123.492470 0.665151 3119.069195 198.109453
2455504.000000 124.096487 0.468736 4395.057671 1332.365037
2455505.000000 125.263047 0.403990 4031.431320 558.689023
2455506.000000 126.163456 0.672240 5197.836064 2573.036458
2455507.000000 126.815441 1.015268 6682.851833 6315.060026
2455508.000000 127.015581 0.408639 3743.262340 761.845855
2455509.000000 127.333534 0.432228 3303.795367 42.360847
2455510.000000 128.633798 0.333679 3409.028918 108.588082
2455511.000000 129.428136 0.373661 3626.403259 258.854308
2455512.000000 129.791632 0.493411 3891.058969 749.096175
2455513.000000 130.440228 0.505163 3701.230432 464.031960
2455514.000000 131.752039 0.459243 3766.101727 251.015230
2455515.000000 131.673309 0.335813 3820.973338 185.691392
2455516.000000 132.642582 0.596259 4412.165331 396.644075
2455517.000000 131.524050 0.478850 4181.150001 119.463390
2455518.000000 131.455190 0.422053 4144.256830 164.198672
2455519.000000 129.539127 0.769986 3795.541512 114.733956
2455520.000000 127.579116 0.434439 3661.555895 72.804254
2455521.000000 125.859548 0.528931 3504.867848 97.561255
2455522.000000 124.077807 0.475161 3043.096220 138.842189
2455523.000000 122.272283 0.490747 2699.468081 54.618739
2455524.000000 122.705388 0.377613 2710.168147 47.902966
2455525.000000 122.325678 0.414820 2676.856553 56.127707
2455526.000000 123.257521 0.383154 2778.773206 149.127120
2455527.000000 123.708551 0.415917 2668.313028 32.141332
2455528.000000 123.172602 0.378317 2676.009136 58.874841
2455529.000000 124.152286 0.480050 2933.922787 104.293983
2455530.000000 125.174936 0.382348 3166.784146 100.462540
2455531.000000 125.612047 0.379066 3431.001385 148.185466
2455532.000000 125.223355 0.331514 3468.939009 193.881241
2455533.000000 125.645849 0.397362 3411.000024 73.254920
2455534.000000 126.714248 0.336828 3562.541679 66.354843
2455535.000000 126.787071 0.417530 3548.553662 79.334030
2455536.000000 127.094193 0.434271 3533.173663 125.613039
2455537.000000 125.800503 0.280141 3365.616141 108.938599
2455538.000000 126.207279 0.455050 3395.059268 201.802809
2455539.000000 125.033357 0.398372 3341.310087 131.943660
2455540.000000 124.977201 0.525190 3211.631126 45.542531
2455541.000000 126.412045 0.622390 3464.060692 156.682658
2455542.000000 128.013275 0.385574 3824.463032 68.618002
2455543.000000 129.170703 0.357546 4070.398417 250.062234
2455544.000000 129.343116 0.344950 3740.484940 82.700726
2455545.000000 129.453871 0.448602 4032.190059 898.712338
2455546.000000 129.824658 0.438914 3779.622695 565.828881
2455547.000000 128.976746 0.549350 3549.647423 277.970419
2455548.000000 127.236276 0.665630 3224.858428 186.971755
2455549.000000 125.304832 0.400005 2903.541508 140.405321
2455550.000000 124.409595 0.344768 2690.677705 48.914019
2455551.000000 123.440667 0.505552 2565.812878 50.936148
2455552.000000 122.953528 0.374738 2504.938924 20.616908
2455553.000000 123.539691 0.375017 2459.724025 10.222571
2455554.000000 123.659466 0.328152 2499.747580 33.545186
2455555.000000 123.081288 0.429522 2492.882794 39.414436
2455556.000000 122.858890 0.377020 2535.868225 32.796992
2455557.000000 123.136536 0.333842 2536.360552 35.603457
2455558.000000 123.387022 0.395415 2549.531349 63.368059
2455559.000000 123.465897 0.345806 2681.007123 46.892229
2455560.000000 124.187381 0.442439 2832.379101 79.657980
2455561.000000 124.471847 0.587452 2947.345048 20.376196
2455562.000000 126.239368 0.833619 3288.877984 222.512452
2455563.000000 128.176717 0.382305 3452.497341 130.941532
2455564.000000 128.530945 0.353674 3381.217871 130.996708
2455565.000000 127.842564 0.416754 3362.074150 239.135190
2455566.000000 127.220549 0.491216 3412.341072 176.994129
2455567.000000 126.415169 0.365582 3199.262733 47.265735
2455568.000000 126.910309 0.421176 3158.538801 45.042413
2455569.000000 127.277261 0.377729 3256.730124 87.260734
2455570.000000 126.635379 0.558015 3189.478481 43.390002
2455571.000000 125.613341 0.506429 3116.010294 33.513748
2455572.000000 125.117346 0.543501 3155.689950 128.767290
2455573.000000 124.646520 0.428040 3072.481045 84.471565
2455574.000000 122.759779 0.450282 2958.731917 66.390550
2455575.000000 121.916176 0.346720 2995.069687 128.602577
2455576.000000 121.516049 0.348977 3291.053591 533.190268
2455577.000000 121.883300 0.360902 3042.890363 140.394855
2455578.000000 121.935613 0.362696 2785.238970 51.042627
2455579.000000 122.311807 0.455088 2825.559843 112.215380
2455580.000000 123.042651 0.389746 2722.046854 105.632322
2455581.000000 123.058506 0.355134 2635.989479 43.967925
2455582.000000 123.173780 0.441710 2848.540219 132.117367
2455583.000000 124.376782 0.381437 3391.315606 536.763368
2455584.000000 124.645730 0.358278 3313.851808 476.052868
2455585.000000 123.603718 0.575237 2918.340276 115.390073
2455586.000000 121.883806 0.499567 2867.333209 388.556405
2455587.000000 120.729610 0.451806 2619.479667 36.042790
2455588.000000 121.619484 0.501224 2771.777272 93.586149
2455589.000000 122.352760 0.384226 3051.627497 313.031032
2455590.000000 122.607811 0.408291 3419.209494 1187.542832
2455591.000000 122.432538 0.392483 2925.844948 203.366878
2455592.000000 122.472187 0.470469 2772.587551 124.281286
2455593.000000 121.825464 0.515403 2714.055835 80.973403
2455594.000000 121.162919 0.383011 2630.723997 119.297600
2455595.000000 122.025855 0.354962 2629.996132 160.602966
2455596.000000 123.238241 0.422325 2588.505084 62.653961
2455597.000000 124.981297 0.361455 2797.607639 143.797961
2455598.000000 125.390491 0.426392 2718.919895 22.666638
2455599.000000 125.555698 0.371796 2722.348755 38.644018
2455600.000000 126.899707 0.391973 2904.200889 79.120443
2455601.000000 129.321341 0.930232 3511.739945 466.953287
2455602.000000 132.268859 0.422202 4047.249454 873.176504
2455603.000000 134.734834 0.918896 4549.586417 526.137061
2455604.000000 135.296133 0.381768 4178.488668 186.936371
2455605.000000 136.490372 0.532386 4317.418837 524.709467
2455606.000000 137.019844 0.717234 6225.229825 3476.548840
2455607.000000 137.258414 0.683845 6838.588263 2005.882307
2455608.000000 138.279912 1.431236 8350.470594 9974.019549
2455609.000000 136.208658 0.624322 6605.015159 1549.681453
2455610.000000 138.073534 0.453386 6184.865011 579.710317
2455611.000000 138.989933 0.973956 9105.997519 2619.269156
2455612.000000 135.804608 0.634914 6833.685139 1167.397116
2455613.000000 133.585765 0.815592 5269.366346 561.405677
2455614.000000 130.519547 0.539260 4971.793740 685.226396
2455615.000000 128.116925 0.955158 3984.555337 199.356535
2455616.000000 126.351366 0.419421 4198.319095 318.875214
2455617.000000 126.108343 0.517574 5328.413054 2970.674001
2455618.000000 126.216857 0.728228 4669.484712 249.179066
2455619.000000 126.712594 0.468924 4375.314793 439.853972
2455620.000000 126.454093 0.383532 3915.148955 346.094590
2455621.000000 127.020879 0.461205 4456.883092 1168.807873
2455622.000000 128.463578 0.624745 6512.186925 1802.954720
2455623.000000 129.511682 0.664467 5462.429656 194.983570
2455624.000000 133.092108 1.121265 5824.125968 835.992014
2455625.000000 137.546785 1.093326 6602.255515 498.807205
2455626.000000 141.973436 0.938944 7421.808488 665.029275
2455627.000000 146.342860 1.884200 10098.541780 1667.259089
2455628.000000 149.918648 1.207509 15480.705196 7305.150096
2455629.000000 150.873271 0.809304 15309.354620 5188.003064
2455630.000000 149.936982 1.165778 14688.305843 6902.019574
2455631.000000 149.217924 0.581182 9867.775625 1364.026568
2455632.000000 147.150592 0.775006 7870.364242 934.795284
2455633.000000 144.586469 0.787222 7357.944336 1296.507743
2455634.000000 142.396206 0.700089 6742.299578 845.982856
2455635.000000 138.764646 0.606023 6454.688979 1594.084115
2455636.000000 136.947215 0.441984 6177.289143 783.584251
2455637.000000 135.355654 0.721994 6322.446266 1751.594133
2455638.000000 132.519769 0.497746 5312.071548 1124.667737
2455639.000000 130.739813 0.318538 4036.293335 111.651642
2455640.000000 130.361939 0.397807 3844.268541 125.355875
2455641.000000 131.144873 0.586983 4516.900844 249.062250
2455642.000000 131.539780 0.507164 5420.212990 750.289162
2455643.000000 133.664702 0.709185 6132.062040 536.020839
2455644.000000 138.621625 1.336284 6076.331047 257.852722
2455645.000000 141.450044 0.835725 6303.673350 694.870255
2455646.000000 142.911576 0.625749 6810.839887 1053.676296
2455647.000000 144.673732 0.517759 7226.853193 785.681362
2455648.000000 147.393507 1.523287 6678.010951 490.623239
2455649.000000 150.576051 0.402718 6700.963259 335.355895
2455650.000000 151.910970 0.487542 7164.705948 518.376077
2455651.000000 152.723698 0.984882 6782.363806 413.533124
2455652.000000 154.745329 0.635945 6715.746219 445.905630
2455653.000000 155.860793 0.459857 6440.885463 553.329345
2455654.000000 156.532238 0.472136 6414.427841 254.850319
2455655.000000 157.875110 0.435573 7733.858106 478.958545
2455656.000000 158.538197 0.557969 7384.205938 415.136544
2455657.000000 158.855750 0.425186 6962.605894 217.483553
2455658.000000 157.744909 0.536109 7298.821281 739.036165
2455659.000000 157.278751 0.775701 7098.699238 440.181008
2455660.000000 154.299487 0.478932 6464.913725 145.825846
2455661.000000 151.274193 0.906348 6563.977198 391.645538
2455662.000000 148.263429 0.625084 5780.724035 175.676021
2455663.000000 145.148731 0.489458 6139.913520 383.213911
2455664.000000 145.561233 0.567452 6580.630020 342.472930
2455665.000000 146.867927 0.645672 7232.356762 415.232113
2455666.000000 147.036805 0.410480 7523.260528 676.401124
2455667.000000 148.001409 0.659448 8190.770832 1407.485644
2455668.000000 148.072033 0.519570 8132.328988 1123.297526
2455669.000000 145.889349 0.454421 6840.864830 250.075125
2455670.000000 144.523838 0.494916 6793.177896 480.041747
2455671.000000 143.973862 0.463192 6718.839972 124.497506
2455672.000000 144.737760 0.357705 6995.635155 258.459005
2455673.000000 145.402286 0.706880 7551.841494 976.832335
2455674.000000 146.025517 0.811134 9179.166768 2793.211403
2455675.000000 144.722638 0.418776 6650.641504 357.066582
2455676.000000 146.647110 0.462989 7116.109602 564.024431
2455677.000000 148.099966 0.525671 6661.670612 311.928103
2455678.000000 148.489855 0.419942 6198.338917 156.148826
2455679.000000 148.319131 0.380463 6418.523512 780.479470
2455680.000000 148.414745 0.416031 6245.168678 358.705985
2455681.000000 150.758999 0.638852 6553.688109 519.348229
2455682.000000 152.043912 0.397394 7247.639532 1065.076441
2455683.000000 152.384329 0.464133 6964.911930 665.822511
2455684.000000 152.214050 0.492513 6883.566385 275.939801
2455685.000000 152.602672 0.632649 6373.819027 346.597724
2455686.000000 150.631783 0.479792 6035.298111 297.192869
2455687.000000 149.103135 0.426419 5618.729738 115.691553
2455688.000000 146.973791 0.614034 5447.926545 159.933448
2455689.000000 145.667418 0.400802 5319.669448 83.723875
2455690.000000 146.398261 0.426413 5359.998395 150.880811
2455691.000000 146.591425 0.397236 6308.740858 1110.077366
2455692.000000 144.294662 0.426556 5299.633127 271.850543
2455693.000000 142.290356 0.445037 5023.954503 353.348293
2455694.000000 141.482223 0.419020 4839.937820 484.910092
2455695.000000 140.501079 0.431711 4518.322782 52.341611
2455696.000000 139.738386 0.476764 4394.786265 59.438907
2455697.000000 138.445887 0.382879 4778.905703 589.768554
2455698.000000 138.089576 0.447746 4691.417447 165.152246
2455699.000000 136.241311 0.489110 4588.312675 129.446536
2455700.000000 134.366283 0.542511 4790.103100 746.175779
2455701.000000 131.574732 0.525254 3983.049856 252.353948
2455702.000000 130.215057 0.331516 3611.652592 64.499678
2455703.000000 130.129020 0.467546 3561.902013 42.307228
2455704.000000 131.584216 0.387617 3716.028950 78.996476
2455705.000000 131.861369 0.420174 3846.159776 83.798168
2455706.000000 130.662259 0.342458 3682.959646 86.355510
2455707.000000 129.353791 0.342856 3652.868352 207.317338
2455708.000000 129.729088 0.451023 3670.759031 159.231314
2455709.000000 132.214507 0.732257 4939.920284 719.899681
2455710.000000 135.684336 1.003117 7592.208081 1901.277579
2455711.000000 139.730910 0.729116 8524.775426 2951.956685
2455712.000000 141.475922 0.471095 7158.173452 766.158508
2455713.000000 143.464084 0.634026 6774.522092 573.035708
2455714.000000 144.112452 0.677559 6957.035772 1093.080868
2455715.000000 146.510017 0.552251 7519.421072 1043.265440
2455716.000000 144.706540 0.582958 6082.437264 611.732277
2455717.000000 143.041481 0.315044 5416.867159 259.868069
2455718.000000 143.919721 0.458937 5289.922771 66.281556
2455719.000000 144.165697 0.437496 5356.506080 338.019341
2455720.000000 145.984494 1.571300 6018.900684 4075.857724
2455721.000000 142.302522 1.569830 4639.272271 154.105033
2455722.000000 137.081591 0.552918 4584.967826 712.306568
2455723.000000 134.471505 0.547147 4341.922192 353.976772
2455724.000000 132.652476 0.652176 4184.939565 118.049595
2455725.000000 130.730685 0.302455 4379.392491 241.257080
2455726.000000 131.178955 0.406022 4867.269583 241.840808
2455727.000000 132.177812 0.838305 5373.930664 1737.902201
2455728.000000 133.807216 0.543715 5355.697287 612.679687
2455729.000000 134.743229 0.645217 5759.585512 762.002847
2455730.000000 136.229071 0.557436 5628.207351 489.224055
2455731.000000 137.106554 0.395992 5236.810617 221.177722
2455732.000000 137.342892 0.426641 5353.400969 632.695505
2455733.000000 137.910194 0.332795 5137.765683 109.970130
2455734.000000 137.538089 0.465138 6575.589830 2746.728963
2455735.000000 135.943560 0.650334 4575.204313 59.140528
2455736.000000 135.909263 0.543249 4877.788344 173.441079
2455737.000000 138.715249 0.375909 4817.736232 100.307745
2455738.000000 138.953031 0.408356 4900.031730 60.878134
2455739.000000 138.538396 0.391465 4895.271433 50.008298
2455740.000000 136.723904 0.423460 4904.148516 162.944280
2455741.000000 135.250511 0.496773 4812.365636 321.943082
2455742.000000 133.299395 0.501367 4271.765886 246.948847
2455743.000000 131.768935 0.353422 3898.125767 71.412688
2455744.000000 130.431332 0.454134 3858.993350 229.960023
2455745.000000 129.780920 0.262475 3529.725234 81.224985
2455746.000000 130.489073 0.338838 3902.804982 312.905255
2455747.000000 129.965646 0.416359 3684.278931 70.140823
2455748.000000 129.015258 0.326871 3646.122734 66.464402
2455749.000000 129.140092 0.397677 3649.416741 80.582693
2455750.000000 129.921813 0.367932 3931.278617 250.745781
2455751.000000 131.610623 0.457077 4275.354507 546.373107
2455752.000000 131.609748 0.371441 4220.540634 258.286896
2455753.000000 132.873930 0.691039 4606.782175 212.940124
2455754.000000 133.933738 0.395172 5060.466349 510.055146
2455755.000000 135.037878 0.564397 5146.178246 218.538871
2455756.000000 136.892848 0.423103 5168.451470 184.338380
2455757.000000 137.386822 0.433632 4921.617878 133.658232
2455758.000000 137.859681 0.339959 4767.496542 91.236353
2455759.000000 138.145703 0.365157 4765.192497 74.103450
2455760.000000 139.346696 0.482815 5275.284280 246.206802
2455761.000000 140.879157 0.367466 5630.653888 203.089897
2455762.000000 140.398052 0.448353 5431.541936 179.566401
2455763.000000 139.223569 0.348489 5320.502945 214.258982
2455764.000000 137.308258 0.529145 4909.535157 134.250487
2455765.000000 135.640052 0.565513 4685.082344 114.355183
2455766.000000 134.940013 0.489520 4609.751371 132.338965
2455767.000000 134.525619 0.354577 4410.378956 115.413870
2455768.000000 133.421187 0.345768 4521.031471 190.223133
2455769.000000 134.051363 0.371638 5266.767036 682.593154
2455770.000000 135.013154 0.441024 6850.164867 1651.344862
2455771.000000 134.390481 0.402339 6772.527056 1138.400096
2455772.000000 134.042798 0.426296 6288.177257 825.584540
2455773.000000 133.052209 0.711611 5637.333016 3046.675681
2455774.000000 134.204234 0.718561 5601.917263 566.422996
2455775.000000 137.573300 0.674644 6497.961533 682.700097
2455776.000000 137.408038 0.795331 7253.747159 2696.756972
2455777.000000 137.238742 0.951235 8750.157886 6975.975662
2455778.000000 141.434449 2.086350 7989.701502 6400.862305
2455779.000000 141.666833 1.208872 5869.318320 387.777329
2455780.000000 137.269206 0.465004 6239.402664 672.782659
2455781.000000 138.065453 0.415395 6479.855857 528.983018
2455782.000000 139.748010 0.586786 6521.777778 2588.127122
2455783.000000 139.062499 1.394913 8034.807992 8731.469732
