# t_obs[JD] heliocentric_dist[km] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2454943.000000 149076000.000000 109.385000 0.485489 1417.410000 16.646400
2454944.000000 149127000.000000 109.790000 0.337310 1444.370000 7.620610
2454945.000000 149155000.000000 109.625000 0.413294 1439.700000 7.879480
2454946.000000 149203000.000000 109.055000 0.444633 1407.480000 24.353700
2454947.000000 149238000.000000 108.475000 0.303565 1377.210000 6.721170
2454948.000000 149284000.000000 108.240000 0.411003 1389.240000 14.845500
2454949.000000 149330000.000000 107.775000 0.450798 1382.720000 7.423390
2454950.000000 149355000.000000 108.165000 0.428694 1395.970000 12.215400
2454951.000000 149402000.000000 108.820000 0.340972 1456.000000 15.983200
2454952.000000 149438000.000000 108.785000 0.310111 1539.970000 49.900400
2454953.000000 149481000.000000 108.735000 0.350390 1507.460000 46.922800
2454954.000000 149526000.000000 108.225000 0.426782 1477.200000 41.486900
2454955.000000 149555000.000000 107.950000 0.359041 1395.240000 17.528700
2454956.000000 149586000.000000 107.425000 0.369621 1377.240000 2.505070
2454957.000000 149630000.000000 108.175000 0.259355 1403.560000 14.292700
2454958.000000 149664000.000000 109.080000 0.612004 1474.990000 37.977100
2454959.000000 149687000.000000 110.710000 0.313451 1547.570000 8.194370
2454960.000000 149732000.000000 111.775000 0.635487 1708.510000 122.757000
2454961.000000 149767000.000000 113.590000 0.379744 1921.050000 27.377700
2454962.000000 149808000.000000 113.910000 0.409337 1892.280000 36.366600
2454963.000000 149837000.000000 113.385000 0.320000 1845.460000 26.898500
2454964.000000 149874000.000000 114.280000 0.412182 1830.300000 13.433800
2454965.000000 149911000.000000 115.150000 0.396926 1896.940000 19.317300
2454966.000000 149938000.000000 116.015000 0.387644 1964.050000 23.895800
2454967.000000 149959000.000000 115.875000 0.348420 1967.060000 9.831830
2454968.000000 149998000.000000 116.190000 0.341845 1947.830000 15.182700
2454969.000000 150014000.000000 115.830000 0.291654 1893.260000 12.316400
2454970.000000 150056000.000000 115.420000 0.368642 1851.530000 33.691700
2454971.000000 150077000.000000 114.255000 0.412871 1793.520000 12.443200
2454972.000000 150121000.000000 113.430000 0.409693 1764.360000 13.077700
2454973.000000 150138000.000000 113.180000 0.347140 1757.300000 14.404300
2454974.000000 150170000.000000 113.390000 0.389965 1753.760000 13.278400
2454975.000000 150197000.000000 112.110000 1.566589 1661.550000 41.048400
2454976.000000 150208000.000000 110.445000 0.440160 1555.410000 19.313800
2454977.000000 150252000.000000 109.730000 0.283639 1525.870000 11.229800
2454978.000000 150269000.000000 108.815000 0.313476 1494.090000 6.739290
2454979.000000 150282000.000000 108.020000 0.399767 1453.010000 13.799900
2454980.000000 150318000.000000 108.105000 0.347082 1461.720000 15.689200
2454981.000000 150334000.000000 108.495000 0.306586 1474.410000 11.874700
2454982.000000 150348000.000000 107.990000 0.350688 1451.180000 7.801370
2454983.000000 150383000.000000 108.115000 0.360844 1500.940000 58.717600
2454984.000000 150400000.000000 108.860000 0.465808 1798.020000 155.969000
2454985.000000 150405000.000000 110.500000 0.372177 1776.740000 56.317500
2454986.000000 150428000.000000 111.855000 0.470780 1842.770000 87.384400
2454987.000000 150450000.000000 112.535000 0.331895 1822.040000 31.023000
2454988.000000 150466000.000000 112.540000 0.373357 1754.150000 16.884000
2454989.000000 150471000.000000 111.870000 0.448325 1713.740000 73.760400
2454990.000000 150486000.000000 111.445000 0.267965 1656.040000 12.625100
2454991.000000 150515000.000000 111.215000 0.361308 1639.020000 8.175810
2454992.000000 150521000.000000 111.385000 0.279605 1637.960000 9.819350
2454993.000000 150533000.000000 111.105000 0.333991 1661.330000 9.433220
2454994.000000 150536000.000000 111.380000 0.353076 1670.960000 24.184900
2454995.000000 150540000.000000 110.965000 0.352801 1596.190000 23.332700
2454996.000000 150553000.000000 109.875000 0.822025 1534.050000 20.632700
2454997.000000 150580000.000000 109.630000 0.347280 1516.590000 13.798800
2454998.000000 150581000.000000 109.030000 0.309259 1484.660000 6.274440
2454999.000000 150585000.000000 108.840000 0.317976 1471.090000 6.457050
2455000.000000 150596000.000000 108.775000 0.345412 1472.020000 9.125570
2455001.000000 150597000.000000 108.175000 0.280081 1445.350000 7.951020
2455002.000000 150600000.000000 107.950000 0.304799 1423.410000 12.037800
2455003.000000 150601000.000000 107.250000 0.357058 1395.990000 10.874100
2455004.000000 150602000.000000 107.120000 0.289780 1390.000000 14.093600
2455005.000000 150602000.000000 107.650000 0.428426 1463.940000 42.421900
2455006.000000 150602000.000000 108.090000 0.382673 1460.820000 20.855100
2455007.000000 150602000.000000 108.685000 0.375808 1483.090000 10.519300
2455008.000000 150602000.000000 108.945000 0.370136 1487.490000 7.917400
2455009.000000 150602000.000000 108.250000 0.443371 1459.610000 14.793200
2455010.000000 150602000.000000 108.070000 0.303438 1457.580000 6.756700
2455011.000000 150601000.000000 108.285000 0.235721 1453.160000 7.795200
2455012.000000 150598000.000000 108.850000 0.386172 1492.590000 15.374500
2455013.000000 150597000.000000 109.290000 0.266912 1507.660000 8.210720
2455014.000000 150586000.000000 109.290000 0.313847 1521.840000 10.330900
2455015.000000 150585000.000000 108.785000 0.454217 1488.730000 19.243300
2455016.000000 150558000.000000 108.045000 0.329361 1471.690000 60.484100
2455017.000000 150557000.000000 109.115000 0.443635 1903.380000 187.847000
2455018.000000 150553000.000000 109.600000 0.360943 2049.020000 361.513000
2455019.000000 150541000.000000 109.260000 0.298808 1831.440000 133.384000
2455020.000000 150537000.000000 109.960000 0.445252 1830.550000 124.987000
2455021.000000 150535000.000000 110.110000 0.353575 1919.400000 113.973000
2455022.000000 150521000.000000 109.735000 0.344041 1749.180000 21.398600
2455023.000000 150493000.000000 109.300000 0.681561 1712.790000 37.225800
2455024.000000 150491000.000000 109.375000 0.332102 1696.880000 27.695300
2455025.000000 150477000.000000 105.600000 8.116214 1346.550000 507.711000
2455026.000000 150471000.000000 108.500000 0.432657 1444.570000 18.507100
2455027.000000 150464000.000000 107.375000 0.403005 1394.650000 11.156800
2455028.000000 150436000.000000 106.810000 0.361438 1380.600000 7.256390
2455029.000000 150425000.000000 106.525000 0.273044 1384.320000 8.811730
2455030.000000 150410000.000000 106.550000 0.457655 1379.330000 19.605700
2455031.000000 150405000.000000 106.150000 0.376469 1350.130000 12.947700
2455032.000000 150389000.000000 107.025000 0.329063 1372.580000 9.531540
2455033.000000 150361000.000000 107.775000 0.339326 1386.100000 3.068860
2455034.000000 150345000.000000 107.800000 0.284878 1390.800000 4.172980
2455035.000000 150340000.000000 107.700000 0.355284 1398.320000 11.237600
2455036.000000 150320000.000000 108.580000 0.362576 1443.660000 11.765900
2455037.000000 150295000.000000 109.295000 0.325763 1478.710000 16.904600
2455038.000000 150278000.000000 109.565000 0.313068 1535.510000 30.943400
2455039.000000 150270000.000000 109.280000 0.334912 1520.890000 18.119400
2455040.000000 150231000.000000 109.275000 0.360957 1537.810000 14.046100
2455041.000000 150216000.000000 110.110000 0.273265 1577.730000 6.025780
2455042.000000 150209000.000000 109.620000 0.270324 1570.610000 7.939120
2455043.000000 150186000.000000 109.525000 0.426122 1566.410000 9.791260
2455044.000000 150163000.000000 110.000000 0.431719 1553.350000 9.689910
2455045.000000 150145000.000000 109.195000 0.405901 1545.880000 33.946800
2455046.000000 150118000.000000 108.895000 0.296855 1506.530000 6.215570
2455047.000000 150099000.000000 108.230000 0.407354 1479.980000 12.491100
2455048.000000 150079000.000000 107.610000 0.405746 1459.110000 8.913820
2455049.000000 150055000.000000 107.720000 0.285938 1443.760000 7.419820
2455050.000000 150034000.000000 108.200000 0.275329 1459.840000 3.488180
2455051.000000 150014000.000000 108.960000 0.363080 1474.210000 8.267070
2455052.000000 149991000.000000 108.000000 0.324901 1444.220000 8.171310
2455053.000000 149959000.000000 107.195000 0.301095 1395.240000 9.593960
2455054.000000 149948000.000000 107.110000 0.286775 1377.320000 2.426000
2455055.000000 149919000.000000 106.975000 0.344046 1359.950000 15.524200
2455056.000000 149902000.000000 106.955000 0.370962 1351.390000 4.497170
2455057.000000 149881000.000000 106.675000 0.332011 1351.850000 7.334390
2455058.000000 149840000.000000 107.570000 0.362942 1376.590000 7.994600
2455059.000000 149821000.000000 107.780000 0.278658 1380.810000 5.525200
2455060.000000 149814000.000000 108.000000 0.288225 1380.310000 2.789700
2455061.000000 149772000.000000 108.040000 0.392390 1374.130000 10.582900
2455062.000000 149755000.000000 107.390000 0.403810 1343.800000 8.049400
2455063.000000 149731000.000000 107.175000 0.313791 1335.010000 3.074420
2455064.000000 149703000.000000 107.050000 0.316418 1349.010000 10.788600
2455065.000000 149685000.000000 106.525000 0.268954 1339.140000 3.318910
2455066.000000 149642000.000000 106.585000 0.333375 1350.260000 9.601440
2455067.000000 149624000.000000 107.235000 0.389280 1385.450000 9.429810
2455068.000000 149608000.000000 108.155000 0.406364 1419.070000 12.353900
2455069.000000 149574000.000000 108.330000 0.291152 1438.390000 5.520670
2455070.000000 149554000.000000 108.135000 0.333519 1434.060000 8.357470
2455071.000000 149512000.000000 108.870000 0.322348 1445.590000 4.241010
2455072.000000 149493000.000000 109.040000 0.394003 1445.900000 8.706660
2455073.000000 149471000.000000 109.035000 0.329642 1445.620000 4.244860
2455074.000000 149438000.000000 108.300000 0.424098 1432.800000 9.864920
2455075.000000 149422000.000000 107.730000 0.365450 1425.950000 14.371000
2455076.000000 149379000.000000 109.190000 0.437294 1459.940000 8.398030
2455077.000000 149359000.000000 109.875000 0.286566 1476.640000 12.321500
2455078.000000 149318000.000000 109.400000 0.379281 1442.570000 13.655300
2455079.000000 149297000.000000 108.680000 0.297816 1418.800000 5.520030
2455080.000000 149272000.000000 108.685000 0.386296 1412.670000 7.189550
2455081.000000 149239000.000000 109.015000 0.330488 1422.460000 4.301420
2455082.000000 149223000.000000 108.845000 0.314231 1399.400000 4.740320
2455083.000000 149181000.000000 108.985000 0.359701 1419.550000 41.955100
2455084.000000 149161000.000000 109.185000 0.307433 1413.060000 14.148600
2455085.000000 149117000.000000 109.030000 0.360071 1406.440000 11.331700
2455086.000000 149096000.000000 108.765000 0.332367 1384.840000 6.743930
2455087.000000 149053000.000000 108.450000 0.325505 1375.180000 4.907820
2455088.000000 149033000.000000 108.265000 0.276938 1369.150000 6.205730
2455089.000000 148990000.000000 108.620000 0.386615 1378.100000 11.698000
2455090.000000 148969000.000000 108.500000 0.388718 1366.660000 4.665500
2455091.000000 148924000.000000 108.595000 0.344508 1368.270000 3.327940
2455092.000000 148903000.000000 108.780000 0.426508 1391.740000 14.628800
2455093.000000 148859000.000000 109.355000 0.377729 1451.040000 41.617400
2455094.000000 148838000.000000 110.725000 0.563434 1681.660000 108.941000
2455095.000000 148794000.000000 111.920000 0.309502 1902.730000 33.388700
2455096.000000 148772000.000000 112.660000 0.376744 1920.110000 35.155700
2455097.000000 148728000.000000 113.245000 0.769482 2018.990000 109.200000
2455098.000000 148707000.000000 115.115000 0.411729 2091.760000 78.210900
2455099.000000 148662000.000000 115.015000 0.353481 2000.500000 64.248300
2455100.000000 148639000.000000 114.355000 0.518365 2005.840000 444.754000
2455101.000000 148593000.000000 114.570000 0.497951 1891.770000 21.155900
2455102.000000 148572000.000000 114.465000 0.377856 1883.100000 27.813400
2455103.000000 148527000.000000 114.940000 0.354768 1918.640000 34.879100
2455104.000000 148505000.000000 115.060000 0.418108 1888.240000 21.009500
2455105.000000 148457000.000000 115.165000 0.335601 1933.370000 71.011300
2455106.000000 148424000.000000 114.650000 0.406815 1899.380000 184.716000
2455107.000000 148382000.000000 115.425000 0.391065 1827.750000 23.905500
2455108.000000 148338000.000000 114.760000 0.354661 1808.280000 18.557000
2455109.000000 148314000.000000 113.960000 0.450429 1784.890000 39.289500
2455110.000000 148267000.000000 112.390000 0.566689 1614.840000 67.377400
2455111.000000 148244000.000000 110.470000 0.487304 1450.980000 25.288600
2455112.000000 148197000.000000 109.825000 0.355806 1412.180000 6.315370
2455113.000000 148164000.000000 109.655000 0.393068 1397.760000 4.100200
2455114.000000 148119000.000000 110.190000 0.370655 1410.230000 11.658200
2455115.000000 148073000.000000 111.130000 0.514978 1512.130000 32.087200
2455116.000000 148050000.000000 111.985000 0.328712 1562.610000 14.144000
2455117.000000 148003000.000000 112.225000 0.369732 1538.970000 25.862700
2455118.000000 147978000.000000 111.945000 0.361748 1509.640000 7.563930
2455119.000000 147925000.000000 112.760000 0.418046 1539.940000 9.433350
2455120.000000 147879000.000000 112.185000 0.310654 1543.420000 12.022600
2455121.000000 147854000.000000 112.275000 0.381157 1566.580000 22.943600
2455122.000000 147807000.000000 113.170000 0.337576 1618.750000 34.094800
2455123.000000 147782000.000000 112.755000 0.368989 1624.330000 12.629800
2455124.000000 147729000.000000 113.690000 0.385746 1650.320000 10.063400
2455125.000000 147681000.000000 114.375000 0.407737 1673.960000 14.295800
2455126.000000 147657000.000000 114.705000 0.345106 1693.700000 11.102300
2455127.000000 147610000.000000 114.780000 0.433316 1689.190000 7.382060
2455128.000000 147584000.000000 115.760000 0.460280 1734.580000 28.826200
2455129.000000 147532000.000000 116.565000 0.405883 1911.200000 172.560000
2455130.000000 147484000.000000 116.845000 0.449272 2331.670000 412.471000
2455131.000000 147461000.000000 117.820000 0.431950 2530.650000 414.274000
2455132.000000 147413000.000000 118.390000 0.442267 2796.770000 629.894000
2455133.000000 147389000.000000 117.425000 0.490215 2394.350000 195.108000
2455134.000000 147338000.000000 116.780000 0.395721 2286.190000 58.479100
2455135.000000 147292000.000000 116.225000 0.406517 2214.440000 93.871100
2455136.000000 147265000.000000 115.520000 0.496980 2652.480000 312.341000
2455137.000000 147219000.000000 113.970000 0.399627 2234.690000 324.309000
2455138.000000 147181000.000000 113.660000 0.354823 1688.090000 69.516600
2455139.000000 147143000.000000 113.555000 0.315314 1589.270000 12.048300
2455140.000000 147114000.000000 113.405000 0.327333 1569.560000 3.975570
2455141.000000 147080000.000000 112.490000 0.446518 1532.610000 14.858400
2455142.000000 147038000.000000 112.220000 0.442407 1487.680000 10.090400
2455143.000000 147003000.000000 112.125000 0.388343 1467.610000 10.415500
2455144.000000 146958000.000000 112.295000 0.368425 1474.900000 16.508200
2455145.000000 146935000.000000 113.325000 0.374891 1583.070000 22.651800
2455146.000000 146889000.000000 114.260000 0.396518 1610.210000 10.413600
2455147.000000 146868000.000000 115.075000 0.528584 1641.420000 21.374000
2455148.000000 146823000.000000 116.360000 0.713076 1772.150000 82.773100
2455149.000000 146800000.000000 118.595000 0.434117 2054.930000 57.124700
2455150.000000 146755000.000000 119.225000 0.378267 2087.710000 27.949800
2455151.000000 146732000.000000 119.190000 0.558782 2081.780000 32.691100
2455152.000000 146687000.000000 120.475000 0.349507 2130.860000 29.029900
2455153.000000 146664000.000000 121.360000 0.395891 2153.310000 37.604900
2455154.000000 146620000.000000 120.950000 0.326696 2144.250000 42.310000
2455155.000000 146599000.000000 122.015000 0.411090 2255.540000 40.846700
2455156.000000 146555000.000000 122.260000 0.351043 2248.830000 29.789300
2455157.000000 146535000.000000 121.955000 0.427814 2203.030000 18.635700
2455158.000000 146493000.000000 122.625000 0.442635 2164.270000 20.977200
2455159.000000 146473000.000000 122.670000 0.586485 2161.400000 31.544500
2455160.000000 146429000.000000 120.795000 0.428214 2059.990000 41.244200
2455161.000000 146408000.000000 119.755000 0.353906 2006.690000 20.264100
2455162.000000 146365000.000000 119.660000 0.361023 1989.850000 12.400800
2455163.000000 146344000.000000 118.515000 0.368651 1919.790000 24.518200
2455164.000000 146301000.000000 117.655000 0.399975 1832.860000 34.011100
2455165.000000 146282000.000000 116.035000 0.623833 1689.310000 41.580100
2455166.000000 146248000.000000 115.355000 0.394394 1602.030000 12.291300
2455167.000000 146219000.000000 115.025000 0.405504 1565.850000 12.433300
2455168.000000 146205000.000000 114.220000 0.358891 1542.540000 9.203440
2455169.000000 146167000.000000 113.900000 0.411836 1512.920000 5.606120
2455170.000000 146147000.000000 113.485000 0.397825 1492.270000 7.630180
2455171.000000 146104000.000000 113.430000 0.480574 1517.800000 45.752100
2455172.000000 146085000.000000 114.130000 0.523667 1535.670000 9.525000
2455173.000000 146068000.000000 113.630000 0.417145 1520.760000 6.481190
2455174.000000 146036000.000000 114.155000 0.463555 1548.170000 18.906000
2455175.000000 146016000.000000 115.990000 0.460011 1697.490000 79.314100
2455176.000000 145977000.000000 117.185000 0.463893 1857.350000 244.882000
2455177.000000 145956000.000000 117.790000 0.377949 1815.040000 25.210100
2455178.000000 145949000.000000 118.190000 0.478378 1872.590000 32.547000
2455179.000000 145906000.000000 118.995000 0.348965 2014.980000 136.310000
2455180.000000 145889000.000000 120.180000 0.471100 2191.450000 160.470000
2455181.000000 145882000.000000 121.115000 0.411437 2442.850000 139.589000
2455182.000000 145841000.000000 122.560000 0.455576 3441.900000 1005.030000
2455183.000000 145823000.000000 123.280000 0.491438 3245.280000 285.553000
2455184.000000 145818000.000000 124.305000 0.489449 2900.170000 418.159000
2455185.000000 145776000.000000 124.270000 0.415129 2751.250000 176.887000
2455186.000000 145764000.000000 125.810000 0.567325 2988.620000 153.202000
2455187.000000 145753000.000000 127.550000 0.544724 3271.270000 378.815000
2455188.000000 145736000.000000 128.750000 0.468579 3503.510000 517.909000
2455189.000000 145708000.000000 128.055000 0.478367 3029.150000 507.883000
2455190.000000 145692000.000000 126.660000 0.588204 2575.370000 65.526700
2455191.000000 145687000.000000 125.085000 0.477216 2407.540000 95.789300
2455192.000000 145671000.000000 122.765000 0.567665 2384.380000 157.616000
2455193.000000 145644000.000000 121.375000 0.582918 2099.700000 171.115000
2455194.000000 145639000.000000 120.270000 0.385547 1921.240000 26.667700
2455195.000000 145625000.000000 119.760000 0.379372 1901.350000 50.175600
2455196.000000 145621000.000000 119.155000 0.449893 1922.310000 118.089000
2455197.000000 145612000.000000 118.615000 0.432444 2320.270000 140.071000
2455198.000000 145603000.000000 118.610000 0.426348 2161.280000 89.666400
2455199.000000 145577000.000000 119.310000 0.562125 2561.530000 695.943000
2455200.000000 145573000.000000 119.600000 0.406571 2307.170000 346.960000
2455201.000000 145561000.000000 120.825000 0.500544 2200.380000 94.190800
2455202.000000 145560000.000000 122.905000 0.539550 2371.170000 80.218300
2455203.000000 145556000.000000 123.615000 0.655494 2520.610000 94.774600
2455204.000000 145555000.000000 124.190000 0.358143 2646.140000 93.069700
2455205.000000 145554000.000000 123.985000 0.414994 2536.290000 60.156300
2455206.000000 145551000.000000 123.850000 0.538625 2861.680000 351.177000
2455207.000000 145551000.000000 124.750000 0.403851 2991.430000 225.171000
2455208.000000 145550000.000000 125.525000 0.376057 3306.650000 329.285000
2455209.000000 145550000.000000 125.970000 0.661031 3378.120000 352.359000
2455210.000000 145550000.000000 125.835000 0.465379 3030.530000 85.782100
2455211.000000 145551000.000000 125.215000 0.428875 3272.810000 430.671000
2455212.000000 145554000.000000 124.650000 0.392306 3653.460000 676.932000
2455213.000000 145555000.000000 125.050000 0.512519 3154.230000 101.352000
2455214.000000 145555000.000000 125.425000 0.442951 3431.950000 527.444000
2455215.000000 145558000.000000 126.825000 0.417369 4326.680000 1074.320000
2455216.000000 145570000.000000 127.360000 1.215401 6376.920000 3217.740000
2455217.000000 145573000.000000 126.860000 0.645890 6370.900000 2941.430000
2455218.000000 145599000.000000 124.890000 0.615993 3690.030000 470.604000
2455219.000000 145603000.000000 123.955000 0.513389 2926.660000 124.100000
2455220.000000 145616000.000000 123.685000 0.502865 2903.900000 114.384000
2455221.000000 145621000.000000 124.240000 0.417482 2979.470000 115.201000
2455222.000000 145636000.000000 123.735000 0.380005 2725.790000 79.468400
2455223.000000 145663000.000000 123.640000 0.371343 2708.310000 175.532000
2455224.000000 145673000.000000 123.025000 0.485522 2660.250000 147.843000
2455225.000000 145685000.000000 121.515000 0.466434 2536.300000 108.328000
2455226.000000 145708000.000000 120.660000 0.534443 2177.880000 79.974100
2455227.000000 145730000.000000 120.450000 0.515294 2174.660000 96.271200
2455228.000000 145747000.000000 120.950000 0.357251 2277.610000 89.098900
2455229.000000 145760000.000000 120.945000 0.448122 2337.060000 114.759000
2455230.000000 145788000.000000 122.305000 0.337127 2406.750000 13.556900
2455231.000000 145812000.000000 121.900000 0.554524 2422.950000 114.442000
2455232.000000 145830000.000000 121.150000 0.397081 2243.370000 47.164800
2455233.000000 145861000.000000 121.625000 0.572090 2401.280000 161.915000
2455234.000000 145882000.000000 124.765000 0.921774 4084.970000 2185.900000
2455235.000000 145924000.000000 126.030000 0.681644 4653.020000 2965.420000
2455236.000000 145943000.000000 129.200000 1.038077 5683.920000 2265.460000
2455237.000000 145976000.000000 130.120000 0.380483 3857.290000 568.429000
2455238.000000 146007000.000000 130.960000 0.487486 4135.100000 409.085000
2455239.000000 146040000.000000 132.470000 0.447951 4003.860000 313.549000
2455240.000000 146072000.000000 135.935000 0.966771 5383.820000 1465.460000
2455241.000000 146094000.000000 137.390000 0.661610 5449.900000 1157.630000
2455242.000000 146135000.000000 138.160000 0.802251 4742.270000 877.540000
2455243.000000 146168000.000000 137.895000 0.398180 4101.280000 439.591000
2455244.000000 146202000.000000 136.915000 0.456209 3614.530000 110.450000
2455245.000000 146248000.000000 136.635000 0.462344 3527.860000 69.388500
2455246.000000 146271000.000000 135.125000 0.640603 3350.610000 64.486000
2455247.000000 146318000.000000 134.045000 0.439694 3263.080000 132.034000
2455248.000000 146340000.000000 132.770000 0.387962 3169.620000 53.805600
2455249.000000 146389000.000000 131.830000 0.509000 2988.750000 79.463600
2455250.000000 146436000.000000 131.205000 0.430448 3123.770000 151.428000
2455251.000000 146467000.000000 131.505000 0.467749 3247.630000 106.105000
2455252.000000 146515000.000000 130.755000 0.566691 3132.440000 85.982800
2455253.000000 146545000.000000 129.355000 0.394641 2939.020000 75.513600
2455254.000000 146597000.000000 127.965000 0.427897 2675.270000 72.756100
2455255.000000 146643000.000000 126.370000 0.451856 2548.930000 31.715600
2455256.000000 146670000.000000 125.365000 0.427328 2464.800000 42.842500
2455257.000000 146727000.000000 123.620000 0.411796 2513.550000 373.573000
2455258.000000 146774000.000000 124.080000 0.552765 2576.860000 269.908000
2455259.000000 146806000.000000 124.850000 0.317870 2612.420000 121.122000
2455260.000000 146859000.000000 124.550000 0.519446 2995.720000 235.176000
2455261.000000 146908000.000000 124.225000 0.425673 2853.060000 116.834000
2455262.000000 146952000.000000 123.350000 0.393020 2890.030000 334.663000
2455263.000000 146991000.000000 123.295000 0.498561 2521.500000 138.065000
2455264.000000 147043000.000000 122.335000 0.347895 2386.230000 32.730400
2455265.000000 147100000.000000 123.495000 0.527816 2486.430000 38.442300
2455266.000000 147127000.000000 125.320000 0.636042 2699.430000 143.473000
2455267.000000 147185000.000000 127.620000 0.403501 2978.730000 142.179000
2455268.000000 147235000.000000 128.620000 0.594134 3301.650000 500.714000
2455269.000000 147284000.000000 129.920000 0.543702 3490.260000 348.592000
2455270.000000 147320000.000000 130.620000 0.353733 3530.220000 434.360000
2455271.000000 147375000.000000 130.975000 0.331302 3465.750000 206.421000
2455272.000000 147429000.000000 130.810000 0.363314 3158.690000 59.867300
2455273.000000 147471000.000000 131.515000 0.418323 3253.570000 84.695500
2455274.000000 147515000.000000 132.070000 0.484405 3465.760000 266.162000
2455275.000000 147568000.000000 132.625000 0.339055 3310.990000 42.035000
2455276.000000 147625000.000000 131.025000 0.451220 3267.130000 185.568000
2455277.000000 147658000.000000 130.890000 0.387226 3531.760000 333.102000
2455278.000000 147711000.000000 129.575000 0.337468 3041.350000 97.055200
2455279.000000 147762000.000000 128.090000 0.429445 3078.970000 228.639000
2455280.000000 147821000.000000 127.105000 0.445724 3109.230000 68.087700
2455281.000000 147848000.000000 127.530000 0.449769 3266.550000 214.435000
2455282.000000 147906000.000000 126.905000 0.465527 3077.380000 170.454000
2455283.000000 147956000.000000 126.075000 0.406508 3117.780000 317.363000
2455284.000000 148006000.000000 124.115000 0.736318 2878.240000 150.850000
2455285.000000 148041000.000000 121.645000 0.482918 2639.180000 107.140000
2455286.000000 148096000.000000 120.565000 0.328360 2641.920000 57.190500
2455287.000000 148145000.000000 120.830000 0.444301 2561.210000 32.144100
2455288.000000 148184000.000000 120.725000 0.349683 2515.170000 26.231700
2455289.000000 148236000.000000 119.930000 0.341268 2460.270000 21.201700
2455290.000000 148285000.000000 120.735000 0.390458 2801.870000 422.601000
2455291.000000 148335000.000000 121.450000 0.296001 2659.880000 37.963800
2455292.000000 148369000.000000 121.880000 0.301171 2646.550000 39.145500
2455293.000000 148421000.000000 121.870000 0.338643 2556.320000 86.216800
2455294.000000 148477000.000000 121.765000 0.329627 2474.750000 18.208500
2455295.000000 148503000.000000 121.835000 0.324544 2635.640000 229.903000
2455296.000000 148557000.000000 121.800000 0.321491 2508.000000 92.822000
2455297.000000 148609000.000000 121.760000 0.292071 2648.230000 72.635900
2455298.000000 148634000.000000 120.725000 0.373088 2428.480000 27.926800
2455299.000000 148691000.000000 120.570000 0.347074 2384.870000 66.461100
2455300.000000 148740000.000000 119.435000 0.315847 2299.510000 59.350300
2455301.000000 148765000.000000 119.405000 0.321084 2278.070000 11.948400
2455302.000000 148822000.000000 119.245000 0.311008 2290.720000 23.204600
2455303.000000 148871000.000000 119.870000 0.409232 2305.140000 25.470400
2455304.000000 148896000.000000 119.850000 0.318586 2485.310000 96.884000
2455305.000000 148949000.000000 120.225000 0.648599 2609.460000 71.340000
2455306.000000 149000000.000000 121.060000 0.302077 2502.240000 29.795200
2455307.000000 149025000.000000 121.195000 0.385974 2481.890000 16.112100
2455308.000000 149072000.000000 122.305000 0.482263 2499.250000 15.938500
2455309.000000 149116000.000000 122.305000 0.270832 2567.660000 23.692000
2455310.000000 149153000.000000 121.540000 0.367265 2541.140000 20.588500
2455311.000000 149192000.000000 120.625000 0.268027 2520.050000 34.404700
2455312.000000 149224000.000000 121.240000 0.378843 2550.020000 26.022800
2455313.000000 149274000.000000 122.540000 0.408186 2626.840000 30.352400
2455314.000000 149318000.000000 122.745000 0.352583 2573.350000 37.592800
2455315.000000 149350000.000000 122.545000 0.532796 2590.390000 29.237600
2455316.000000 149396000.000000 123.845000 0.351321 2764.590000 56.991000
2455317.000000 149420000.000000 124.280000 0.385673 2910.470000 190.371000
2455318.000000 149466000.000000 124.990000 0.336382 2929.200000 354.508000
2455319.000000 149493000.000000 126.085000 0.351932 3034.670000 86.879700
2455320.000000 149540000.000000 125.850000 0.405441 3069.390000 57.445400
2455321.000000 149583000.000000 125.575000 0.374946 3136.580000 419.287000
2455322.000000 149612000.000000 125.565000 0.333721 3464.530000 856.639000
2455323.000000 149658000.000000 125.115000 0.400613 3009.790000 110.489000
2455324.000000 149679000.000000 124.305000 0.328598 3006.300000 405.761000
2455325.000000 149724000.000000 123.655000 0.590467 3221.690000 769.958000
2455326.000000 149746000.000000 121.605000 0.626858 2618.810000 112.192000
2455327.000000 149791000.000000 118.845000 0.549922 2328.170000 57.384100
2455328.000000 149812000.000000 117.320000 0.357551 2251.010000 69.029500
2455329.000000 149856000.000000 115.970000 0.426757 2201.940000 94.843100
2455330.000000 149876000.000000 114.570000 0.605399 2063.880000 58.347300
2455331.000000 149920000.000000 113.800000 0.311256 2057.320000 17.429900
2455332.000000 149941000.000000 113.930000 0.291584 2087.370000 5.002020
2455333.000000 149971000.000000 113.290000 0.334436 2077.430000 4.821170
2455334.000000 150003000.000000 113.300000 0.321141 2092.790000 11.963500
2455335.000000 150015000.000000 112.600000 0.281063 2052.040000 17.799400
2455336.000000 150056000.000000 112.500000 0.351915 2064.180000 16.256100
2455337.000000 150076000.000000 112.730000 0.281594 2080.020000 17.330800
2455338.000000 150116000.000000 113.365000 0.393056 2159.260000 58.526500
2455339.000000 150137000.000000 114.420000 0.342291 2294.730000 76.377400
