# t_obs[JD] heliocentric_dist[km] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2455340.000000 150144000.000000 115.140000 0.310461 2373.900000 147.463000
2455341.000000 150187000.000000 115.155000 0.307247 2407.660000 85.686400
2455342.000000 150203000.000000 116.075000 0.376599 2383.190000 61.479800
2455343.000000 150218000.000000 116.875000 0.317674 2372.430000 19.860900
2455344.000000 150253000.000000 117.400000 0.293574 2401.630000 39.492000
2455345.000000 150269000.000000 117.390000 0.431732 2403.400000 28.846900
2455346.000000 150276000.000000 117.895000 0.423345 2436.170000 24.818700
2455347.000000 150317000.000000 117.285000 0.316364 2350.200000 54.680100
2455348.000000 150328000.000000 116.910000 0.311480 2227.190000 28.487000
2455349.000000 150339000.000000 116.925000 0.355051 2233.240000 23.459900
2455350.000000 150354000.000000 116.360000 0.502803 2268.170000 30.201600
2455351.000000 150383000.000000 115.510000 0.255661 2230.380000 48.296700
2455352.000000 150393000.000000 114.810000 0.306839 2161.640000 40.632500
2455353.000000 150404000.000000 113.720000 0.514472 2097.550000 29.153200
2455354.000000 150407000.000000 112.070000 0.357700 2007.370000 35.930000
2455355.000000 150421000.000000 111.855000 0.326086 2045.480000 60.600700
2455356.000000 150449000.000000 112.970000 0.566996 2225.620000 81.954300
2455357.000000 150454000.000000 113.720000 0.453123 2381.430000 158.333000
2455358.000000 150466000.000000 113.860000 0.411927 2275.910000 59.679900
2455359.000000 150470000.000000 115.455000 0.633043 2490.530000 135.074000
2455360.000000 150472000.000000 118.175000 0.653579 3395.770000 1058.860000
2455361.000000 150480000.000000 118.990000 0.360196 3515.420000 876.691000
2455362.000000 150487000.000000 118.900000 0.450309 2768.450000 175.082000
2455363.000000 150492000.000000 117.035000 0.424683 2429.440000 75.326900
2455364.000000 150515000.000000 115.925000 0.274493 2237.250000 41.256000
2455365.000000 150516000.000000 115.070000 0.372392 2190.480000 132.364000
2455366.000000 150519000.000000 113.750000 0.378700 2063.040000 30.185000
2455367.000000 150520000.000000 113.600000 0.344294 2038.360000 16.744600
2455368.000000 150531000.000000 114.585000 0.503676 2179.790000 49.996900
2455369.000000 150531000.000000 117.020000 0.398671 2315.070000 44.941000
2455370.000000 150532000.000000 118.360000 0.424557 2399.780000 40.647100
2455371.000000 150532000.000000 119.025000 0.362776 2486.910000 40.119800
2455372.000000 150532000.000000 119.765000 0.452062 2491.200000 55.196000
2455373.000000 150532000.000000 120.495000 0.309420 2566.600000 52.974800
2455374.000000 150531000.000000 120.555000 0.366935 2543.260000 56.313500
2455375.000000 150531000.000000 119.290000 0.363247 2447.390000 29.726200
2455376.000000 150520000.000000 120.235000 0.290967 2473.770000 17.229700
2455377.000000 150520000.000000 119.805000 0.319633 2441.280000 41.131300
2455378.000000 150519000.000000 118.510000 0.314407 2348.890000 30.918900
2455379.000000 150516000.000000 118.280000 0.448692 2327.330000 14.363300
2455380.000000 150492000.000000 118.650000 0.318589 2290.470000 20.354400
2455381.000000 150491000.000000 117.915000 0.284648 2249.880000 36.483600
2455382.000000 150487000.000000 117.555000 0.281662 2183.250000 12.955100
2455383.000000 150476000.000000 117.420000 0.306757 2259.260000 64.299300
2455384.000000 150474000.000000 117.685000 0.492202 2401.860000 33.702500
2455385.000000 150471000.000000 119.210000 0.504172 2637.170000 129.544000
2455386.000000 150470000.000000 120.820000 0.402064 3058.660000 223.590000
2455387.000000 150455000.000000 121.560000 0.375400 3725.690000 945.586000
2455388.000000 150451000.000000 121.625000 0.326492 3668.260000 224.924000
2455389.000000 150426000.000000 121.745000 0.360148 3452.770000 222.752000
2455390.000000 150422000.000000 122.345000 0.539971 3137.300000 144.157000
2455391.000000 150410000.000000 122.610000 0.400730 3131.270000 217.269000
2455392.000000 150405000.000000 122.400000 0.337746 3453.160000 1063.220000
2455393.000000 150401000.000000 122.175000 0.346418 2836.340000 135.413000
2455394.000000 150389000.000000 122.550000 0.383759 2874.260000 89.735100
2455395.000000 150361000.000000 123.465000 0.336506 3150.530000 608.262000
2455396.000000 150351000.000000 124.340000 0.356730 3152.810000 75.560400
2455397.000000 150341000.000000 125.235000 0.509844 3646.190000 323.694000
2455398.000000 150339000.000000 126.040000 0.495453 4015.060000 468.849000
2455399.000000 150313000.000000 126.835000 0.529617 4489.060000 226.660000
2455400.000000 150296000.000000 127.015000 0.440082 4140.600000 296.099000
2455401.000000 150281000.000000 126.190000 0.567856 3395.640000 138.659000
2455402.000000 150275000.000000 125.765000 0.355232 3248.560000 143.644000
2455403.000000 150266000.000000 125.970000 0.376310 3238.590000 107.145000
2455404.000000 150242000.000000 127.935000 0.328291 3639.790000 100.487000
2455405.000000 150229000.000000 127.860000 0.567753 3779.250000 217.392000
2455406.000000 150211000.000000 127.250000 0.372100 3731.530000 388.806000
2455407.000000 150206000.000000 126.980000 0.328294 3761.660000 236.666000
2455408.000000 150181000.000000 126.805000 0.492583 4059.800000 300.436000
2455409.000000 150159000.000000 126.550000 0.332629 3768.050000 213.722000
2455410.000000 150146000.000000 126.380000 0.334343 3907.540000 272.045000
2455411.000000 150127000.000000 126.795000 0.442304 3332.600000 77.078200
2455412.000000 150107000.000000 128.180000 0.564141 3515.710000 132.635000
2455413.000000 150089000.000000 127.795000 0.295756 3492.210000 74.472600
2455414.000000 150078000.000000 127.185000 0.386934 3715.200000 430.303000
2455415.000000 150062000.000000 128.020000 0.647416 3715.980000 269.275000
2455416.000000 150033000.000000 128.560000 0.877671 4175.120000 2246.080000
2455417.000000 150017000.000000 129.725000 0.418650 3579.880000 150.436000
2455418.000000 150010000.000000 130.445000 0.483983 3451.400000 53.832900
2455419.000000 149969000.000000 130.370000 0.465310 3587.170000 191.717000
2455420.000000 149954000.000000 130.870000 0.342809 3474.960000 89.101800
2455421.000000 149947000.000000 130.550000 0.407360 3327.300000 67.578200
2455422.000000 149915000.000000 131.820000 0.517789 3482.120000 134.023000
2455423.000000 149895000.000000 132.405000 0.548569 4339.890000 1091.150000
2455424.000000 149882000.000000 131.990000 0.493537 4316.250000 542.986000
2455425.000000 149854000.000000 130.735000 0.365732 3978.410000 222.940000
2455426.000000 149833000.000000 130.495000 0.527790 4075.830000 385.049000
2455427.000000 149817000.000000 127.775000 0.369220 4533.290000 1693.660000
2455428.000000 149787000.000000 125.915000 0.632819 3003.060000 86.014300
2455429.000000 149773000.000000 123.770000 0.450881 2823.120000 18.608800
2455430.000000 149747000.000000 124.225000 0.361295 2758.390000 44.365200
2455431.000000 149710000.000000 123.455000 0.381533 2640.420000 42.806700
2455432.000000 149692000.000000 122.575000 0.372778 2598.000000 24.284400
2455433.000000 149684000.000000 121.150000 0.379840 2511.260000 45.467600
2455434.000000 149642000.000000 119.800000 0.336450 2465.760000 21.880500
2455435.000000 149624000.000000 119.190000 0.395577 2571.440000 90.845200
2455436.000000 149605000.000000 119.385000 0.300126 2747.710000 146.567000
2455437.000000 149574000.000000 119.115000 0.305788 2437.910000 40.144600
2455438.000000 149554000.000000 118.985000 0.351766 2434.630000 42.403700
2455439.000000 149512000.000000 120.435000 0.396421 2665.700000 77.964300
2455440.000000 149493000.000000 120.980000 0.357994 2652.090000 43.149000
2455441.000000 149475000.000000 122.405000 0.569176 2692.090000 28.740400
2455442.000000 149441000.000000 124.035000 0.456120 2751.100000 30.518500
2455443.000000 149422000.000000 124.705000 0.343598 2926.770000 97.142200
2455444.000000 149379000.000000 126.365000 0.709249 3380.610000 229.295000
2455445.000000 149360000.000000 128.405000 0.316094 3538.790000 150.862000
2455446.000000 149318000.000000 128.100000 0.379090 3493.280000 206.364000
2455447.000000 149297000.000000 126.530000 0.473936 3189.370000 205.614000
2455448.000000 149267000.000000 125.515000 0.370111 3112.600000 824.460000
2455449.000000 149236000.000000 124.615000 0.359703 3348.360000 704.713000
2455450.000000 149217000.000000 124.895000 0.334117 3493.860000 203.007000
2455451.000000 149177000.000000 125.705000 0.491709 3626.300000 174.359000
2455452.000000 149158000.000000 126.650000 0.310607 3429.960000 40.615400
2455453.000000 149115000.000000 127.425000 0.359704 3424.320000 55.192700
2455454.000000 149094000.000000 127.630000 0.396398 3582.420000 119.505000
2455455.000000 149050000.000000 127.970000 0.346039 4044.330000 203.372000
2455456.000000 149029000.000000 128.205000 0.576990 4131.290000 143.202000
2455457.000000 148985000.000000 129.180000 0.474235 3902.710000 129.564000
2455458.000000 148963000.000000 130.180000 0.340390 3846.070000 78.395000
2455459.000000 148916000.000000 130.510000 0.356093 3768.910000 116.152000
2455460.000000 148890000.000000 131.565000 0.520755 4150.540000 433.220000
2455461.000000 148845000.000000 133.780000 0.447664 4929.240000 643.442000
2455462.000000 148810000.000000 133.735000 0.406266 4249.910000 320.988000
2455463.000000 148773000.000000 133.665000 0.425317 4108.340000 86.578100
2455464.000000 148730000.000000 131.500000 0.701415 3915.790000 111.125000
2455465.000000 148707000.000000 129.985000 0.413470 3825.880000 133.067000
2455466.000000 148660000.000000 128.455000 0.450991 3669.910000 151.818000
2455467.000000 148637000.000000 127.520000 0.263102 3461.060000 113.548000
2455468.000000 148592000.000000 128.210000 0.357272 3683.780000 329.346000
2455469.000000 148562000.000000 129.000000 0.366642 3822.560000 138.432000
2455470.000000 148514000.000000 129.100000 0.446924 3964.050000 313.581000
2455471.000000 148467000.000000 127.615000 0.473939 3515.840000 237.806000
2455472.000000 148444000.000000 125.775000 0.309364 3183.010000 82.573400
2455473.000000 148396000.000000 124.575000 0.475622 3049.440000 94.073200
2455474.000000 148372000.000000 123.860000 0.435955 2870.130000 228.988000
2455475.000000 148319000.000000 123.385000 0.386028 2746.130000 66.327900
2455476.000000 148270000.000000 122.440000 0.350195 2623.420000 74.063300
2455477.000000 148247000.000000 122.345000 0.548264 2688.910000 100.460000
2455478.000000 148200000.000000 122.395000 0.403632 2726.720000 50.124900
2455479.000000 148167000.000000 122.335000 0.370142 2793.060000 135.182000
2455480.000000 148119000.000000 122.305000 0.332508 2777.980000 81.033400
2455481.000000 148073000.000000 121.430000 0.516020 2740.500000 36.234600
2455482.000000 148048000.000000 121.840000 0.418860 2773.440000 77.720400
2455483.000000 147999000.000000 123.695000 0.350279 2998.420000 154.378000
2455484.000000 147951000.000000 125.405000 0.487304 3133.280000 129.483000
2455485.000000 147920000.000000 126.995000 0.582192 3263.590000 77.770700
2455486.000000 147872000.000000 129.030000 0.437877 3713.050000 1198.380000
2455487.000000 147844000.000000 128.905000 0.319531 3674.190000 271.730000
2455488.000000 147792000.000000 130.285000 0.673818 4384.060000 957.096000
2455489.000000 147745000.000000 131.870000 0.543950 4194.240000 400.209000
2455490.000000 147720000.000000 131.105000 0.360214 3727.210000 171.308000
2455491.000000 147671000.000000 130.030000 0.439182 3600.570000 107.570000
2455492.000000 147626000.000000 129.275000 0.487441 3480.290000 236.024000
2455493.000000 147593000.000000 128.295000 0.371453 3287.160000 198.500000
2455494.000000 147546000.000000 126.890000 0.559792 3279.930000 181.853000
2455495.000000 147521000.000000 125.615000 0.419694 3389.010000 416.169000
2455496.000000 147469000.000000 124.885000 0.671035 3449.190000 384.852000
2455497.000000 147435000.000000 124.165000 0.372332 3152.450000 111.829000
2455498.000000 147395000.000000 123.590000 0.479815 3082.880000 94.501800
2455499.000000 147338000.000000 123.830000 0.551145 2968.930000 75.136000
2455500.000000 147321000.000000 124.400000 0.394168 3213.330000 81.801200
2455501.000000 147270000.000000 125.530000 0.467339 3156.160000 385.632000
2455502.000000 147223000.000000 124.395000 0.414801 2962.250000 157.434000
2455503.000000 147199000.000000 125.505000 0.675991 3169.900000 201.338000
2455504.000000 147151000.000000 126.160000 0.476531 4468.140000 1354.520000
2455505.000000 147129000.000000 127.365000 0.410769 4099.080000 568.064000
2455506.000000 147078000.000000 128.325000 0.683757 5286.890000 2617.120000
2455507.000000 147036000.000000 129.025000 1.032958 6799.290000 6425.090000
2455508.000000 147006000.000000 129.255000 0.415843 3809.260000 775.278000
2455509.000000 146959000.000000 129.620000 0.439989 3363.120000 43.121500
2455510.000000 146935000.000000 130.965000 0.339726 3470.810000 110.556000
2455511.000000 146889000.000000 131.815000 0.380552 3693.280000 263.628000
2455512.000000 146867000.000000 132.205000 0.502586 3963.410000 763.025000
2455513.000000 146818000.000000 132.910000 0.514728 3771.310000 472.818000
2455514.000000 146787000.000000 134.275000 0.468037 3838.220000 255.822000
2455515.000000 146743000.000000 134.235000 0.342347 3895.310000 189.304000
2455516.000000 146703000.000000 135.260000 0.608025 4499.230000 404.471000
2455517.000000 146675000.000000 134.145000 0.488393 4264.470000 121.844000
2455518.000000 146631000.000000 134.115000 0.430592 4228.110000 167.521000
2455519.000000 146609000.000000 132.180000 0.785683 3872.920000 117.073000
2455520.000000 146564000.000000 130.220000 0.443432 3737.350000 74.311300
2455521.000000 146541000.000000 128.485000 0.539965 3577.980000 99.596400
2455522.000000 146496000.000000 126.705000 0.485221 3107.530000 141.782000
2455523.000000 146474000.000000 124.880000 0.501213 2757.040000 55.783600
2455524.000000 146430000.000000 125.360000 0.385782 2768.800000 48.939300
2455525.000000 146409000.000000 124.990000 0.423855 2735.160000 57.350200
2455526.000000 146365000.000000 125.980000 0.391617 2840.150000 152.421000
2455527.000000 146343000.000000 126.460000 0.425167 2727.660000 32.856200
2455528.000000 146299000.000000 125.950000 0.386847 2736.350000 60.202400
2455529.000000 146278000.000000 126.970000 0.490945 3000.510000 106.661000
2455530.000000 146239000.000000 128.050000 0.391130 3239.520000 102.770000
2455531.000000 146213000.000000 128.520000 0.387841 3510.430000 151.616000
2455532.000000 146170000.000000 128.160000 0.339288 3550.290000 198.428000
2455533.000000 146150000.000000 128.610000 0.406737 3491.470000 74.983100
2455534.000000 146109000.000000 129.740000 0.344871 3647.610000 67.939300
2455535.000000 146086000.000000 129.835000 0.427567 3633.860000 81.241200
2455536.000000 146063000.000000 130.170000 0.444781 3618.680000 128.653000
2455537.000000 146029000.000000 128.875000 0.286988 3447.870000 111.601000
2455538.000000 146014000.000000 129.305000 0.466219 3478.390000 206.756000
2455539.000000 145971000.000000 128.140000 0.408270 3424.330000 135.222000
2455540.000000 145951000.000000 128.100000 0.538313 3291.880000 46.680500
2455541.000000 145918000.000000 129.600000 0.638086 3551.420000 160.634000
2455542.000000 145892000.000000 131.265000 0.395368 3921.610000 70.361000
2455543.000000 145883000.000000 132.460000 0.366650 4174.050000 256.430000
2455544.000000 145841000.000000 132.675000 0.353836 3836.840000 84.831100
2455545.000000 145823000.000000 132.805000 0.460215 4136.570000 921.977000
2455546.000000 145807000.000000 133.200000 0.450325 3877.890000 580.540000
2455547.000000 145774000.000000 132.360000 0.563761 3642.760000 285.262000
2455548.000000 145756000.000000 130.590000 0.683175 3309.860000 191.900000
