# t_obs[JD] wavelength[angstrom] pinholes[1ifYes]
2450158.747920 171.000000 1.000000
2450158.778567 195.000000 1.000000
2450159.061497 284.000000 1.000000
2450159.076761 171.000000 1.000000
2450159.092114 304.000000 1.000000
2450159.107382 195.000000 1.000000
2450159.250938 171.000000 1.000000
2450159.262087 284.000000 1.000000
2450159.271947 304.000000 1.000000
2450159.418436 284.000000 1.000000
2450159.433708 171.000000 1.000000
2450159.449076 304.000000 1.000000
2450159.464336 195.000000 1.000000
2450159.747123 284.000000 1.000000
2450159.762405 171.000000 1.000000
2450159.777778 304.000000 1.000000
2450159.793048 195.000000 1.000000
2450160.076923 284.000000 1.000000
2450160.092197 171.000000 1.000000
2450160.107579 304.000000 1.000000
2450160.122831 195.000000 1.000000
2450160.345730 284.000000 1.000000
2450160.361008 171.000000 1.000000
2450160.376362 304.000000 1.000000
2450160.391625 195.000000 1.000000
2450160.674421 284.000000 1.000000
2450160.689693 171.000000 1.000000
2450160.705091 304.000000 1.000000
2450161.003226 284.000000 1.000000
2450161.018507 171.000000 1.000000
2450161.033871 304.000000 1.000000
2450161.049184 195.000000 1.000000
2450162.053167 171.000000 1.000000
2450162.059901 304.000000 1.000000
2450162.065017 195.000000 1.000000
2450162.071985 304.000000 1.000000
2450162.077396 284.000000 1.000000
2450164.185850 171.000000 1.000000
2450164.190846 195.000000 1.000000
2450164.199865 284.000000 1.000000
2450164.556714 284.000000 1.000000
2450164.572014 171.000000 1.000000
2450164.587355 304.000000 1.000000
2450164.602623 195.000000 1.000000
2450164.885445 284.000000 1.000000
2450164.900695 171.000000 1.000000
2450164.916065 304.000000 1.000000
2450165.148807 195.000000 1.000000
2450165.499428 284.000000 1.000000
2450165.514790 171.000000 1.000000
2450165.530158 304.000000 1.000000
2450165.545422 195.000000 1.000000
2450165.829799 284.000000 1.000000
2450165.845086 171.000000 1.000000
2450165.860485 304.000000 1.000000
2450165.875752 195.000000 1.000000
2450166.159336 284.000000 1.000000
2450166.467401 304.000000 1.000000
2450166.472092 171.000000 1.000000
2450166.484233 195.000000 1.000000
2450167.369591 171.000000 1.000000
2450167.376103 195.000000 1.000000
2450167.381428 304.000000 1.000000
2450167.491833 284.000000 1.000000
2450167.507179 171.000000 1.000000
2450167.522523 304.000000 1.000000
2450167.537797 195.000000 1.000000
2450167.820744 284.000000 1.000000
2450167.836017 171.000000 1.000000
2450167.851371 304.000000 1.000000
2450167.866633 195.000000 1.000000
2450168.149613 284.000000 1.000000
2450168.164894 171.000000 1.000000
2450168.180260 304.000000 1.000000
2450168.195507 195.000000 1.000000
2450168.566088 284.000000 1.000000
2450168.581416 171.000000 1.000000
2450168.596772 304.000000 1.000000
2450168.612031 195.000000 1.000000
2450168.896285 284.000000 1.000000
2450168.911561 171.000000 1.000000
2450168.926934 304.000000 1.000000
2450168.942222 195.000000 1.000000
2450169.226534 284.000000 1.000000
2450169.241828 171.000000 1.000000
2450169.257197 304.000000 1.000000
2450169.272491 195.000000 1.000000
2450169.847198 284.000000 1.000000
2450169.862472 171.000000 1.000000
2450169.893112 195.000000 1.000000
2450170.176214 284.000000 1.000000
2450170.847312 284.000000 1.000000
2450170.862580 171.000000 1.000000
2450170.877956 304.000000 1.000000
2450170.893213 195.000000 1.000000
2450171.969418 171.000000 1.000000
2450171.984776 304.000000 1.000000
2450172.052289 195.000000 1.000000
2450172.060581 284.000000 1.000000
2450172.413808 284.000000 1.000000
2450172.742937 284.000000 1.000000
2450172.758236 171.000000 1.000000
2450172.773608 304.000000 1.000000
2450172.788888 195.000000 1.000000
2450173.072846 284.000000 1.000000
2450173.088124 171.000000 1.000000
2450173.103494 304.000000 1.000000
2450173.118771 195.000000 1.000000
2450173.400336 171.000000 1.000000
2450173.462341 171.000000 1.000000
2450173.477707 304.000000 1.000000
2450173.791062 171.000000 1.000000
2450173.806428 304.000000 1.000000
2450173.821688 195.000000 1.000000
2450174.119845 171.000000 1.000000
2450174.135206 304.000000 1.000000
2450174.150469 195.000000 1.000000
2450174.252029 195.000000 1.000000
2450174.262020 171.000000 1.000000
2450174.268383 284.000000 1.000000
2450174.275736 304.000000 1.000000
2450174.311819 171.000000 1.000000
2450174.316817 284.000000 1.000000
2450174.368135 284.000000 1.000000
2450174.383491 171.000000 1.000000
2450174.398864 304.000000 1.000000
2450174.414121 195.000000 1.000000
2450174.696908 284.000000 1.000000
2450174.712188 171.000000 1.000000
2450174.727565 304.000000 1.000000
2450175.056788 304.000000 1.000000
2450175.072063 195.000000 1.000000
2450175.467136 195.000000 1.000000
2450175.472320 195.000000 1.000000
2450175.514179 284.000000 1.000000
2450175.529450 171.000000 1.000000
2450175.544804 304.000000 1.000000
2450175.560069 195.000000 1.000000
2450175.842976 284.000000 1.000000
2450175.858246 171.000000 1.000000
2450175.873643 304.000000 1.000000
2450175.888876 195.000000 1.000000
2450176.187245 171.000000 1.000000
2450176.202238 304.000000 1.000000
2450176.217882 195.000000 1.000000
2450176.506032 284.000000 1.000000
2450176.521305 171.000000 1.000000
2450176.536670 304.000000 1.000000
2450176.551932 195.000000 1.000000
2450176.835142 284.000000 1.000000
2450176.850411 171.000000 1.000000
2450176.865796 304.000000 1.000000
2450176.881047 195.000000 1.000000
2450178.582216 195.000000 1.000000
2450178.589716 195.000000 1.000000
2450178.650298 304.000000 1.000000
2450178.665553 195.000000 1.000000
2450179.440820 284.000000 1.000000
2450179.456107 171.000000 1.000000
2450179.471488 304.000000 1.000000
2450179.486756 195.000000 1.000000
2450179.770625 284.000000 1.000000
2450179.785905 171.000000 1.000000
2450179.801287 304.000000 1.000000
2450179.816556 195.000000 1.000000
2450180.100533 284.000000 1.000000
2450180.115808 171.000000 1.000000
2450180.406959 284.000000 1.000000
2450180.422315 171.000000 1.000000
2450180.437672 304.000000 1.000000
2450180.452922 195.000000 1.000000
2450181.405774 284.000000 1.000000
2450181.421093 171.000000 1.000000
2450181.436468 304.000000 1.000000
2450181.451745 195.000000 1.000000
2450181.734534 284.000000 1.000000
2450181.749819 171.000000 1.000000
2450181.765184 304.000000 1.000000
2450181.780441 195.000000 1.000000
2450182.450140 284.000000 1.000000
2450182.465407 171.000000 1.000000
2450182.480776 304.000000 1.000000
2450182.496044 195.000000 1.000000
2450182.781387 284.000000 1.000000
2450182.796643 171.000000 1.000000
2450182.812002 304.000000 1.000000
2450182.827273 195.000000 1.000000
2450183.061561 171.000000 1.000000
2450183.065593 195.000000 1.000000
2450183.069645 284.000000 1.000000
2450183.133958 195.000000 1.000000
2450183.445159 284.000000 1.000000
2450183.460468 171.000000 1.000000
2450183.475826 304.000000 1.000000
2450183.491116 195.000000 1.000000
2450183.776313 284.000000 1.000000
2450183.807003 304.000000 1.000000
2450183.822294 195.000000 1.000000
2450184.037382 171.000000 1.000000
2450184.041322 195.000000 1.000000
2450184.065449 304.000000 1.000000
2450184.069734 284.000000 1.000000
2450184.380988 195.000000 1.000000
2450184.563400 284.000000 1.000000
2450184.578647 171.000000 1.000000
2450184.594015 304.000000 1.000000
2450184.609285 195.000000 1.000000
2450185.428656 284.000000 1.000000
2450185.443998 171.000000 1.000000
2450185.459340 304.000000 1.000000
2450185.474607 195.000000 1.000000
2450185.757414 284.000000 1.000000
2450185.772710 171.000000 1.000000
2450185.788055 304.000000 1.000000
2450185.803338 195.000000 1.000000
2450186.087281 284.000000 1.000000
2450186.102567 171.000000 1.000000
2450186.117934 304.000000 1.000000
2450186.133216 195.000000 1.000000
2450186.397660 284.000000 1.000000
2450186.412984 171.000000 1.000000
2450186.428354 304.000000 1.000000
2450186.443645 195.000000 1.000000
2450186.727487 284.000000 1.000000
2450186.758158 304.000000 1.000000
2450186.773457 195.000000 1.000000
2450187.072675 171.000000 1.000000
2450187.387556 195.000000 1.000000
2450187.440827 284.000000 1.000000
2450187.456125 171.000000 1.000000
2450187.471479 304.000000 1.000000
2450187.486755 195.000000 1.000000
2450187.770349 284.000000 1.000000
2450187.785612 171.000000 1.000000
2450187.800986 304.000000 1.000000
2450187.816239 195.000000 1.000000
2450188.099280 284.000000 1.000000
2450188.114581 171.000000 1.000000
2450188.129963 304.000000 1.000000
2450188.145212 195.000000 1.000000
2450188.251132 195.000000 1.000000
2450188.313414 195.000000 1.000000
2450188.355797 284.000000 1.000000
2450188.371059 171.000000 1.000000
2450188.386434 304.000000 1.000000
2450188.401681 195.000000 1.000000
2450188.699813 171.000000 1.000000
2450188.715172 304.000000 1.000000
2450188.730440 195.000000 1.000000
2450189.009911 171.000000 1.000000
2450189.013924 195.000000 1.000000
2450189.018031 195.000000 1.000000
2450189.042077 284.000000 1.000000
2450189.050187 304.000000 1.000000
2450190.179292 171.000000 1.000000
2450190.188707 195.000000 1.000000
2450190.201181 304.000000 1.000000
2450190.228552 284.000000 1.000000
2450190.243848 171.000000 1.000000
2450190.259236 304.000000 1.000000
2450190.274501 195.000000 1.000000
2450190.404026 195.000000 1.000000
2450190.431504 304.000000 1.000000
2450190.437762 284.000000 1.000000
2450190.445543 171.000000 1.000000
2450190.507401 284.000000 1.000000
2450190.518066 304.000000 0.000000
2450190.525995 171.000000 0.000000
2450190.567611 195.000000 0.000000
2450191.289183 195.000000 0.000000
2450191.375772 304.000000 0.000000
2450191.426972 284.000000 1.000000
2450191.431952 171.000000 0.000000
2450192.189057 171.000000 0.000000
2450194.255214 195.000000 0.000000
2450194.269759 304.000000 0.000000
2450194.328291 284.000000 1.000000
2450194.343133 171.000000 0.000000
2450194.362289 171.000000 0.000000
2450195.187420 171.000000 0.000000
2450195.207583 195.000000 0.000000
2450195.309157 304.000000 0.000000
2450195.424102 284.000000 1.000000
2450196.159989 195.000000 0.000000
2450196.174143 304.000000 0.000000
2450196.366208 284.000000 1.000000
2450196.416830 171.000000 0.000000
2450196.437653 195.000000 0.000000
2450196.458477 304.000000 0.000000
2450196.479323 284.000000 1.000000
2450197.150674 284.000000 1.000000
2450197.165156 171.000000 0.000000
2450197.181455 304.000000 0.000000
2450197.208503 171.000000 0.000000
2450198.040838 171.000000 0.000000
2450198.119561 304.000000 0.000000
2450198.182148 284.000000 1.000000
2450198.244789 171.000000 0.000000
2450198.307371 304.000000 0.000000
2450198.349129 195.000000 0.000000
2450198.415940 171.000000 0.000000
2450198.457697 304.000000 0.000000
2450198.499433 284.000000 1.000000
2450198.520293 195.000000 0.000000
2450198.541171 171.000000 0.000000
2450198.833375 195.000000 0.000000
2450198.937728 195.000000 0.000000
2450199.042089 195.000000 0.000000
2450199.104713 304.000000 0.000000
2450199.219921 195.000000 0.000000
2450199.240783 171.000000 0.000000
2450199.282530 304.000000 0.000000
2450199.324270 284.000000 1.000000
2450199.345139 195.000000 0.000000
2450199.624815 284.000000 0.000000
2450199.640089 171.000000 0.000000
2450199.655457 304.000000 0.000000
2450199.670725 195.000000 0.000000
2450199.968804 171.000000 0.000000
2450199.984149 304.000000 0.000000
2450199.999411 195.000000 0.000000
2450200.576939 195.000000 0.000000
2450200.581005 171.000000 0.000000
2450200.647513 304.000000 0.000000
2450200.702616 284.000000 1.000000
2450200.829405 171.000000 0.000000
2450200.895822 304.000000 0.000000
2450201.068195 195.000000 0.000000
2450201.072195 171.000000 0.000000
2450201.333361 195.000000 0.000000
2450201.352530 171.000000 0.000000
2450201.451353 195.000000 0.000000
2450201.455334 171.000000 0.000000
2450201.521834 304.000000 0.000000
2450201.576810 284.000000 1.000000
2450201.693618 195.000000 0.000000
2450201.697582 171.000000 0.000000
2450201.763889 304.000000 0.000000
2450201.818824 284.000000 1.000000
2450201.935613 195.000000 0.000000
2450201.939605 171.000000 0.000000
2450202.005902 304.000000 0.000000
2450202.060859 284.000000 1.000000
2450202.177775 195.000000 0.000000
2450202.181756 171.000000 0.000000
2450202.248108 304.000000 0.000000
2450202.303074 284.000000 1.000000
2450202.316893 195.000000 0.000000
2450202.447081 195.000000 0.000000
2450202.451129 171.000000 0.000000
2450202.517573 304.000000 0.000000
2450202.572716 284.000000 1.000000
2450202.689923 195.000000 0.000000
2450202.693899 171.000000 0.000000
2450202.760403 304.000000 0.000000
2450202.932967 195.000000 0.000000
2450202.936979 171.000000 0.000000
2450203.004049 304.000000 0.000000
2450203.059399 284.000000 1.000000
2450203.176640 195.000000 0.000000
2450203.247173 304.000000 0.000000
2450203.302325 284.000000 1.000000
2450203.346082 195.000000 0.000000
2450203.581996 171.000000 0.000000
2450203.601498 195.000000 0.000000
2450203.632106 304.000000 0.000000
2450203.920991 284.000000 1.000000
2450203.951666 171.000000 0.000000
2450203.971175 195.000000 0.000000
2450204.001798 304.000000 0.000000
2450204.290644 284.000000 1.000000
2450204.321283 171.000000 0.000000
2450204.340798 195.000000 0.000000
2450204.371411 304.000000 0.000000
2450204.389907 304.000000 0.000000
2450204.512251 284.000000 1.000000
2450204.542921 171.000000 0.000000
2450204.562402 195.000000 0.000000
2450204.593020 304.000000 0.000000
2450204.882010 284.000000 1.000000
2450204.912627 171.000000 0.000000
2450204.932151 195.000000 0.000000
2450204.962764 304.000000 0.000000
2450205.242238 284.000000 1.000000
2450205.272875 171.000000 0.000000
2450205.292383 195.000000 0.000000
2450205.323003 304.000000 0.000000
2450205.565086 284.000000 1.000000
2450205.595714 195.000000 0.000000
2450205.611027 171.000000 0.000000
2450205.641655 304.000000 0.000000
2450205.926347 284.000000 1.000000
2450205.957008 195.000000 0.000000
2450206.002929 304.000000 0.000000
2450206.287564 284.000000 1.000000
2450206.478875 284.000000 1.000000
2450206.509475 195.000000 0.000000
2450206.524807 171.000000 0.000000
2450206.555423 304.000000 0.000000
2450206.840536 284.000000 1.000000
2450206.871177 195.000000 0.000000
2450206.886501 171.000000 0.000000
2450207.204084 284.000000 1.000000
2450207.234798 195.000000 0.000000
2450207.250137 171.000000 0.000000
2450207.280855 304.000000 0.000000
2450207.375746 195.000000 0.000000
2450207.405861 304.000000 0.000000
2450207.522818 284.000000 1.000000
2450207.553457 195.000000 0.000000
2450207.568801 171.000000 0.000000
2450207.599468 304.000000 0.000000
2450207.884727 284.000000 1.000000
2450207.915437 195.000000 0.000000
2450207.930771 171.000000 0.000000
2450207.961413 304.000000 0.000000
2450208.247240 284.000000 1.000000
2450208.393263 195.000000 0.000000
2450208.514356 284.000000 1.000000
2450208.524812 304.000000 0.000000
2450208.560355 171.000000 0.000000
2450208.567823 195.000000 0.000000
2450208.823894 284.000000 1.000000
2450208.832048 304.000000 0.000000
2450208.869912 171.000000 0.000000
2450208.875045 195.000000 0.000000
2450209.133381 284.000000 1.000000
2450209.141505 304.000000 0.000000
2450209.179342 171.000000 0.000000
2450209.184507 195.000000 0.000000
2450209.335144 195.000000 0.000000
2450209.457188 284.000000 1.000000
2450209.467639 304.000000 0.000000
2450209.503152 171.000000 0.000000
2450209.510612 195.000000 0.000000
2450209.766235 284.000000 1.000000
2450209.774369 304.000000 0.000000
2450209.812197 171.000000 0.000000
2450209.817326 195.000000 0.000000
2450210.075394 284.000000 1.000000
2450210.083523 304.000000 0.000000
2450210.121353 171.000000 0.000000
2450210.126492 195.000000 0.000000
2450210.511085 304.000000 0.000000
2450210.604391 195.000000 0.000000
2450210.608362 171.000000 0.000000
2450210.674854 304.000000 0.000000
2450210.729987 284.000000 1.000000
2450210.846870 195.000000 0.000000
2450210.850846 171.000000 0.000000
2450210.917141 304.000000 0.000000
2450210.972077 284.000000 1.000000
2450211.089119 195.000000 0.000000
2450211.093120 171.000000 0.000000
2450211.159512 304.000000 0.000000
2450211.214471 284.000000 1.000000
2450211.332643 195.000000 0.000000
2450211.336665 171.000000 0.000000
2450211.403548 304.000000 0.000000
2450211.418632 195.000000 0.000000
2450211.558839 195.000000 0.000000
2450211.562826 171.000000 0.000000
2450211.629113 304.000000 0.000000
2450211.684084 284.000000 1.000000
2450211.805896 195.000000 0.000000
2450211.810185 171.000000 0.000000
2450211.878233 304.000000 0.000000
2450212.049961 195.000000 0.000000
2450212.053961 171.000000 0.000000
2450212.120248 304.000000 0.000000
2450212.175196 284.000000 1.000000
2450212.292204 195.000000 0.000000
2450212.656448 195.000000 0.000000
2450212.660461 171.000000 0.000000
2450212.726943 304.000000 0.000000
2450212.782081 284.000000 1.000000
2450212.899251 195.000000 0.000000
2450212.903242 171.000000 0.000000
2450212.969736 304.000000 0.000000
2450213.024866 284.000000 1.000000
2450213.142042 195.000000 0.000000
2450213.146035 171.000000 0.000000
2450213.212536 304.000000 0.000000
2450213.267682 284.000000 1.000000
2450213.415047 304.000000 0.000000
2450213.498353 195.000000 0.000000
2450213.502313 171.000000 0.000000
2450213.568810 304.000000 0.000000
2450213.623950 284.000000 1.000000
2450213.740797 195.000000 0.000000
2450213.744786 171.000000 0.000000
2450213.811127 304.000000 0.000000
2450213.866175 284.000000 1.000000
2450213.983195 195.000000 0.000000
2450213.987165 171.000000 0.000000
2450214.053530 304.000000 0.000000
2450214.108464 284.000000 1.000000
2450214.357343 195.000000 0.000000
2450214.495930 171.000000 0.000000
2450214.562209 304.000000 0.000000
2450214.733940 195.000000 0.000000
2450214.737935 171.000000 0.000000
2450214.804340 304.000000 0.000000
2450214.859271 284.000000 1.000000
2450214.976059 195.000000 0.000000
2450214.980041 171.000000 0.000000
2450215.046349 304.000000 0.000000
2450215.101291 284.000000 1.000000
2450215.218107 195.000000 0.000000
2450215.222101 171.000000 0.000000
2450215.288430 304.000000 0.000000
2450215.343437 284.000000 1.000000
2450215.450474 304.000000 0.000000
2450215.542777 195.000000 0.000000
2450215.546777 171.000000 0.000000
2450215.613314 304.000000 0.000000
2450215.669548 284.000000 1.000000
2450215.787069 195.000000 0.000000
2450215.791074 171.000000 0.000000
2450215.857625 304.000000 0.000000
2450215.912796 284.000000 1.000000
2450216.031260 195.000000 0.000000
2450216.035248 171.000000 0.000000
2450216.101774 304.000000 0.000000
2450216.158096 284.000000 1.000000
2450216.275609 195.000000 0.000000
2450216.279600 171.000000 0.000000
2450216.317580 304.000000 0.000000
2450216.411555 195.000000 0.000000
2450216.415550 171.000000 0.000000
2450216.482079 304.000000 0.000000
2450216.654541 195.000000 0.000000
2450216.658525 171.000000 0.000000
2450216.725074 304.000000 0.000000
2450216.780251 284.000000 1.000000
2450216.897518 195.000000 0.000000
2450216.901509 171.000000 0.000000
2450217.023247 284.000000 1.000000
2450217.140516 195.000000 0.000000
2450217.144512 171.000000 0.000000
2450217.211929 304.000000 0.000000
2450217.267113 284.000000 1.000000
2450217.311031 195.000000 0.000000
2450217.377755 304.000000 0.000000
2450217.383156 284.000000 1.000000
2450217.407243 304.000000 0.000000
2450217.502072 195.000000 0.000000
2450217.506059 171.000000 0.000000
2450217.572524 304.000000 0.000000
2450217.744334 195.000000 0.000000
2450217.748310 171.000000 0.000000
2450217.815066 304.000000 0.000000
2450217.870706 284.000000 1.000000
2450217.991856 171.000000 0.000000
2450218.058904 304.000000 0.000000
2450218.114284 284.000000 1.000000
2450218.231917 195.000000 0.000000
2450218.235935 171.000000 0.000000
2450218.302880 304.000000 0.000000
2450218.381286 195.000000 0.000000
2450218.385137 171.000000 0.000000
2450218.451464 304.000000 0.000000
2450218.578533 171.000000 0.000000
2450218.582463 195.000000 0.000000
2450218.678587 304.000000 0.000000
2450218.682749 284.000000 1.000000
2450218.894045 171.000000 0.000000
2450219.233505 195.000000 0.000000
2450219.370539 304.000000 0.000000
2450219.458363 171.000000 0.000000
2450219.462319 195.000000 0.000000
2450219.558401 304.000000 0.000000
2450219.562581 284.000000 1.000000
2450219.773916 171.000000 0.000000
2450219.777840 195.000000 0.000000
2450220.313835 304.000000 0.000000
2450220.402370 171.000000 0.000000
2450220.406300 195.000000 0.000000
2450220.502419 304.000000 0.000000
2450220.506602 284.000000 1.000000
2450220.717941 171.000000 0.000000
2450220.721885 195.000000 0.000000
2450221.058206 195.000000 0.000000
2450221.360236 171.000000 0.000000
2450221.390881 284.000000 1.000000
2450221.395427 304.000000 0.000000
2450221.543790 171.000000 0.000000
2450221.557565 195.000000 0.000000
2450221.569792 284.000000 1.000000
2450221.580770 304.000000 0.000000
2450221.758454 171.000000 0.000000
2450221.772164 195.000000 0.000000
2450221.784041 284.000000 1.000000
2450221.794922 304.000000 0.000000
2450221.972880 171.000000 0.000000
2450221.986625 195.000000 0.000000
2450221.998479 284.000000 1.000000
2450222.009394 304.000000 0.000000
2450222.234394 171.000000 0.000000
2450222.238340 195.000000 0.000000
2450222.334618 304.000000 0.000000
2450222.338784 284.000000 1.000000
2450222.550332 171.000000 0.000000
2450222.554264 195.000000 0.000000
2450222.889769 195.000000 0.000000
2450223.154905 195.000000 0.000000
2450223.323083 171.000000 0.000000
2450223.327008 195.000000 0.000000
2450223.423158 304.000000 0.000000
2450223.427248 284.000000 1.000000
2450223.638694 171.000000 0.000000
2450223.642623 195.000000 0.000000
2450223.978739 195.000000 0.000000
2450224.152615 171.000000 0.000000
2450224.156572 195.000000 0.000000
2450224.253069 304.000000 0.000000
2450224.257243 284.000000 1.000000
2450225.516759 304.000000 0.000000
2450225.583710 171.000000 0.000000
2450225.587633 195.000000 0.000000
2450225.683761 304.000000 0.000000
2450225.687923 284.000000 1.000000
2450225.903174 195.000000 0.000000
2450226.231816 195.000000 0.000000
2450226.625724 195.000000 0.000000
2450226.629582 171.000000 0.000000
2450226.633488 284.000000 1.000000
2450226.637992 304.000000 0.000000
2450226.877317 195.000000 0.000000
2450226.881165 171.000000 0.000000
2450226.885060 284.000000 1.000000
2450226.889562 304.000000 0.000000
2450229.349408 304.000000 0.000000
2450229.367248 195.000000 0.000000
2450229.473979 171.000000 0.000000
2450229.477986 195.000000 0.000000
2450229.579518 304.000000 0.000000
2450229.584587 284.000000 0.000000
2450229.795363 171.000000 0.000000
2450229.799361 195.000000 0.000000
2450230.135068 195.000000 0.000000
2450230.234315 304.000000 0.000000
2450230.249480 195.000000 0.000000
2450230.318847 304.000000 0.000000
2450230.402067 171.000000 0.000000
2450230.406056 195.000000 0.000000
2450230.415105 304.000000 0.000000
2450230.611350 304.000000 0.000000
2450230.616413 284.000000 0.000000
2450230.826830 171.000000 0.000000
2450230.830840 195.000000 0.000000
2450231.166254 195.000000 0.000000
2450231.299934 304.000000 0.000000
2450231.396072 171.000000 0.000000
2450231.400078 195.000000 0.000000
2450231.496140 304.000000 0.000000
2450231.501208 284.000000 0.000000
2450231.711606 171.000000 0.000000
2450231.715615 195.000000 0.000000
2450232.051017 195.000000 0.000000
2450232.407533 171.000000 0.000000
2450232.411523 195.000000 0.000000
2450232.507763 304.000000 0.000000
2450232.512828 284.000000 0.000000
2450232.723739 171.000000 0.000000
2450232.727726 195.000000 0.000000
2450233.063281 195.000000 0.000000
2450233.304541 304.000000 0.000000
2450233.310861 284.000000 0.000000
2450233.410693 171.000000 0.000000
2450233.414686 195.000000 0.000000
2450233.510724 304.000000 0.000000
2450233.515804 284.000000 0.000000
2450233.726205 171.000000 0.000000
2450233.730195 195.000000 0.000000
2450234.066532 195.000000 0.000000
2450234.303012 304.000000 0.000000
2450234.328051 195.000000 0.000000
2450234.404775 171.000000 0.000000
2450234.408766 195.000000 0.000000
2450234.510055 284.000000 0.000000
2450234.720854 171.000000 0.000000
2450234.724843 195.000000 0.000000
2450235.059842 195.000000 0.000000
2450235.308345 304.000000 0.000000
2450235.337660 195.000000 0.000000
2450235.413990 171.000000 0.000000
2450235.417998 195.000000 0.000000
2450235.729790 171.000000 0.000000
2450236.068191 195.000000 0.000000
2450236.499918 171.000000 0.000000
2450236.503919 195.000000 0.000000
2450236.600022 304.000000 0.000000
2450236.605078 284.000000 0.000000
2450236.827560 171.000000 0.000000
2450236.831547 195.000000 0.000000
2450237.165972 195.000000 0.000000
2450237.285068 304.000000 0.000000
2450237.381027 171.000000 0.000000
2450237.486227 284.000000 0.000000
2450237.696630 171.000000 0.000000
2450237.700636 195.000000 0.000000
2450238.041765 195.000000 0.000000
2450238.237944 304.000000 0.000000
2450238.333169 171.000000 0.000000
2450238.337090 195.000000 0.000000
2450238.433180 304.000000 0.000000
2450238.437262 284.000000 0.000000
2450238.648876 171.000000 0.000000
2450238.652786 195.000000 0.000000
2450238.987918 195.000000 0.000000
2450239.311845 304.000000 0.000000
2450239.341769 304.000000 0.000000
2450239.437027 171.000000 0.000000
2450239.440963 195.000000 0.000000
2450239.537077 304.000000 0.000000
2450239.541179 284.000000 0.000000
2450239.752554 171.000000 0.000000
2450240.213245 304.000000 0.000000
2450240.308504 171.000000 0.000000
2450240.312415 195.000000 0.000000
2450240.624585 171.000000 0.000000
2450240.628505 195.000000 0.000000
2450240.963643 195.000000 0.000000
2450241.259295 304.000000 0.000000
2450241.341083 171.000000 0.000000
2450241.345014 195.000000 0.000000
2450241.441258 304.000000 0.000000
2450241.445346 284.000000 0.000000
2450241.656964 171.000000 0.000000
2450241.660874 195.000000 0.000000
2450241.995422 195.000000 0.000000
2450242.307082 304.000000 0.000000
2450242.343074 284.000000 0.000000
2450242.349190 284.000000 0.000000
2450242.443190 304.000000 0.000000
2450242.524637 171.000000 0.000000
2450242.528543 195.000000 0.000000
2450242.624708 304.000000 0.000000
2450242.628790 284.000000 0.000000
2450242.840222 171.000000 0.000000
2450242.844129 195.000000 0.000000
2450243.178997 195.000000 0.000000
2450243.331144 304.000000 0.000000
2450243.344929 195.000000 0.000000
2450243.526662 304.000000 0.000000
2450243.530751 284.000000 0.000000
2450243.742174 171.000000 0.000000
2450243.746086 195.000000 0.000000
2450244.080630 195.000000 0.000000
2450244.344975 195.000000 0.000000
2450244.460603 171.000000 0.000000
2450244.464520 195.000000 0.000000
2450244.776059 171.000000 0.000000
2450245.189743 304.000000 1.000000
2450245.288125 171.000000 0.000000
2450245.292012 195.000000 0.000000
2450245.396010 304.000000 0.000000
2450245.474903 171.000000 0.000000
2450245.478809 195.000000 0.000000
2450245.575170 304.000000 0.000000
2450245.579265 284.000000 0.000000
2450245.791648 171.000000 0.000000
2450245.795554 195.000000 0.000000
2450246.372282 304.000000 0.000000
2450246.467534 171.000000 0.000000
2450246.471442 195.000000 0.000000
2450246.569707 304.000000 0.000000
2450246.573789 284.000000 0.000000
2450246.789513 171.000000 0.000000
2450246.793424 195.000000 0.000000
2450247.129927 195.000000 0.000000
2450247.276656 304.000000 0.000000
2450247.373637 171.000000 0.000000
2450247.377554 195.000000 0.000000
2450247.473969 304.000000 0.000000
2450247.689853 171.000000 0.000000
2450247.693769 195.000000 0.000000
2450248.031144 195.000000 0.000000
2450248.542491 304.000000 0.000000
2450248.546451 284.000000 0.000000
2450248.758337 171.000000 0.000000
2450248.762242 195.000000 0.000000
2450249.099455 195.000000 0.000000
2450249.285227 304.000000 0.000000
2450249.380418 171.000000 0.000000
2450249.384327 195.000000 0.000000
2450249.480636 304.000000 0.000000
2450249.484727 284.000000 0.000000
2450249.696085 171.000000 0.000000
2450249.700017 195.000000 0.000000
2450250.325157 195.000000 0.000000
2450250.441551 171.000000 0.000000
2450250.445457 195.000000 0.000000
2450250.541649 304.000000 0.000000
2450250.545739 284.000000 0.000000
2450250.757163 171.000000 0.000000
2450250.761077 195.000000 0.000000
2450251.097373 195.000000 0.000000
2450251.399808 171.000000 0.000000
2450251.499827 304.000000 0.000000
2450251.503907 284.000000 0.000000
2450251.715356 171.000000 0.000000
2450251.719281 195.000000 0.000000
2450252.292781 304.000000 0.000000
2450252.308926 284.000000 0.000000
2450252.488457 304.000000 0.000000
2450252.492536 284.000000 0.000000
2450252.704342 171.000000 0.000000
2450252.708265 195.000000 0.000000
2450253.043362 195.000000 0.000000
2450253.331553 195.000000 0.000000
2450253.380422 304.000000 0.000000
2450253.396022 284.000000 0.000000
2450253.476370 171.000000 0.000000
2450253.480291 195.000000 0.000000
2450253.576613 304.000000 0.000000
2450253.580692 284.000000 0.000000
2450253.792219 171.000000 0.000000
2450253.796128 195.000000 0.000000
2450254.130884 195.000000 0.000000
