# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2458134.554137 145880940447.000000 304.000000 12250741.541504 94600.079060
2458135.040720 145887736910.000000 171.000000 67699972.144857 95777.977804
2458135.044822 145887833713.000000 284.000000 1952591.613513 94208.015178
2458135.050120 145887833713.000000 195.000000 35410081.793240 95841.362941
2458135.054182 145887930942.000000 304.000000 12358452.051333 94611.815287
2458135.541887 145894840028.000000 171.000000 67569603.130758 95808.547691
2458135.545988 145894941322.000000 284.000000 1923765.178290 94171.102935
2458135.551363 145894941322.000000 195.000000 35248020.055839 95859.601548
2458136.041514 145902068118.000000 171.000000 68753009.295384 95563.072250
2458136.045611 145902171973.000000 284.000000 1931642.668101 94143.732871
2458136.050912 145902171973.000000 195.000000 35254158.006080 95818.715185
2458136.054969 145902270919.000000 304.000000 12227880.795800 94603.040105
2458136.545590 145909520743.000000 284.000000 1893934.786087 94158.662502
2458136.554957 145909624017.000000 304.000000 12112273.805339 94533.390561
2458137.041400 145916892830.000000 171.000000 68918805.921156 95252.864260
2458137.045508 145917001433.000000 284.000000 1882146.670863 94120.799304
2458137.050806 145917001433.000000 195.000000 34878868.342665 95308.541406
2458137.054864 145917101949.000000 304.000000 12097052.938007 94510.494110
2458137.541946 145924491176.000000 171.000000 69838086.951007 95131.142287
2458137.546064 145924596938.000000 284.000000 1911859.425884 94129.179099
2458137.551377 145924596938.000000 195.000000 35386097.888103 95190.175882
2458137.555437 145924704895.000000 304.000000 12209069.277621 94467.584801
2458138.041425 145932198610.000000 171.000000 68693683.590814 95169.315794
2458138.045544 145932308572.000000 284.000000 1906572.535863 94132.187498
2458138.050860 145932308572.000000 195.000000 35093756.775377 95114.384390
2458138.054915 145932416808.000000 304.000000 12158050.123160 94519.530387
2458138.541004 145940037300.000000 171.000000 68436512.019430 95022.652033
2458138.545126 145940143522.000000 284.000000 1884422.203427 94011.420646
2458138.550424 145940143522.000000 195.000000 34819117.235520 95114.714983
2458139.041185 145947988810.000000 171.000000 68707050.097080 94967.604008
2458139.045289 145948102043.000000 284.000000 1849983.486637 93939.847594
2458139.050617 145948102043.000000 195.000000 34596601.147490 95111.557792
2458139.541179 145956062479.000000 171.000000 67603448.663949 94923.493826
2458139.550612 145956175735.000000 195.000000 33968745.621253 95009.233055
2458139.554688 145956291183.000000 304.000000 11852407.888174 94494.176268
2458140.041179 145964259836.000000 171.000000 69433813.844008 94929.404814
2458140.045080 145964373091.000000 284.000000 1835926.103709 93942.583313
2458140.050396 145964373091.000000 195.000000 33939897.423705 94990.748559
2458140.054451 145964488537.000000 304.000000 11842226.729555 94464.694626
2458140.540674 145972567985.000000 171.000000 67224704.763655 94746.020335
2458140.544782 145972688031.000000 284.000000 1778823.505093 93925.395026
2458140.550096 145972688031.000000 195.000000 33134455.632077 94818.510123
2458140.554152 145972806041.000000 304.000000 11674638.042823 94467.828622
2458141.044239 145981123008.000000 284.000000 1815567.788381 93894.152945
2458141.049523 145981123008.000000 195.000000 33330060.941993 94789.036969
2458141.053582 145981240943.000000 304.000000 11866049.220333 94434.389445
2458141.541833 145989560748.000000 171.000000 67868075.545626 94661.309511
2458141.545932 145989678840.000000 284.000000 1791851.363531 93883.867389
2458141.551196 145989678840.000000 195.000000 33297094.959900 94676.691216
2458141.555255 145989799121.000000 304.000000 11976828.855372 94444.515418
2458142.041922 145998235955.000000 171.000000 68966808.682389 94668.566262
2458142.046048 145998356272.000000 284.000000 1818620.561226 93855.391511
2458142.051347 145998356272.000000 195.000000 34007652.633797 94659.088428
2458142.055410 145998472098.000000 304.000000 11988136.423311 94422.580442
2458142.541838 146007030185.000000 171.000000 70245638.062466 94586.620552
2458142.545937 146007152627.000000 284.000000 1789295.850882 93851.441387
2458142.551237 146007152627.000000 195.000000 33771314.179688 94654.045743
2458142.555297 146007270617.000000 304.000000 11746189.854771 94372.645527
2458143.045220 146016068900.000000 284.000000 1776786.545516 93834.429659
2458143.050316 146016068900.000000 195.000000 33342659.452444 94634.180335
2458143.054388 146016195580.000000 304.000000 11886011.588468 94325.016284
2458143.545237 146025107442.000000 284.000000 1739726.023611 93802.813096
2458143.550537 146025107442.000000 195.000000 32908367.102620 94557.516406
2458143.554590 146025236123.000000 304.000000 11744724.620716 94402.001404
2458144.040604 146034139236.000000 171.000000 69937397.026472 94436.937199
2458144.049993 146034269589.000000 195.000000 32346280.898958 94528.322870
2458144.054050 146034400243.000000 304.000000 11772598.988141 94412.899789
2458144.540789 146043426338.000000 171.000000 70169668.879979 94469.056719
2458144.544891 146043552086.000000 284.000000 1677683.381753 93831.298924
2458144.550193 146043552086.000000 195.000000 32484181.709519 94480.950186
2458144.554245 146043686495.000000 304.000000 11679415.807581 94458.406624
2458145.040685 146052827126.000000 171.000000 69176893.942993 94387.029633
2458145.044790 146052961247.000000 284.000000 1655285.420481 93889.122324
2458145.050101 146052961247.000000 195.000000 32228416.394563 94477.974393
2458145.054156 146053092801.000000 304.000000 11657309.645648 94460.641348
2458145.541808 146062358151.000000 171.000000 69283474.275231 94387.124689
2458145.545915 146062495799.000000 284.000000 1625275.639177 93886.356182
2458145.551213 146062495799.000000 195.000000 32232234.000255 94499.014927
2458145.555274 146062624428.000000 304.000000 11581809.356231 94466.266706
2458146.041327 146072015762.000000 171.000000 68689823.922344 94385.880876
2458146.045424 146072145595.000000 284.000000 1612584.984662 93871.173184
2458146.054774 146072282472.000000 304.000000 11645367.649535 94554.527089
2458146.541191 146081792143.000000 171.000000 69079755.839770 94379.175185
2458146.545298 146081930177.000000 284.000000 1579032.398631 93888.037485
2458146.550596 146081930177.000000 195.000000 31898201.940953 94448.645599
2458146.554650 146082065471.000000 304.000000 11527048.985388 94570.745726
2458147.039765 146091696822.000000 171.000000 67775486.232223 94369.132401
2458147.043860 146091833139.000000 284.000000 1539233.018520 93940.173888
2458147.049483 146091833139.000000 195.000000 31149235.323888 94438.154853
2458147.053573 146091971635.000000 304.000000 11407744.082279 94577.956907
2458147.539894 146101721621.000000 171.000000 67642541.208244 94309.090943
2458147.543980 146101861083.000000 284.000000 1518841.200073 93936.405292
2458147.549278 146101861083.000000 195.000000 30880941.736543 94454.290896
2458147.553331 146102002723.000000 304.000000 11385939.879835 94601.535771
2458148.039847 146111881030.000000 171.000000 67472021.049888 94288.124278
2458148.043950 146112018521.000000 284.000000 1491905.855870 93935.549675
2458148.049257 146112018521.000000 195.000000 30473131.092102 94454.619751
2458148.539956 146122163680.000000 171.000000 68054278.132379 94320.735356
2458148.544063 146122304220.000000 284.000000 1526151.114489 94009.672916
2458148.549367 146122304220.000000 195.000000 30425241.308103 94420.850357
2458148.553421 146122453068.000000 304.000000 11328007.172354 94757.296552
2458149.039240 146132572521.000000 171.000000 68944889.921822 94333.448583
2458149.048660 146132722210.000000 195.000000 31459320.330272 94471.684813
2458149.052713 146132862797.000000 304.000000 11398071.278524 94774.017967
2458149.541867 146143109885.000000 171.000000 69133105.452533 94309.112054
2458149.545971 146143257386.000000 284.000000 1618682.244644 94141.314915
2458149.551285 146143257386.000000 195.000000 31241529.351372 94533.813773
2458149.555346 146143407062.000000 304.000000 11484605.127133 94772.528972
2458150.045059 146153923457.000000 284.000000 1551686.208430 94125.596248
2458150.050342 146153923457.000000 195.000000 31158789.715917 94551.628676
2458150.054420 146154070899.000000 304.000000 11510745.447635 94861.385651
2458150.541175 146164566334.000000 171.000000 69754425.801384 94452.763294
2458150.545279 146164721245.000000 284.000000 1578432.400896 94163.096925
2458150.550575 146164721245.000000 195.000000 31691749.222713 94558.576382
2458151.039760 146175487077.000000 171.000000 69884058.592015 94489.392245
2458151.043873 146175645548.000000 284.000000 1596247.725846 94258.855421
2458151.049164 146175645548.000000 195.000000 31852398.080085 94617.253735
2458151.053217 146175800289.000000 304.000000 11572004.547471 94913.456040
2458151.540101 146186539667.000000 171.000000 69899248.113531 94489.696237
2458151.543982 146186695777.000000 284.000000 1614111.967921 94307.108356
2458151.549284 146186695777.000000 195.000000 31972359.094357 94709.350823
2458151.553344 146186854059.000000 304.000000 11719632.185945 95106.727682
2458152.039617 146197728225.000000 171.000000 69248324.135362 94524.167938
2458152.043729 146197882329.000000 284.000000 1627764.083117 94344.942902
2458152.049041 146197882329.000000 195.000000 32277031.080765 94727.257139
2458152.053115 146198038603.000000 304.000000 11589721.055796 95138.253276
2458152.541417 146209028466.000000 171.000000 68145595.324990 94570.996010
2458152.545520 146209191755.000000 284.000000 1656095.591087 94403.490074
2458152.550821 146209191755.000000 195.000000 32687780.143752 94755.435713
2458152.554877 146209351457.000000 304.000000 11596813.191615 95292.408749
2458153.040876 146220471520.000000 171.000000 68953406.773366 94627.725747
2458153.044970 146220632589.000000 284.000000 1731281.287464 94575.448486
2458153.050264 146220632589.000000 195.000000 33131254.426486 94817.622417
2458153.054326 146220790118.000000 304.000000 11712243.631845 95336.511245
2458153.541018 146232036990.000000 171.000000 68286877.316078 94595.443641
2458153.545116 146232201422.000000 284.000000 1804503.372995 94612.328667
2458153.550408 146232201422.000000 195.000000 33932287.245546 94917.460180
2458153.554482 146232362367.000000 304.000000 11802748.312845 95469.610602
2458154.040963 146243731967.000000 171.000000 68605176.011594 94632.871232
2458154.045058 146243899718.000000 284.000000 1841621.847689 94699.886909
2458154.050368 146243899718.000000 195.000000 34103104.121866 94878.637945
2458154.054427 146244064029.000000 304.000000 11696379.298222 95566.909907
2458154.540766 146255562903.000000 171.000000 69112789.858208 94744.302774
2458154.544884 146255728293.000000 284.000000 1946955.241477 94841.376786
2458154.550192 146255728293.000000 195.000000 34403399.006328 95007.867566
2458154.554247 146255890096.000000 304.000000 11926782.698721 95806.065317
2458155.040008 146267512690.000000 171.000000 69211061.655382 94734.841290
2458155.044125 146267681227.000000 284.000000 1998583.017929 94990.683881
2458155.049439 146267681227.000000 195.000000 35148431.973656 95161.019849
2458155.053499 146267851930.000000 304.000000 12033424.261332 95772.249220
2458155.541877 146279603352.000000 171.000000 69927625.614695 94768.605747
2458155.545975 146279769505.000000 284.000000 2051563.415794 95134.897976
2458155.551286 146279769505.000000 195.000000 35792517.332480 95101.023133
2458155.555343 146279937430.000000 304.000000 11997776.318768 96032.773349
2458156.041439 146291816634.000000 171.000000 69222033.057042 94773.686174
2458156.045541 146291979962.000000 284.000000 2014856.201184 95272.685651
2458156.050842 146291979962.000000 195.000000 35665229.279816 95120.816375
2458156.055282 146292156758.000000 304.000000 11941575.244859 96088.128023
2458156.540731 146304150305.000000 171.000000 69438077.923859 94772.667330
2458156.544831 146304321985.000000 284.000000 2001425.236936 95227.603084
2458156.550138 146304321985.000000 195.000000 35734629.513230 95133.251782
2458156.554193 146304501773.000000 304.000000 11977706.403366 96000.367950
2458157.040817 146316623873.000000 171.000000 69913638.683696 94781.733467
2458157.044962 146316798495.000000 284.000000 1972619.809949 95283.025488
2458157.050263 146316798495.000000 195.000000 35592699.358389 95164.019422
2458157.054325 146316963987.000000 304.000000 12095175.292724 96006.361584
2458157.539654 146329211593.000000 171.000000 69374804.033419 94818.804167
2458157.543752 146329394423.000000 284.000000 2023723.222027 95275.962615
2458157.553109 146329568130.000000 304.000000 12060557.289008 96040.265336
2458158.039629 146341937625.000000 171.000000 68049879.635652 94920.644292
2458158.043730 146342117324.000000 284.000000 1934522.234445 95289.304368
2458158.049045 146342117324.000000 195.000000 35162487.858899 95245.077642
2458158.541735 146354785464.000000 171.000000 67471104.010924 94919.697354
2458158.545763 146354967148.000000 284.000000 1954616.018828 95317.598229
2458158.551019 146354967148.000000 195.000000 35355181.126715 95133.223523
2458158.555024 146355145851.000000 304.000000 12034805.513154 96094.992858
2458159.041739 146367760303.000000 171.000000 68829398.928076 94979.708370
2458159.045768 146367938777.000000 284.000000 2022504.695317 95306.577479
2458159.051008 146367938777.000000 195.000000 36243808.832903 95168.171600
2458159.055012 146368119410.000000 304.000000 12050846.358894 96106.688223
2458159.541955 146380856381.000000 171.000000 67270550.919853 94964.286294
2458159.545984 146381042921.000000 284.000000 1989559.250161 95309.970544
2458159.551232 146381042921.000000 195.000000 35889705.403099 95166.583417
2458159.555225 146381225402.000000 304.000000 12023191.382377 96065.675912
2458160.041338 146394078719.000000 171.000000 68286225.473474 94925.577488
2458160.045376 146394267092.000000 284.000000 1981072.293238 95317.335285
2458160.050609 146394267092.000000 195.000000 36643554.675355 95094.783549
2458160.054603 146394451363.000000 304.000000 12447382.859525 96035.684957
2458160.541106 146407430456.000000 171.000000 69086727.319315 94929.497923
2458160.550393 146407614321.000000 195.000000 36438882.294297 95160.324658
2458160.554387 146407800345.000000 304.000000 12340166.444580 95546.489472
2458161.040881 146420902615.000000 171.000000 69124091.626366 94823.890730
2458161.044903 146421088222.000000 284.000000 2000442.728745 100479.927287
2458161.050125 146421088222.000000 195.000000 36295004.591371 95025.034531
2458161.054119 146421275988.000000 304.000000 12300584.053593 95408.315296
2458161.540978 146434486944.000000 171.000000 67918869.506998 94770.659191
2458161.545007 146434679119.000000 284.000000 2016110.507203 95285.427028
2458161.550254 146434679119.000000 195.000000 35292168.317322 94916.909121
2458162.040963 146448201875.000000 171.000000 69938316.352845 94789.617737
2458162.044990 146448400542.000000 284.000000 2101450.811582 95291.169189
2458162.050210 146448400542.000000 195.000000 35192002.326475 94868.687844
2458162.541724 146462031520.000000 171.000000 70795177.020343 94726.816486
2458162.551007 146462225450.000000 195.000000 36746864.605565 94893.289202
2458162.555000 146462421537.000000 304.000000 12291862.415735 95190.722379
2458163.041358 146475986341.000000 171.000000 71902955.191900 94737.634293
2458163.045405 146476182048.000000 284.000000 2056608.601459 94875.974425
2458163.050647 146476182048.000000 195.000000 36228165.062678 94863.980971
2458163.054640 146476378043.000000 304.000000 12207696.273288 95072.821478
2458163.541472 146490062056.000000 171.000000 70680206.245497 94711.371349
2458163.545501 146490257682.000000 284.000000 2061359.508398 94718.001865
2458163.550724 146490257682.000000 195.000000 35814930.546392 94797.931446
2458163.554717 146490453495.000000 304.000000 12066720.650926 95038.576669
2458164.041344 146504252036.000000 171.000000 71403179.821641 94710.214079
2458164.045381 146504452045.000000 284.000000 2067945.578107 94566.071638
2458164.054626 146504643084.000000 304.000000 12077295.511344 94936.297404
2458164.541464 146518557915.000000 171.000000 72261192.310812 96805.913584
2458164.545572 146518757679.000000 284.000000 2044057.217388 96752.240596
2458164.550882 146518757679.000000 195.000000 36166872.224467 96772.489566
2458164.554946 146518959596.000000 304.000000 12114065.854328 96860.172029
2458165.041479 146532984707.000000 171.000000 71897282.687873 96671.063727
2458165.045598 146533184210.000000 284.000000 2013481.287815 96629.267127
2458165.050901 146533184210.000000 195.000000 35815455.150267 96765.253163
2458165.054973 146533385865.000000 304.000000 12088617.650540 96808.780473
2458165.541115 146547521284.000000 171.000000 71881396.857737 96660.884022
2458165.545230 146547720532.000000 284.000000 2019286.274677 96517.617086
2458165.550563 146547720532.000000 195.000000 35713113.921897 96722.278522
2458165.554620 146547926287.000000 304.000000 12229904.845920 96811.953783
2458166.040843 146562171404.000000 171.000000 72163329.362222 96561.171476
2458166.044947 146562374725.000000 284.000000 2006303.050588 96256.210396
2458166.050248 146562374725.000000 195.000000 35656370.165858 96628.426957
2458166.054674 146562580198.000000 304.000000 11992402.426408 96589.297125
2458166.541657 146576931670.000000 171.000000 71461017.591256 96558.640246
2458166.546080 146577132218.000000 284.000000 2035682.845604 96203.688663
2458166.551379 146577132218.000000 195.000000 35462002.537925 96560.394609
2458166.555438 146577341701.000000 304.000000 11994349.843064 96600.470899
2458167.041922 146591797061.000000 171.000000 70467249.766679 96453.088019
2458167.046020 146592004186.000000 284.000000 1994408.991966 96046.190812
2458167.051318 146592004186.000000 195.000000 34877240.576512 96483.953300
2458167.055379 146592213463.000000 304.000000 11905617.099317 96590.981999
2458167.541825 146606767864.000000 171.000000 70895316.549021 96456.395604
2458167.551223 146606983122.000000 195.000000 35181677.973657 96494.956300
2458167.555313 146607189554.000000 304.000000 11944867.465537 96470.179904
2458168.041314 146621851127.000000 171.000000 70186774.768027 96454.707821
2458168.045431 146622063452.000000 284.000000 1882659.160865 95925.941663
2458168.050743 146622063452.000000 195.000000 34333703.604786 96442.414440
2458168.054801 146622266974.000000 304.000000 11689776.760197 96409.235797
2458168.541291 146637026804.000000 171.000000 69308151.226227 96300.993711
2458168.545375 146637243083.000000 284.000000 1792067.131130 95914.922356
2458168.550673 146637243083.000000 195.000000 33537363.507699 96324.464979
2458168.554728 146637454582.000000 304.000000 11635408.891460 96408.516085
2458169.041235 146652305846.000000 171.000000 68499774.292762 96233.828494
2458169.045333 146652519168.000000 284.000000 1719736.187507 95861.178390
2458169.050633 146652519168.000000 195.000000 32524834.778229 96324.609503
2458169.054688 146652734640.000000 304.000000 11487862.085616 96402.262605
2458169.541394 146667677732.000000 171.000000 69558697.347294 96181.710071
2458169.545487 146667898979.000000 284.000000 1659062.823049 95763.200025
2458169.550775 146667898979.000000 195.000000 32400336.343378 96330.802907
2458169.554828 146668111502.000000 304.000000 11484777.922940 96372.145193
2458170.041501 146683152147.000000 171.000000 68405906.405640 96173.223979
2458170.045605 146683363418.000000 284.000000 1596370.834995 95744.677335
2458170.050902 146683363418.000000 195.000000 31734651.216425 96343.824729
2458170.054955 146683576838.000000 304.000000 11505052.313691 96358.874198
2458170.541635 146698706275.000000 171.000000 68549376.714694 96188.806026
2458170.545742 146698918378.000000 284.000000 1566361.490633 95715.664624
2458170.551029 146698918378.000000 195.000000 31312091.217666 96349.746636
2458170.555082 146699139694.000000 304.000000 11409422.900581 96343.187849
2458171.041589 146714348904.000000 171.000000 68346012.435644 96210.245317
2458171.045710 146714568892.000000 284.000000 1536762.804009 95712.174204
2458171.051037 146714568892.000000 195.000000 30785170.991972 96349.813211
2458171.055109 146714791029.000000 304.000000 11294115.438217 96331.793634
2458171.541728 146730083945.000000 171.000000 68913533.343737 96195.318568
2458171.545825 146730304734.000000 284.000000 1524481.615496 95676.169383
2458171.551128 146730304734.000000 195.000000 30817878.527455 96341.317307
2458172.041937 146745897150.000000 171.000000 69026779.689416 96207.396417
2458172.046070 146746120529.000000 284.000000 1511426.799334 95664.105653
2458172.051366 146746120529.000000 195.000000 30689263.263495 96371.320649
2458172.541780 146761791293.000000 171.000000 69439541.813006 96262.341754
2458172.551184 146762017226.000000 195.000000 30816551.169957 96437.306824
2458172.555236 146762236362.000000 304.000000 11557322.264301 96506.887550
2458173.041877 146777764834.000000 171.000000 68830910.384547 96263.524608
2458173.045986 146777993309.000000 284.000000 1491494.717325 95908.604874
2458173.051281 146777993309.000000 195.000000 30555228.584262 96541.567636
2458173.055332 146778214988.000000 304.000000 11178058.366636 96650.650889
2458173.541356 146793817305.000000 171.000000 68104623.373799 96387.491499
2458173.545457 146794039392.000000 284.000000 1464476.062131 95945.879936
2458173.550752 146794039392.000000 195.000000 30268696.319350 96548.146244
2458173.554806 146794265315.000000 304.000000 11276692.114632 96654.630597
2458174.041315 146809938556.000000 171.000000 68485828.691169 96398.686197
2458174.045408 146810164891.000000 284.000000 1440224.150459 95945.215554
2458174.050690 146810164891.000000 195.000000 29805455.223470 96577.756324
2458174.054743 146810386092.000000 304.000000 11021796.070525 96704.422772
2458174.541265 146826126639.000000 171.000000 69389969.611582 96421.656000
2458174.545654 146826357216.000000 284.000000 1440231.471164 96047.585615
2458174.550966 146826357216.000000 195.000000 29829607.708753 96678.177964
2458174.555019 146826582631.000000 304.000000 11287962.949811 96770.786091
2458175.040508 146842395135.000000 171.000000 68527607.272099 96545.944738
2458175.044597 146842616894.000000 284.000000 1400065.857830 96045.697714
2458175.049899 146842616894.000000 195.000000 29188700.140553 96681.924790
2458175.053957 146842839203.000000 304.000000 11039980.042199 96841.164165
2458175.540823 146858711234.000000 171.000000 68147044.816918 96622.944520
2458175.544922 146858944569.000000 284.000000 1412877.768587 96080.142155
2458175.550217 146858944569.000000 195.000000 29262590.937519 96827.916925
2458175.554273 146859180049.000000 304.000000 11281396.927763 96849.816233
2458176.044433 146875337711.000000 284.000000 1454382.280933 96084.656549
2458176.049264 146875337711.000000 195.000000 29485761.544633 97033.405488
