# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2459242.055205 146072954668.000000 304.000000 10982934.846012 98618.872353
2459242.541087 146080859799.000000 171.000000 76476371.982931 98447.411986
2459242.545195 146080977093.000000 284.000000 2475693.709138 97832.499521
2459242.550503 146080977093.000000 195.000000 41561956.362012 97933.732582
2459242.554583 146081091650.000000 304.000000 11078779.034774 98551.531002
2459243.040688 146089122995.000000 171.000000 75114187.442536 98243.520609
2459243.044792 146089243532.000000 284.000000 2396527.083226 97834.331619
2459243.050115 146089243532.000000 195.000000 41112650.010305 97926.506751
2459243.054177 146089355010.000000 304.000000 11009539.166179 98540.935071
2459243.544504 146097636942.000000 284.000000 2359254.475223 97750.467281
2459243.549817 146097636942.000000 195.000000 39921102.832685 97930.544122
2459243.553879 146097751627.000000 304.000000 10938073.821353 98542.637869
2459244.039947 146106030328.000000 171.000000 74065066.374144 98119.861647
2459244.049361 146106151123.000000 195.000000 39820729.831776 97945.914410
2459244.053422 146106269017.000000 304.000000 10896003.667378 98532.458703
2459244.541901 146114667601.000000 171.000000 75082321.505207 98046.312065
2459244.546004 146114792684.000000 284.000000 2312629.469019 97728.633070
2459244.551318 146114792684.000000 195.000000 40372524.352425 97943.781384
2459244.555380 146114907676.000000 304.000000 11006348.148509 98504.772233
2459245.040458 146123425611.000000 171.000000 75789178.924730 98007.091191
2459245.044562 146123548740.000000 284.000000 2272191.992780 97736.062726
2459245.049871 146123548740.000000 195.000000 39931817.249436 97927.947617
2459245.053935 146123673147.000000 304.000000 10891771.511552 98528.881197
2459245.540380 146132301926.000000 171.000000 74712494.668417 98050.189985
2459245.544485 146132428307.000000 284.000000 2205586.820409 97725.344481
2459245.549790 146132428307.000000 195.000000 39426123.161536 97952.677623
2459245.553851 146132550823.000000 304.000000 10797824.294613 98581.406731
2459246.039965 146141299472.000000 171.000000 74954915.175920 98015.408693
2459246.049378 146141423201.000000 195.000000 38382725.541116 97940.682555
2459246.053441 146141549812.000000 304.000000 10689187.937928 98570.282463
2459246.538726 146150408447.000000 171.000000 74631193.369618 97938.982349
2459246.542826 146150536291.000000 284.000000 2101261.693269 97636.781883
2459246.548134 146150536291.000000 195.000000 37934989.540183 97963.097494
2459246.552192 146150660966.000000 304.000000 10718281.997967 98606.594193
2459247.038579 146159630917.000000 171.000000 73018190.600259 97926.216414
2459247.042704 146159756915.000000 284.000000 2028694.868173 97649.443520
2459247.048017 146159756915.000000 195.000000 36720081.839228 97947.917787
2459247.052076 146159890994.000000 304.000000 10520475.489588 98610.622006
2459247.541595 146168967324.000000 171.000000 72255658.875360 98012.965610
2459247.545695 146169097392.000000 284.000000 2023428.847919 97678.189000
2459247.551005 146169097392.000000 195.000000 36319182.213264 97959.694605
2459247.555068 146169223785.000000 304.000000 10584331.135474 98723.512930
2459248.041477 146178411481.000000 171.000000 72453349.817592 98065.359346
2459248.045582 146178539802.000000 284.000000 1970480.054819 97725.354349
2459248.050885 146178539802.000000 195.000000 35705703.057599 97963.229746
2459248.054953 146178676111.000000 304.000000 10427578.358717 98802.098468
2459248.540779 146187956782.000000 171.000000 73338483.613813 98290.572579
2459248.544883 146188089226.000000 284.000000 2018105.010633 97827.525367
2459248.550185 146188089226.000000 195.000000 35607682.739883 98277.701270
2459248.554260 146188229609.000000 304.000000 10537833.590935 98972.719559
2459249.040759 146197618124.000000 171.000000 72816215.944179 98381.550247
2459249.044912 146197754729.000000 284.000000 1955130.713424 97828.187645
2459249.050213 146197754729.000000 195.000000 35259130.491350 98270.180125
2459249.054276 146197887910.000000 304.000000 10489824.877462 98973.004342
2459249.540112 146207375862.000000 171.000000 72691670.144088 98510.592064
2459249.544218 146207516694.000000 284.000000 1938799.760731 132399.033959
2459249.549713 146207516694.000000 195.000000 34793232.934716 98415.581390
2459249.553781 146207654045.000000 304.000000 10394163.603590 99031.882580
2459250.039986 146217248980.000000 171.000000 73181746.901072 98552.110731
2459250.044091 146217382703.000000 284.000000 1936014.647831 97934.909890
2459250.049394 146217382703.000000 195.000000 34951030.307533 98573.708899
2459250.053454 146217518605.000000 304.000000 10587537.495027 99136.345893
2459250.539091 146227210399.000000 171.000000 73859778.758586 98757.456943
2459250.543203 146227353993.000000 284.000000 1918953.712817 98062.444326
2459250.548702 146227353993.000000 195.000000 35125194.963379 98614.075951
2459250.552762 146227494015.000000 304.000000 10617224.853668 99476.941555
2459251.038957 146237282993.000000 171.000000 73112598.820269 98823.244720
2459251.043060 146237419378.000000 284.000000 1864823.562834 98164.668629
2459251.048376 146237419378.000000 195.000000 34214808.679377 98862.411698
2459251.052437 146237563744.000000 304.000000 10496011.377944 99579.867247
2459251.541604 146247443776.000000 171.000000 74424925.094634 99009.063765
2459251.545706 146247584220.000000 284.000000 1866118.176997 98499.082474
2459251.551022 146247584220.000000 195.000000 34762249.930064 99092.892576
2459251.555273 146247727234.000000 304.000000 10563956.187507 100181.580261
2459252.041423 146257708005.000000 171.000000 74279735.463604 99181.925574
2459252.045526 146257847079.000000 284.000000 1848082.365187 98520.864067
2459252.050846 146257847079.000000 195.000000 34638305.620475 99092.083351
2459252.054904 146257988823.000000 304.000000 10410384.377438 100206.711622
2459252.540597 146268056993.000000 171.000000 74594769.488232 99339.732910
2459252.544682 146268200158.000000 284.000000 1832197.521659 98871.102463
2459253.040080 146278504181.000000 171.000000 73322053.365678 99335.167508
2459253.044184 146278651462.000000 284.000000 1804058.210978 99013.245228
2459253.049487 146278651462.000000 195.000000 33582578.954536 99210.214075
2459253.053550 146278795621.000000 304.000000 10327759.495175 100593.677509
2459253.539021 146289051281.000000 171.000000 73553731.299265 99271.672550
2459253.543139 146289191440.000000 284.000000 1796737.005494 99066.363955
2459253.548432 146289191440.000000 195.000000 34243300.888287 99262.989213
2459253.552690 146289345065.000000 304.000000 10454362.969086 100595.384067
2459254.039246 146299676630.000000 171.000000 73552173.590399 99312.903577
2459254.043348 146299821033.000000 284.000000 1835755.667331 99108.074352
2459254.048648 146299821033.000000 195.000000 34551814.584598 99198.045683
2459254.052712 146299972813.000000 304.000000 10324373.234342 100619.103244
2459254.539127 146310397759.000000 171.000000 73775928.990225 99250.802563
2459254.548540 146310545517.000000 195.000000 34593313.554183 99198.658418
2459254.552599 146310695454.000000 304.000000 10291185.531062 100741.123438
2459255.043451 146321358968.000000 284.000000 1806952.378175 99616.101062
2459255.048751 146321358968.000000 195.000000 34081305.169244 99209.216900
2459255.052807 146321507092.000000 304.000000 10207945.158243 100738.213483
2459255.541606 146332103281.000000 171.000000 72591680.334874 99273.377424
2459255.545727 146332258717.000000 284.000000 1807829.653383 99735.932501
2459255.551018 146332258717.000000 195.000000 33937639.639864 99310.884835
2459255.555098 146332405081.000000 304.000000 10340794.487795 100829.791652
2459256.041553 146343089717.000000 171.000000 75471604.235217 99260.045501
2459256.045665 146343242177.000000 284.000000 1847662.310766 99715.958054
2459256.050979 146343242177.000000 195.000000 33906604.394123 99273.250574
2459256.055039 146343398100.000000 304.000000 10200397.689694 100805.252897
2459256.541594 146354161497.000000 171.000000 73494086.075468 99306.495913
2459256.545699 146354312266.000000 284.000000 1843958.144057 99838.356399
2459256.551012 146354312266.000000 195.000000 34173443.984174 99341.833148
2459256.555074 146354471521.000000 304.000000 10261892.600298 100897.034393
2459257.041468 146365315719.000000 171.000000 72740356.652445 99339.565642
2459257.050867 146365469792.000000 195.000000 33934827.479879 99349.774764
2459257.054940 146365621177.000000 304.000000 10184214.117863 100865.013056
2459257.540885 146376552313.000000 171.000000 72569241.722086 99296.497027
2459257.544985 146376709728.000000 284.000000 1891077.399025 99833.280765
2459257.550290 146376709728.000000 195.000000 34317134.657892 99357.235266
2459257.554366 146376869323.000000 304.000000 10307508.499522 100789.630415
2459258.044968 146388031006.000000 284.000000 1918242.129405 99880.868764
2459258.050271 146388031006.000000 195.000000 35054307.059538 99400.768249
2459258.054345 146388194005.000000 304.000000 10325773.633266 100757.999759
2459258.541921 146399286655.000000 171.000000 71939159.812121 99361.609874
2459258.546030 146399449187.000000 284.000000 1966092.892174 99835.941498
2459258.551347 146399449187.000000 195.000000 34673710.265612 99380.477531
2459258.555403 146399602726.000000 304.000000 10388717.711809 100719.090121
2459259.041188 146410779413.000000 171.000000 71370893.935839 99444.693439
2459259.045288 146410934286.000000 284.000000 1935074.264381 99796.603112
2459259.050591 146410934286.000000 195.000000 34633526.899525 99304.069279
2459259.054652 146411095982.000000 304.000000 10154277.558104 100649.283656
2459259.544614 146422509392.000000 284.000000 1905369.407658 99791.925883
2459259.549917 146422509392.000000 195.000000 34633625.890462 99380.870078
2459259.553975 146422674678.000000 304.000000 10220776.942727 100622.499067
2459260.040723 146434008798.000000 171.000000 69695873.015040 99250.309696
2459260.044825 146434166982.000000 284.000000 1885870.230995 99773.025748
2459260.050127 146434166982.000000 195.000000 34396439.531482 99265.922158
2459260.054185 146434329418.000000 304.000000 10071823.495468 100552.704951
2459260.540597 146445741643.000000 171.000000 70756500.198103 99023.555960
2459260.544700 146445908083.000000 284.000000 1886698.621125 99624.728903
2459260.549999 146445908083.000000 195.000000 34410280.021148 99176.239509
2459260.554056 146446070067.000000 304.000000 10288277.560054 100416.845609
2459261.040425 146457555819.000000 171.000000 69624643.376582 98954.396723
2459261.044532 146457723925.000000 284.000000 1884629.655425 99563.670895
2459261.049833 146457723925.000000 195.000000 34182389.350227 99139.728140
2459261.053892 146457883127.000000 304.000000 10349563.583568 100362.622053
2459261.541910 146469457046.000000 171.000000 67918688.047503 98933.658855
2459261.546016 146469622496.000000 284.000000 1901553.419865 99441.128980
2459261.551336 146469622496.000000 195.000000 34068633.515825 99262.867196
2459261.555393 146469787766.000000 304.000000 10142089.381685 100273.302717
2459262.041815 146481432546.000000 171.000000 68757999.407046 98843.893889
2459262.045923 146481597347.000000 284.000000 1937776.482433 99170.653198
2459262.051224 146481597347.000000 195.000000 34529888.876355 99397.393127
2459262.055282 146481764329.000000 304.000000 10504706.090098 100199.897790
2459262.541496 146493488270.000000 171.000000 68148214.233237 98784.252259
2459262.545604 146493654861.000000 284.000000 1984447.263515 99110.238687
2459262.550908 146493654861.000000 195.000000 35656898.974866 99596.408231
2459262.554970 146493827865.000000 304.000000 10310403.349954 99906.727224
2459263.045510 146505788978.000000 284.000000 2028739.003200 98969.237140
2459263.050844 146505788978.000000 195.000000 35221052.679651 99896.289345
2459263.054906 146505956989.000000 304.000000 10153705.044290 99799.050588
2459263.541216 146517830154.000000 171.000000 70706578.389172 98710.176595
2459263.545318 146518002018.000000 284.000000 2066395.524997 98888.395582
2459263.550620 146518002018.000000 195.000000 36052998.302030 99536.482466
2459263.554686 146518176062.000000 304.000000 10379068.658475 99783.725354
2459264.041439 146530121728.000000 171.000000 71349961.991025 98691.005956
2459264.050761 146530288703.000000 195.000000 35581679.944157 99830.041219
2459264.054824 146530468809.000000 304.000000 10300973.960013 99693.264349
2459264.541554 146542491654.000000 171.000000 68598997.406200 98851.384880
2459264.545660 146542657834.000000 284.000000 2066471.352204 98506.313160
2459264.550969 146542657834.000000 195.000000 35686780.347479 99783.239290
2459264.555026 146542837118.000000 304.000000 10293666.874257 99398.002431
2459265.041417 146554932874.000000 171.000000 69912369.654885 98835.110064
2459265.045525 146555102193.000000 284.000000 2085272.598236 98462.180403
2459265.050829 146555102193.000000 195.000000 35634581.853381 99776.890238
2459265.054889 146555276731.000000 304.000000 10305158.966738 99391.388781
2459265.541229 146567452237.000000 171.000000 70348540.996031 98920.288538
2459265.545325 146567620733.000000 284.000000 2079461.638946 98403.549648
2459265.550633 146567620733.000000 195.000000 35592751.739167 99762.579348
2459265.554690 146567798411.000000 304.000000 10375939.246964 99217.414976
2459266.041177 146580040755.000000 171.000000 70260060.979332 99443.531100
2459266.045280 146580215515.000000 284.000000 2045507.701241 98410.867607
2459266.050583 146580215515.000000 195.000000 35905496.646158 99756.782083
2459266.054641 146580396263.000000 304.000000 10286248.275100 99257.810231
2459266.540775 146592713562.000000 171.000000 72394806.446407 99533.369753
2459266.550191 146592891406.000000 195.000000 36681465.877740 99832.351885
2459266.554252 146593071431.000000 304.000000 10300181.368779 99258.060690
2459267.040840 146605463809.000000 171.000000 70026753.455443 99548.300067
2459267.044943 146605633928.000000 284.000000 2042878.112700 98418.812507
2459267.049962 146605633928.000000 195.000000 36629904.306895 99894.452314
2459267.054020 146605817013.000000 304.000000 10387600.048944 99295.427686
2459267.540717 146618279953.000000 171.000000 70658299.290026 99684.568494
2459267.544822 146618462106.000000 284.000000 2025267.594992 98314.164823
2459267.550125 146618462106.000000 195.000000 36737550.149630 100119.588474
2459267.554206 146618639306.000000 304.000000 10273051.926965 98917.569185
2459268.040068 146631178246.000000 171.000000 70074431.051662 99712.303328
2459268.044172 146631358127.000000 284.000000 2016316.629506 98323.027898
2459268.049476 146631358127.000000 195.000000 36601951.639448 100088.933157
2459268.053537 146631538407.000000 304.000000 10439091.548602 98775.694564
2459268.545899 146644331894.000000 284.000000 2121132.802242 97843.874302
2459268.551207 146644331894.000000 195.000000 37511920.951169 100169.927189
2459268.555278 146644508106.000000 304.000000 10590711.026994 98597.109793
2459269.041849 146657195585.000000 171.000000 71994228.927707 99940.019973
2459269.045954 146657374500.000000 284.000000 2099225.007137 97837.610669
2459269.051258 146657374500.000000 195.000000 37754597.894906 100209.281332
2459269.055318 146657562821.000000 304.000000 10475285.031519 98478.089431
2459269.541509 146670319366.000000 171.000000 72153941.271415 100003.666404
2459269.545612 146670504877.000000 284.000000 2089042.435763 97718.004622
2459269.550923 146670504877.000000 195.000000 37066437.927915 100245.461861
2459269.554986 146670683626.000000 304.000000 10447149.984019 98562.143835
2459270.040819 146683520011.000000 171.000000 71886496.402353 100018.653064
2459270.044924 146683701517.000000 284.000000 2100612.940471 97657.304244
2459270.050229 146683701517.000000 195.000000 36729012.553935 100290.394810
2459270.539106 146696795166.000000 171.000000 71221667.026929 100081.337919
2459270.548503 146696975988.000000 195.000000 36442731.391027 100278.934276
2459270.552577 146697166303.000000 304.000000 10499530.164007 98631.520417
2459271.042755 146710328381.000000 284.000000 2166802.213352 97831.400837
2459271.048061 146710328381.000000 195.000000 37041872.783979 100343.478190
2459271.052124 146710509088.000000 304.000000 10482473.712096 98701.650151
2459271.537556 146723577002.000000 171.000000 73453060.273310 100149.178527
2459271.541644 146723757971.000000 284.000000 2138279.499770 97848.834612
2459271.546957 146723757971.000000 195.000000 37474131.123966 100315.295772
2459271.551035 146723939561.000000 304.000000 10521951.127917 98813.136068
2459272.036945 146737078601.000000 171.000000 73329920.195840 100145.977743
2459272.041047 146737258859.000000 284.000000 2178862.347031 97999.781549
2459272.046357 146737258859.000000 195.000000 37333525.420823 100365.792039
2459272.050440 146737454567.000000 304.000000 10539048.532573 98938.285384
2459272.541841 146750654745.000000 171.000000 73481321.045735 100298.546255
2459272.551255 146750850680.000000 195.000000 37752972.627301 100463.475346
2459272.555344 146751032455.000000 304.000000 10603352.461681 98938.664632
2459273.041477 146764312498.000000 171.000000 75332493.163012 100322.429414
2459273.045583 146764509323.000000 284.000000 2157260.532822 98433.516923
2459273.050889 146764509323.000000 195.000000 38042831.270422 100601.453430
2459273.054961 146764693428.000000 304.000000 10644260.148274 99269.456988
2459273.541218 146778057952.000000 171.000000 75248487.338404 100466.161882
2459273.545666 146778240750.000000 284.000000 2154622.319737 98411.210726
2459273.555034 146778442102.000000 304.000000 10555942.163788 99289.144498
2459274.040719 146791863438.000000 171.000000 76326669.816691 100527.936786
2459274.050128 146792063554.000000 195.000000 37630160.723444 100606.846966
2459274.054189 146792250850.000000 304.000000 10493143.962172 99284.114018
2459274.540806 146805761725.000000 171.000000 76384871.531034 100526.801979
2459274.544914 146805950536.000000 284.000000 2121808.687450 98430.090812
2459274.550218 146805950536.000000 195.000000 37673984.823804 100646.835132
2459274.554277 146806155212.000000 304.000000 10567265.465083 99397.557513
2459275.040022 146819742493.000000 171.000000 75651598.843480 100554.343983
2459275.044126 146819933641.000000 284.000000 2020522.432762 98456.037041
2459275.053514 146820126966.000000 304.000000 10428439.912252 99427.933932
2459275.538934 146833790237.000000 171.000000 76952032.200828 100556.864474
2459275.543037 146833985075.000000 284.000000 1994826.170500 98554.473946
2459275.548362 146833985075.000000 195.000000 36874164.111702 100525.422494
2459275.552422 146834182090.000000 304.000000 10400696.683011 99507.342680
2459276.038820 146847921443.000000 171.000000 75608783.636576 100477.341252
2459276.042927 146848119989.000000 284.000000 2028200.202775 98563.623648
2459276.048243 146848119989.000000 195.000000 36707195.835540 100503.646409
2459276.052302 146848305526.000000 304.000000 10288308.592829 99486.397658
2459276.541786 146862120115.000000 171.000000 76222880.261681 100480.171069
2459276.545890 146862323634.000000 284.000000 2045914.376249 98553.864008
2459276.551201 146862323634.000000 195.000000 36976362.756628 100483.168104
2459276.555265 146862528104.000000 304.000000 10532693.777058 99452.382151
2459277.045910 146876609458.000000 284.000000 2071648.306286 135130.128063
2459277.051214 146876609458.000000 195.000000 36672756.835995 100437.267089
2459277.055273 146876818931.000000 304.000000 10391327.008614 99521.238756
2459277.541785 146890794382.000000 171.000000 76415558.471321 100447.283123
2459277.545888 146890992548.000000 284.000000 2030368.087632 98574.678995
