# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450221.784041 149747346435.000000 284.000000 2807471.122602 2833.555863 1.000000 1.000000
2450221.794922 149747346435.000000 304.000000 29009378.141782 5912.750815 0.000000 0.000000
2450221.972880 149747346435.000000 171.000000 78449039.185354 10949.493545 0.000000 1.000000
2450221.986625 149747346435.000000 195.000000 39113169.540525 8013.360753 0.000000 0.000000
2450221.998479 149747346435.000000 284.000000 2752031.467018 2811.504843 1.000000 1.000000
2450222.009394 149747346435.000000 304.000000 29094436.367998 5929.576325 0.000000 0.000000
2450222.234394 149747346435.000000 171.000000 77316501.928311 10606.711714 0.000000 1.000000
2450222.238340 149747346435.000000 195.000000 37195024.077320 7528.065722 0.000000 0.000000
2450222.334618 149747346435.000000 304.000000 28398806.052425 5798.736861 0.000000 0.000000
2450222.338784 149747346435.000000 284.000000 2534493.738292 2601.193638 1.000000 1.000000
2450222.550332 149770417510.000000 171.000000 77981133.309466 10588.596241 0.000000 1.000000
2450222.554264 149770417510.000000 195.000000 35759309.391944 7298.540544 0.000000 0.000000
2450222.889769 149770417510.000000 195.000000 36158899.189915 7354.298438 0.000000 1.000000
2450223.154905 149770417510.000000 195.000000 35395599.949060 7274.712331 0.000000 1.000000
2450223.323083 149770417510.000000 171.000000 76420247.551904 10473.939450 0.000000 1.000000
2450223.327008 149770417510.000000 195.000000 46315567.308627 8210.898616 0.000000 0.000000
2450223.423158 149770417510.000000 304.000000 27850014.833615 5769.394362 0.000000 0.000000
2450223.427248 149770417510.000000 284.000000 2346557.037547 2538.600439 1.000000 1.000000
2450223.638694 149793155518.000000 171.000000 77230088.103826 10533.549162 0.000000 1.000000
2450223.642623 149793155518.000000 195.000000 34831780.877855 7212.470385 0.000000 0.000000
2450223.978739 149793155518.000000 195.000000 34796490.309286 7231.753867 0.000000 1.000000
2450224.152615 149793155518.000000 171.000000 94282123.367162 11677.214901 0.000000 0.000000
2450224.156572 149793155518.000000 195.000000 33479172.944340 7111.176854 0.000000 1.000000
2450224.253069 149793155518.000000 304.000000 27747154.835154 5704.047438 0.000000 1.000000
2450224.257243 149793155518.000000 284.000000 2212396.681393 2521.395609 1.000000 0.000000
2450225.516759 149837644388.000000 304.000000 28142235.535608 5737.570673 0.000000 0.000000
2450225.583710 149837644388.000000 171.000000 72241879.456512 10168.390390 0.000000 1.000000
2450225.587633 149837644388.000000 195.000000 31571044.265712 6898.798714 0.000000 0.000000
2450225.683761 149837644388.000000 304.000000 27338176.094200 5654.451314 0.000000 0.000000
2450225.687923 149837644388.000000 284.000000 1937913.193883 2420.171537 1.000000 1.000000
2450225.903174 149837644388.000000 195.000000 32702216.848351 6965.711737 0.000000 0.000000
2450226.231816 149837644388.000000 195.000000 30885448.198531 6747.584132 0.000000 0.000000
2450226.625724 149859397977.000000 195.000000 30139458.900655 6716.304601 0.000000 1.000000
2450226.629582 149859397977.000000 171.000000 71827753.337403 10111.506523 0.000000 0.000000
2450226.633488 149859397977.000000 284.000000 1845739.556280 2352.141086 1.000000 1.000000
2450226.637992 149859397977.000000 304.000000 28350863.439316 5809.122472 0.000000 0.000000
2450226.877317 149859397977.000000 195.000000 31115258.756482 7506.487950 0.000000 1.000000
2450226.881165 149859397977.000000 171.000000 71916989.352182 10621.287585 0.000000 0.000000
2450226.885060 149859397977.000000 284.000000 2022259.317099 2730.588829 1.000000 1.000000
2450226.889562 149859397977.000000 304.000000 27553698.681650 6396.383757 0.000000 0.000000
2450229.349408 149901993366.000000 304.000000 28652778.717142 5746.009804 0.000000 0.000000
2450229.367248 149901993366.000000 195.000000 32784814.683457 6678.948413 0.000000 0.000000
2450229.473979 149901993366.000000 171.000000 76877316.756636 10963.019541 0.000000 0.000000
2450229.477986 149901993366.000000 195.000000 31703285.874291 6719.720874 0.000000 1.000000
2450229.579518 149922828565.000000 304.000000 28506368.569643 5840.634588 0.000000 1.000000
2450229.584587 149922828565.000000 284.000000 1677509.667231 1866.512737 0.000000 0.000000
2450229.795363 149922828565.000000 171.000000 77487198.577899 11063.824697 0.000000 0.000000
2450229.799361 149922828565.000000 195.000000 31698255.529068 6751.565354 0.000000 1.000000
2450230.135068 149922828565.000000 195.000000 403992029.589329 159034.258222 0.000000 1.000000
2450230.234315 149922828565.000000 304.000000 33460879.766785 6474.589261 0.000000 0.000000
2450230.249480 149922828565.000000 195.000000 35518846.050418 7527.705242 0.000000 0.000000
2450230.318847 149922828565.000000 304.000000 29825342.188545 5997.279330 0.000000 1.000000
2450230.402067 149922828565.000000 171.000000 78676669.216513 11211.970919 0.000000 1.000000
2450230.406056 149922828565.000000 195.000000 32233077.655106 6823.065065 0.000000 0.000000
2450230.415105 149922828565.000000 304.000000 28797176.655865 5866.074967 0.000000 1.000000
2450230.611350 149943335842.000000 304.000000 28805060.434422 5861.159534 0.000000 1.000000
2450230.616413 149943335842.000000 284.000000 1722463.839645 1890.557000 0.000000 0.000000
2450230.826830 149943335842.000000 171.000000 78730612.595068 11173.344277 0.000000 0.000000
2450230.830840 149943335842.000000 195.000000 33052866.804885 6887.122246 0.000000 1.000000
2450231.166254 149943335842.000000 195.000000 32192509.815903 6819.516216 0.000000 1.000000
2450231.299934 149943335842.000000 304.000000 27581871.487135 5758.527316 0.000000 1.000000
2450231.396072 149943335842.000000 171.000000 77382091.393088 11094.158642 0.000000 0.000000
2450231.400078 149943335842.000000 195.000000 33431164.902709 6933.927554 0.000000 1.000000
2450231.496140 149943335842.000000 304.000000 27246494.048568 5748.138188 0.000000 1.000000
2450231.501208 149963554181.000000 284.000000 1680228.987011 1958.906146 0.000000 0.000000
2450231.711606 149963554181.000000 171.000000 77503465.044282 11081.606203 0.000000 0.000000
2450231.715615 149963554181.000000 195.000000 32089014.998668 6812.405199 0.000000 1.000000
2450232.051017 149963554181.000000 195.000000 32111820.336394 6811.764793 0.000000 1.000000
2450232.407533 149963554181.000000 171.000000 74153573.997814 10806.217893 0.000000 0.000000
2450232.411523 149963554181.000000 195.000000 31439177.520148 6699.094857 0.000000 1.000000
2450232.507763 149983459627.000000 304.000000 26947940.516772 5666.223630 0.000000 1.000000
2450232.512828 149983459627.000000 284.000000 1634344.139402 1836.753337 0.000000 0.000000
2450232.723739 149983459627.000000 171.000000 74461636.026658 10815.107853 0.000000 0.000000
2450232.727726 149983459627.000000 195.000000 31909627.468257 6775.249776 0.000000 1.000000
2450233.063281 149983459627.000000 195.000000 32042293.167693 6789.035912 0.000000 1.000000
2450233.304541 149983459627.000000 304.000000 26521543.592581 5640.217310 0.000000 1.000000
2450233.310861 149983459627.000000 284.000000 1647063.502470 1875.383870 0.000000 0.000000
2450233.410693 149983459627.000000 171.000000 75312201.636694 10908.290740 0.000000 1.000000
2450233.414686 149983459627.000000 195.000000 32215292.299993 6811.874101 0.000000 0.000000
2450233.510724 150003057374.000000 304.000000 27075136.991444 5680.235911 0.000000 0.000000
2450233.515804 150003057374.000000 284.000000 1657634.532886 1859.063782 0.000000 1.000000
2450233.726205 150003057374.000000 171.000000 76225408.424077 10969.328263 0.000000 1.000000
2450233.730195 150003057374.000000 195.000000 32479152.561654 6814.036356 0.000000 0.000000
2450234.066532 150003057374.000000 195.000000 32877243.851466 6859.919566 0.000000 0.000000
2450234.303012 150003057374.000000 304.000000 26483385.060692 5631.959372 0.000000 1.000000
2450234.328051 150003057374.000000 195.000000 32635005.420394 6874.492231 0.000000 1.000000
2450234.404775 150003057374.000000 171.000000 75967959.229175 10965.157153 0.000000 1.000000
2450234.408766 150003057374.000000 195.000000 32664805.148778 6975.281496 0.000000 0.000000
2450234.510055 150022354954.000000 284.000000 1732176.283918 1871.784220 0.000000 1.000000
2450234.720854 150022354954.000000 171.000000 76341075.374998 10963.743851 0.000000 1.000000
2450234.724843 150022354954.000000 195.000000 33365875.554789 6897.246622 0.000000 0.000000
2450235.059842 150022354954.000000 195.000000 34218028.148911 6997.594739 0.000000 0.000000
2450235.308345 150022354954.000000 304.000000 26707682.554947 5671.887833 0.000000 0.000000
2450235.337660 150022354954.000000 195.000000 34287474.780147 7029.339043 0.000000 0.000000
2450235.413990 150022354954.000000 171.000000 77910691.059227 11115.372721 0.000000 0.000000
2450235.417998 150022354954.000000 195.000000 34175582.729479 6993.338571 0.000000 1.000000
2450235.729790 150041352880.000000 171.000000 76709559.858254 11020.634265 0.000000 0.000000
2450236.068191 150041352880.000000 195.000000 34519353.759343 7034.063381 0.000000 1.000000
2450236.499918 150041352880.000000 171.000000 81795101.113587 11423.688599 0.000000 1.000000
2450236.503919 150060052198.000000 195.000000 35358129.491940 7121.614300 0.000000 0.000000
2450236.600022 150060052198.000000 304.000000 27331138.957249 5710.670336 0.000000 0.000000
2450236.605078 150060052198.000000 284.000000 2060064.630758 2004.354834 0.000000 1.000000
2450236.827560 150060052198.000000 171.000000 76555776.942925 10996.131234 0.000000 1.000000
2450236.831547 150060052198.000000 195.000000 35145684.007295 7072.907437 0.000000 0.000000
2450237.165972 150060052198.000000 195.000000 36625391.280688 7246.443395 0.000000 0.000000
2450237.285068 150060052198.000000 304.000000 27200040.153075 5740.405624 0.000000 0.000000
2450237.381027 150060052198.000000 171.000000 76674463.305049 11019.982893 0.000000 0.000000
2450237.486227 150060052198.000000 284.000000 2042147.858255 1977.147035 0.000000 0.000000
2450237.696630 150078457773.000000 171.000000 76550929.253406 10981.871329 0.000000 0.000000
2450237.700636 150078457773.000000 195.000000 37225307.728224 7264.796765 0.000000 1.000000
2450238.041765 150078457773.000000 195.000000 36856869.800554 7251.019920 0.000000 1.000000
2450238.237944 150078457773.000000 304.000000 28096378.627611 6249.747845 0.000000 1.000000
2450238.333169 150078457773.000000 171.000000 77012137.495632 11283.885337 0.000000 1.000000
2450238.337090 150078457773.000000 195.000000 36583943.427669 7399.752451 0.000000 0.000000
2450238.433180 150078457773.000000 304.000000 27410476.378556 6118.930856 0.000000 0.000000
2450238.437262 150078457773.000000 284.000000 2238886.517571 2471.705748 0.000000 1.000000
2450238.648876 150096565111.000000 171.000000 77838488.826571 11355.155063 0.000000 1.000000
2450238.652786 150096565111.000000 195.000000 37271683.254169 7467.221730 0.000000 0.000000
2450238.987918 150096565111.000000 195.000000 37773554.617066 7504.367560 0.000000 1.000000
2450239.311845 150096565111.000000 304.000000 28407808.726452 6397.405877 0.000000 1.000000
2450239.341769 150096565111.000000 304.000000 28042123.635533 6344.689053 0.000000 1.000000
2450239.437027 150096565111.000000 171.000000 80047375.924164 11546.139786 0.000000 1.000000
2450239.440963 150096565111.000000 195.000000 42813534.760975 8003.050851 0.000000 0.000000
2450239.537077 150114383950.000000 304.000000 28011768.810156 6213.850448 0.000000 0.000000
2450239.541179 150114383950.000000 284.000000 2263904.827082 2534.548863 0.000000 1.000000
2450239.752554 150114383950.000000 171.000000 86806812.403720 11982.679176 0.000000 1.000000
2450240.213245 150114383950.000000 304.000000 27831736.884019 6242.674512 0.000000 1.000000
2450240.308504 150114383950.000000 171.000000 78856812.844357 11448.469209 0.000000 1.000000
2450240.312415 150114383950.000000 195.000000 38277826.559679 7616.779558 0.000000 0.000000
2450240.624585 150131900428.000000 171.000000 78859670.036818 11434.469545 0.000000 1.000000
2450240.628505 150131900428.000000 195.000000 38198034.101435 7536.263489 0.000000 0.000000
2450240.963643 150131900428.000000 195.000000 38486896.931109 7708.538958 0.000000 1.000000
2450241.259295 150131900428.000000 304.000000 27899959.654563 6210.423791 0.000000 1.000000
2450241.341083 150131900428.000000 171.000000 77937972.964782 11364.529038 0.000000 1.000000
2450241.345014 150131900428.000000 195.000000 38276110.655822 7557.515060 0.000000 0.000000
2450241.441258 150131900428.000000 304.000000 28280902.203886 6243.575456 0.000000 0.000000
2450241.445346 150131900428.000000 284.000000 2457038.782642 2560.789440 0.000000 1.000000
2450241.656964 150149118390.000000 171.000000 79811217.932162 11484.484005 0.000000 1.000000
2450241.660874 150149118390.000000 195.000000 39675783.479356 7687.134752 0.000000 0.000000
2450241.995422 150149118390.000000 195.000000 40891645.736238 7807.709490 0.000000 1.000000
2450242.307082 150149118390.000000 304.000000 27894202.897963 6312.848491 0.000000 1.000000
2450242.343074 150149118390.000000 284.000000 2625000.249062 2663.569190 0.000000 1.000000
2450242.349190 150149118390.000000 284.000000 2620047.952489 2664.726767 0.000000 0.000000
2450242.443190 150149118390.000000 304.000000 25352987.337598 nan 0.000000 0.000000
2450242.524637 150166027930.000000 171.000000 80614851.932139 11521.503646 0.000000 0.000000
2450242.528543 150166027930.000000 195.000000 41493219.612569 7817.007083 0.000000 1.000000
2450242.624708 150166027930.000000 304.000000 28003120.963611 6213.408254 0.000000 1.000000
2450242.628790 150166027930.000000 284.000000 2621894.541635 2611.980086 0.000000 0.000000
2450242.840222 150166027930.000000 171.000000 80187265.401051 11510.595887 0.000000 0.000000
2450242.844129 150166027930.000000 195.000000 39259130.361411 7653.197464 0.000000 1.000000
2450243.178997 150166027930.000000 195.000000 44088591.496316 8100.411671 0.000000 0.000000
2450243.331144 150166027930.000000 304.000000 27500819.999919 6205.591766 0.000000 0.000000
2450243.344929 150166027930.000000 195.000000 38497968.218214 7611.488922 0.000000 1.000000
2450243.526662 150182640276.000000 304.000000 27872607.511541 6205.708788 0.000000 0.000000
2450243.530751 150182640276.000000 284.000000 2483191.683721 2558.595243 0.000000 1.000000
2450243.742174 150182640276.000000 171.000000 77706724.276215 11327.989965 0.000000 1.000000
2450243.746086 150182640276.000000 195.000000 41344532.236365 7831.864529 0.000000 0.000000
2450244.080630 150182640276.000000 195.000000 38128726.093416 7548.442464 0.000000 1.000000
2450244.344975 150182640276.000000 195.000000 38239365.805901 7696.336132 0.000000 1.000000
2450244.460603 150182640276.000000 171.000000 84436097.136540 11849.232330 0.000000 1.000000
2450244.464520 150182640276.000000 195.000000 37925369.640483 7516.456501 0.000000 0.000000
2450244.776059 150198952953.000000 171.000000 77381526.694621 11343.983867 0.000000 1.000000
2450245.189743 150198952953.000000 304.000000 12949932.650321 nan 1.000000 1.000000
2450245.288125 150198952953.000000 171.000000 75000656.262611 11017.320155 0.000000 0.000000
2450245.292012 150198952953.000000 195.000000 36401047.212355 7257.947746 0.000000 1.000000
2450245.396010 150198952953.000000 304.000000 27868749.643787 6256.577631 0.000000 1.000000
2450245.474903 150198952953.000000 171.000000 75682409.727917 11299.292602 0.000000 1.000000
2450245.478809 150198952953.000000 195.000000 36929417.832744 7492.282592 0.000000 0.000000
2450245.575170 150214951095.000000 304.000000 27575636.481368 6183.569444 0.000000 0.000000
2450245.579265 150214951095.000000 284.000000 2487374.802947 2953.793670 0.000000 1.000000
2450245.791648 150214951095.000000 171.000000 75574905.517665 11230.815305 0.000000 1.000000
2450245.795554 150214951095.000000 195.000000 36648457.286913 7423.414511 0.000000 0.000000
2450246.372282 150214951095.000000 304.000000 27180203.275769 6160.055082 0.000000 1.000000
2450246.467534 150214951095.000000 171.000000 74372298.176867 11176.238505 0.000000 1.000000
2450246.471442 150214951095.000000 195.000000 35605633.782004 7338.747903 0.000000 0.000000
2450246.569707 150230639231.000000 304.000000 27475972.550347 6166.843976 0.000000 0.000000
2450246.573789 150230639231.000000 284.000000 2286256.427360 2514.313184 0.000000 1.000000
2450246.789513 150230639231.000000 171.000000 74556711.874971 11171.102459 0.000000 1.000000
2450246.793424 150230639231.000000 195.000000 35615701.374343 7339.701888 0.000000 0.000000
2450247.129927 150230639231.000000 195.000000 35698154.347860 7382.610685 0.000000 1.000000
2450247.276656 150230639231.000000 304.000000 29443674.223619 8822.648600 0.000000 1.000000
2450247.373637 150230639231.000000 171.000000 80114876.278002 11658.021506 0.000000 1.000000
2450247.377554 150230639231.000000 195.000000 35347968.266268 7349.572011 0.000000 0.000000
2450247.473969 150230639231.000000 304.000000 26696953.080558 6112.836836 0.000000 0.000000
2450247.689853 150246009404.000000 171.000000 80906614.034937 11687.022356 0.000000 1.000000
2450247.693769 150246009404.000000 195.000000 35487948.884636 7327.752650 0.000000 0.000000
2450248.031144 150246009404.000000 195.000000 38035540.166034 7643.987474 0.000000 1.000000
2450248.542491 150261056653.000000 304.000000 27953977.277118 6661.391622 0.000000 0.000000
2450248.546451 150261056653.000000 284.000000 2284481.804167 2587.263230 0.000000 1.000000
2450248.758337 150261056653.000000 171.000000 75924086.672459 11307.178848 0.000000 1.000000
2450248.762242 150261056653.000000 195.000000 35432564.678211 7361.132104 0.000000 0.000000
2450249.099455 150261056653.000000 195.000000 34886739.088113 7341.979460 0.000000 1.000000
2450249.285227 150261056653.000000 304.000000 27691966.410989 6299.466241 0.000000 0.000000
2450249.380418 150261056653.000000 171.000000 75806307.866838 11277.813325 0.000000 0.000000
2450249.384327 150261056653.000000 195.000000 37063457.369718 7523.404859 0.000000 1.000000
2450249.480636 150261056653.000000 304.000000 28667781.174083 6510.050544 0.000000 1.000000
2450249.484727 150261056653.000000 284.000000 2206113.040106 2619.362472 0.000000 0.000000
2450249.696085 150275779491.000000 171.000000 75980617.736080 11285.062244 0.000000 0.000000
2450249.700017 150275779491.000000 195.000000 34709107.903072 7305.158791 0.000000 1.000000
2450250.325157 150275779491.000000 195.000000 44870806.407038 8469.835870 0.000000 0.000000
2450250.441551 150275779491.000000 171.000000 75596939.233837 11252.137252 0.000000 1.000000
2450250.445457 150275779491.000000 195.000000 33484936.796045 7186.527731 0.000000 0.000000
2450250.541649 150290179462.000000 304.000000 28294287.200057 6377.980794 0.000000 0.000000
2450250.545739 150290179462.000000 284.000000 2123175.089627 2596.722098 0.000000 1.000000
2450250.757163 150290179462.000000 171.000000 75932770.422521 11750.560627 0.000000 1.000000
2450250.761077 150290179462.000000 195.000000 34322716.412095 7243.313546 0.000000 0.000000
2450251.097373 150290179462.000000 195.000000 33352959.505309 7189.191254 0.000000 1.000000
2450251.399808 150290179462.000000 171.000000 80512227.109136 11653.776728 0.000000 1.000000
2450251.499827 150290179462.000000 304.000000 27378452.304933 6263.024812 0.000000 0.000000
2450251.503907 150304245700.000000 284.000000 2094837.717053 2703.154981 0.000000 1.000000
2450251.715356 150304245700.000000 171.000000 76418488.865767 11320.974172 0.000000 1.000000
2450251.719281 150304245700.000000 195.000000 32791785.675620 7071.045272 0.000000 0.000000
2450252.292781 150304245700.000000 304.000000 28836823.424830 6438.374914 0.000000 1.000000
2450252.308926 150304245700.000000 284.000000 2075851.946742 2585.721332 0.000000 0.000000
2450252.488457 150304245700.000000 304.000000 27621293.049354 6554.198324 0.000000 1.000000
2450252.492536 150304245700.000000 284.000000 2075093.668298 2826.432192 0.000000 0.000000
2450252.704342 150317986212.000000 171.000000 78943142.689519 11513.733889 0.000000 0.000000
2450252.708265 150317986212.000000 195.000000 33440004.569949 7134.849643 0.000000 1.000000
2450253.043362 150317986212.000000 195.000000 33768434.641853 7226.508537 0.000000 0.000000
2450253.331553 150317986212.000000 195.000000 35520861.106468 7514.592109 0.000000 0.000000
2450253.380422 150317986212.000000 304.000000 27975491.911354 6357.686764 0.000000 0.000000
2450253.396022 150317986212.000000 284.000000 2009234.622909 2568.137069 0.000000 1.000000
2450253.476370 150317986212.000000 171.000000 79537308.952479 11549.209158 0.000000 0.000000
2450253.480291 150317986212.000000 195.000000 33328031.704638 7132.576959 0.000000 1.000000
2450253.576613 150331364514.000000 304.000000 28659513.291831 6419.879222 0.000000 1.000000
2450253.580692 150331364514.000000 284.000000 2043119.671234 2558.835132 0.000000 0.000000
2450253.792219 150331364514.000000 171.000000 79268297.878288 11522.306577 0.000000 0.000000
2450253.796128 150331364514.000000 195.000000 37286195.072788 7516.078168 0.000000 1.000000
2450254.130884 150331364514.000000 195.000000 36086365.964443 7442.744552 0.000000 0.000000
2450254.322376 150331364514.000000 304.000000 28583657.031879 6146.910519 0.000000 0.000000
2450254.398495 150331364514.000000 171.000000 79281007.561285 11647.234484 0.000000 0.000000
2450254.402400 150331364514.000000 195.000000 34512019.803623 7280.030080 0.000000 1.000000
2450254.498973 150331364514.000000 304.000000 28469458.538953 6024.999596 0.000000 1.000000
2450254.503419 150344379144.000000 284.000000 2083346.192395 2533.431789 0.000000 0.000000
2450254.714844 150344379144.000000 171.000000 80366072.454483 11596.576993 0.000000 0.000000
2450254.718750 150344379144.000000 195.000000 34450211.836330 7209.812624 0.000000 1.000000
2450255.057381 150344379144.000000 195.000000 35049717.107208 7327.530801 0.000000 0.000000
2450255.318983 150344379144.000000 304.000000 28695880.636339 6133.529746 0.000000 1.000000
2450255.419366 150344379144.000000 171.000000 83702593.868861 11850.344081 0.000000 1.000000
2450255.423285 150344379144.000000 195.000000 35472948.110410 7334.404817 0.000000 0.000000
2450255.519416 150357048023.000000 304.000000 29487410.112552 6144.910104 0.000000 0.000000
2450255.523872 150357048023.000000 284.000000 2167444.763359 2411.479163 0.000000 1.000000
2450255.738911 150357048023.000000 195.000000 35955656.653471 7377.955639 0.000000 0.000000
2450256.074396 150357048023.000000 195.000000 36309665.428929 7665.077970 0.000000 1.000000
2450256.341083 150357048023.000000 304.000000 29003275.297432 6115.857077 0.000000 0.000000
2450256.351376 150357048023.000000 284.000000 2159114.754832 2275.382309 0.000000 0.000000
2450256.457685 150357048023.000000 171.000000 82366289.523361 11770.804338 0.000000 0.000000
2450256.558166 150369328398.000000 304.000000 29360998.109699 6130.085039 0.000000 1.000000
2450256.562648 150369328398.000000 284.000000 2177892.068280 2274.317545 0.000000 0.000000
2450256.774484 150369328398.000000 171.000000 82927541.180690 11808.961674 0.000000 0.000000
2450256.778408 150369328398.000000 195.000000 36077018.237693 7358.864171 0.000000 1.000000
2450257.116637 150369328398.000000 195.000000 35996054.612735 7760.981073 0.000000 0.000000
2450257.326435 150369328398.000000 304.000000 29448806.316399 6180.838950 0.000000 0.000000
2450257.341357 150369328398.000000 284.000000 2239781.943377 2332.430342 0.000000 1.000000
2450257.422041 150369328398.000000 171.000000 87991734.466127 12186.788795 0.000000 1.000000
2450257.425971 150369328398.000000 195.000000 35969663.067477 7378.096922 0.000000 0.000000
2450257.522064 150381244890.000000 304.000000 29556973.473798 6141.209722 0.000000 0.000000
2450257.526541 150381244890.000000 284.000000 2207239.736723 2305.965252 0.000000 1.000000
2450257.738342 150381244890.000000 171.000000 81584188.805727 11682.069954 0.000000 1.000000
2450257.742278 150381244890.000000 195.000000 36185417.040536 7382.752044 0.000000 0.000000
2450258.076862 150381244890.000000 195.000000 37045368.750506 7512.495035 0.000000 1.000000
2450258.281691 150381244890.000000 304.000000 28736977.312167 5954.941035 0.000000 1.000000
2450258.295804 150381244890.000000 195.000000 37707451.933824 7751.866002 0.000000 0.000000
2450259.422244 150392745539.000000 304.000000 33202063.488557 6338.143649 0.000000 1.000000
2450259.518182 150403861825.000000 171.000000 88884392.079424 12117.860794 0.000000 0.000000
2450259.522101 150403861825.000000 195.000000 39421783.472074 7628.335293 0.000000 1.000000
2450259.618449 150403861825.000000 304.000000 32867687.598416 6356.011809 0.000000 1.000000
2450259.622919 150403861825.000000 284.000000 2704813.113351 2370.665601 0.000000 0.000000
2450259.834314 150403861825.000000 171.000000 86927405.470274 11899.874002 0.000000 0.000000
2450259.838234 150403861825.000000 195.000000 40624332.504817 7709.981596 0.000000 1.000000
2450260.385576 150403861825.000000 304.000000 30536184.675408 6197.125613 0.000000 1.000000
2450260.581306 150414580614.000000 304.000000 30724330.585168 6592.855941 0.000000 0.000000
2450260.585762 150414580614.000000 284.000000 2781146.641507 2367.125925 0.000000 1.000000
2450260.796900 150414580614.000000 171.000000 86563898.043414 11926.296522 0.000000 1.000000
2450260.800816 150414580614.000000 195.000000 39654817.562656 7642.143484 0.000000 0.000000
2450261.135746 150414580614.000000 195.000000 40425147.774685 7740.079327 0.000000 1.000000
2450261.272419 150414580614.000000 304.000000 29399476.167105 5997.529224 0.000000 1.000000
2450261.295232 150414580614.000000 304.000000 29457569.260164 5992.954903 0.000000 0.000000
2450261.299357 150414580614.000000 304.000000 29392710.850841 5980.086284 0.000000 1.000000
2450261.303509 150414580614.000000 171.000000 88133624.682871 11931.426189 0.000000 0.000000
2450261.409283 150414580614.000000 171.000000 93189102.369681 12430.485612 0.000000 1.000000
2450261.413207 150414580614.000000 195.000000 39728996.417475 7661.384400 0.000000 0.000000
2450261.513895 150424860546.000000 284.000000 2835251.172513 2431.789879 0.000000 1.000000
2450262.064425 150424860546.000000 195.000000 40006330.610807 7691.170017 0.000000 1.000000
2450262.160511 150424860546.000000 284.000000 2885146.076304 2457.070100 0.000000 0.000000
2450262.175625 150424860546.000000 171.000000 83518059.230531 11792.694229 0.000000 1.000000
2450262.179528 150424860546.000000 284.000000 2883250.495477 2410.200153 0.000000 0.000000
2450262.185081 150424860546.000000 195.000000 39669829.940232 7642.633250 0.000000 1.000000
2450262.189049 150424860546.000000 304.000000 29452216.354531 6062.904689 0.000000 0.000000
2450262.193511 150424860546.000000 171.000000 89467852.368501 12167.867398 0.000000 1.000000
2450262.201926 150424860546.000000 284.000000 2889779.585867 2442.138429 0.000000 0.000000
2450262.213256 150424860546.000000 195.000000 39953247.002098 7665.888036 0.000000 1.000000
2450262.225970 150424860546.000000 304.000000 29466402.350041 6055.003121 0.000000 0.000000
2450262.240677 150424860546.000000 171.000000 83570074.721085 11732.900230 0.000000 1.000000
2450262.253459 150424860546.000000 284.000000 2900840.851324 2875.365801 1.000000 0.000000
2450262.290268 150424860546.000000 171.000000 82665844.199482 11594.701496 0.000000 1.000000
2450262.303064 150424860546.000000 284.000000 2925669.299784 2418.028542 0.000000 0.000000
2450262.314365 150424860546.000000 195.000000 45314609.718356 8145.472947 0.000000 1.000000
2450262.327373 150424860546.000000 304.000000 29557768.500187 6055.140466 0.000000 0.000000
2450262.390657 150424860546.000000 171.000000 83576880.778313 11659.233882 0.000000 1.000000
2450262.398466 150424860546.000000 304.000000 29879907.033360 6080.270701 0.000000 0.000000
2450262.414113 150424860546.000000 171.000000 89509952.678173 12096.025737 0.000000 1.000000
2450262.418020 150424860546.000000 284.000000 2918381.096793 2397.082477 0.000000 0.000000
2450262.423559 150424860546.000000 195.000000 43937922.345547 8000.668326 0.000000 1.000000
2450262.431997 150424860546.000000 171.000000 83646106.327345 11715.673615 0.000000 1.000000
2450262.444837 150424860546.000000 284.000000 2940477.621194 2411.713589 0.000000 0.000000
2450262.456145 150424860546.000000 195.000000 39898725.897100 7663.791243 0.000000 1.000000
2450262.468918 150424860546.000000 304.000000 29437682.589468 6045.457442 0.000000 0.000000
2450262.483635 150424860546.000000 171.000000 85900376.245516 11871.207420 0.000000 1.000000
2450262.507775 150434727381.000000 195.000000 43483062.817245 7972.792592 0.000000 1.000000
2450262.520699 150434727381.000000 304.000000 29528798.880463 6034.895105 0.000000 0.000000
2450262.535379 150434727381.000000 171.000000 83607090.251649 11627.074911 0.000000 1.000000
2450262.548190 150434727381.000000 284.000000 2891618.283184 2371.002486 0.000000 0.000000
2450262.559472 150434727381.000000 195.000000 40246940.216140 7631.711290 0.000000 1.000000
2450262.572256 150434727381.000000 304.000000 29621867.399077 6048.776724 0.000000 0.000000
2450262.586925 150434727381.000000 171.000000 83078383.590604 11607.056619 0.000000 1.000000
2450262.599730 150434727381.000000 284.000000 2875540.711867 2385.854005 0.000000 0.000000
2450262.610947 150434727381.000000 195.000000 40178430.601833 7655.713639 0.000000 1.000000
2450262.623759 150434727381.000000 304.000000 29627045.008443 6175.445546 0.000000 0.000000
2450262.637405 150434727381.000000 171.000000 83543315.882844 11645.273037 0.000000 1.000000
2450262.650172 150434727381.000000 284.000000 2893685.748233 2435.795644 0.000000 0.000000
2450262.661492 150434727381.000000 195.000000 40037325.350563 7641.055770 0.000000 1.000000
2450262.674220 150434727381.000000 304.000000 29728653.577894 6058.693327 0.000000 0.000000
