# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450845.054394 146109964314.000000 284.000000 4777230.705066 2905.741424 1.000000 0.000000
2450845.059066 146109964314.000000 195.000000 56829571.185295 8780.502751 0.000000 1.000000
2450845.063133 146109964314.000000 304.000000 35906078.246948 6386.516004 0.000000 0.000000
2450845.311580 146109964314.000000 171.000000 97196083.456912 11842.065779 0.000000 0.000000
2450845.315655 146109964314.000000 284.000000 4744912.908124 2904.793250 1.000000 1.000000
2450845.320316 146109964314.000000 195.000000 56913890.940667 8893.611461 0.000000 0.000000
2450845.324381 146109964314.000000 304.000000 35358475.712573 6336.913497 0.000000 1.000000
2450845.568045 146155917502.000000 171.000000 96392292.195047 11803.013821 0.000000 0.000000
2450845.572076 146155917502.000000 284.000000 4634470.937224 2873.089082 1.000000 1.000000
2450845.576572 146155917502.000000 195.000000 55550073.085337 8707.909476 0.000000 0.000000
2450845.580636 146155917502.000000 304.000000 34966994.673280 6303.754929 0.000000 1.000000
2450845.839402 146155917502.000000 171.000000 95427923.810881 11740.987767 0.000000 1.000000
2450845.843447 146155917502.000000 284.000000 4693751.558346 2878.948247 1.000000 0.000000
2450845.848084 146155917502.000000 195.000000 55553344.088272 8715.585783 0.000000 1.000000
2450845.852191 146155917502.000000 304.000000 35344296.443956 6330.245817 0.000000 0.000000
2450846.096558 146155917502.000000 171.000000 95002646.351498 11712.361546 0.000000 1.000000
2450846.100256 146155917502.000000 284.000000 4733712.494855 2886.571679 1.000000 0.000000
2450846.104954 146155917502.000000 195.000000 55674862.238876 8732.185835 0.000000 1.000000
2450846.109017 146155917502.000000 304.000000 35402140.469084 6339.923864 0.000000 0.000000
2450846.298750 146155917502.000000 171.000000 95496009.634111 11748.865704 0.000000 0.000000
2450846.302802 146155917502.000000 284.000000 4787549.105723 2905.336645 1.000000 1.000000
2450846.307430 146155917502.000000 195.000000 56116237.691987 8756.856938 0.000000 0.000000
2450846.311537 146155917502.000000 304.000000 35477616.490202 6356.261339 0.000000 1.000000
2450846.543735 146180758096.000000 171.000000 95013142.225237 11709.584288 0.000000 0.000000
2450846.547779 146180758096.000000 284.000000 4770357.986303 2902.431171 1.000000 1.000000
2450846.552447 146180758096.000000 195.000000 56185795.777064 8774.964576 0.000000 0.000000
2450846.556518 146180758096.000000 304.000000 35185836.711730 6333.910141 0.000000 1.000000
2450846.794951 146180758096.000000 171.000000 96546216.616183 11806.367328 0.000000 1.000000
2450846.799010 146180758096.000000 284.000000 4742572.198006 2892.462862 1.000000 0.000000
2450846.803647 146180758096.000000 195.000000 55890352.815006 8749.169884 0.000000 1.000000
2450846.807731 146180758096.000000 304.000000 34772231.388345 6286.057566 0.000000 0.000000
2450847.052225 146180758096.000000 171.000000 95833036.070651 11758.166164 0.000000 1.000000
2450847.056307 146180758096.000000 284.000000 4666988.435899 2874.107121 1.000000 0.000000
2450847.060971 146180758096.000000 195.000000 55499518.628654 8718.692206 0.000000 1.000000
2450847.065035 146180758096.000000 304.000000 34798540.297148 6294.940547 0.000000 0.000000
2450847.291554 146180758096.000000 171.000000 93664772.189453 11643.647881 0.000000 0.000000
2450847.295630 146180758096.000000 284.000000 4618201.331792 2888.437350 1.000000 1.000000
2450847.300258 146180758096.000000 195.000000 54866723.395700 8701.070610 0.000000 0.000000
2450847.304363 146180758096.000000 304.000000 34716627.219590 6298.346087 0.000000 1.000000
2450847.544117 146206011081.000000 284.000000 4461895.711778 2833.296689 1.000000 0.000000
2450847.548789 146206011081.000000 195.000000 54330625.860579 8628.910739 0.000000 1.000000
2450847.552854 146206011081.000000 304.000000 34692144.907798 6283.244654 0.000000 0.000000
2450847.795695 146206011081.000000 171.000000 93964790.328632 11647.767928 0.000000 0.000000
2450847.799770 146206011081.000000 284.000000 4455194.726051 2837.894334 1.000000 1.000000
2450847.804276 146206011081.000000 195.000000 54612637.459307 8663.184140 0.000000 0.000000
2450847.808343 146206011081.000000 304.000000 34673742.727337 6276.258206 0.000000 1.000000
2450848.055333 146206011081.000000 171.000000 93710182.221111 11610.314254 0.000000 1.000000
2450848.059242 146206011081.000000 284.000000 4423221.146765 2899.425506 1.000000 0.000000
2450848.063871 146206011081.000000 195.000000 54937948.886437 8698.613125 0.000000 1.000000
2450848.067980 146206011081.000000 304.000000 34816490.531297 6293.378042 0.000000 0.000000
2450848.306393 146206011081.000000 171.000000 93234349.244817 11616.585940 0.000000 1.000000
2450848.310650 146206011081.000000 284.000000 4396785.339017 2843.955522 1.000000 0.000000
2450848.315138 146206011081.000000 195.000000 55065009.200216 8719.780743 0.000000 1.000000
2450848.319209 146206011081.000000 304.000000 34812081.284360 6300.830219 0.000000 0.000000
2450848.542708 146231684023.000000 171.000000 93364894.109237 11588.233092 0.000000 1.000000
2450848.546601 146231684023.000000 284.000000 4367900.496962 2823.170420 1.000000 0.000000
2450848.551231 146231684023.000000 195.000000 54789186.790141 8673.253516 0.000000 1.000000
2450849.065868 146231684023.000000 171.000000 98768918.791142 13113.734738 1.000000 0.000000
2450849.070969 146231684023.000000 284.000000 5543913.916441 3457.340764 1.000000 1.000000
2450849.076519 146231684023.000000 195.000000 57453509.345778 9442.692427 1.000000 0.000000
2450849.292832 146231684023.000000 171.000000 94128632.645206 12011.979257 0.000000 0.000000
2450849.296912 146231684023.000000 284.000000 4306823.532501 2716.256154 1.000000 1.000000
2450849.302574 146231684023.000000 195.000000 54300741.043984 8769.128161 0.000000 0.000000
2450849.306688 146231684023.000000 304.000000 35676693.718681 6547.990670 0.000000 1.000000
2450849.543571 146257765295.000000 171.000000 92537408.310846 11814.336705 0.000000 1.000000
2450849.547637 146257765295.000000 284.000000 4339518.233001 2752.479879 1.000000 0.000000
2450849.553160 146257765295.000000 195.000000 53496023.888740 8666.336210 0.000000 1.000000
2450849.557236 146257765295.000000 304.000000 35500312.273073 6518.441879 0.000000 0.000000
2450849.793987 146257765295.000000 171.000000 90848859.573409 11696.473214 0.000000 1.000000
2450849.798024 146257765295.000000 284.000000 4198270.687287 2657.890729 1.000000 0.000000
2450849.803724 146257765295.000000 195.000000 53300745.177738 8632.318604 0.000000 1.000000
2450849.807846 146257765295.000000 304.000000 35266833.463509 6489.900681 0.000000 0.000000
2450850.043525 146257765295.000000 171.000000 90198537.932571 11664.111581 0.000000 0.000000
2450850.047582 146257765295.000000 284.000000 4106304.444851 2666.159643 1.000000 1.000000
2450850.053241 146257765295.000000 195.000000 52457300.710117 8576.848836 0.000000 0.000000
2450850.057351 146257765295.000000 304.000000 35108247.834938 6465.345511 0.000000 1.000000
2450850.291708 146257765295.000000 171.000000 85511382.947614 11301.886137 0.000000 1.000000
2450850.295758 146257765295.000000 284.000000 4041162.789877 2644.740723 1.000000 0.000000
2450850.301415 146257765295.000000 195.000000 52070630.751463 8528.552128 0.000000 1.000000
2450850.305519 146257765295.000000 304.000000 35234163.586572 6483.261574 0.000000 0.000000
2450850.540171 146284259035.000000 171.000000 90113139.826955 11577.376312 0.000000 0.000000
2450850.544169 146284259035.000000 284.000000 4023226.003736 2702.982798 1.000000 1.000000
2450850.549832 146284259035.000000 195.000000 51937772.870119 8484.963396 0.000000 0.000000
2450850.553846 146284259035.000000 304.000000 35266513.031954 6482.339050 0.000000 1.000000
2450850.790280 146284259035.000000 171.000000 89728632.975030 11543.809118 0.000000 0.000000
2450850.794232 146284259035.000000 284.000000 3846235.212364 2575.037999 1.000000 1.000000
2450850.799689 146284259035.000000 195.000000 51618638.713462 8456.164050 0.000000 0.000000
2450850.804075 146284259035.000000 304.000000 35023424.296542 6467.279949 0.000000 1.000000
2450851.039915 146284259035.000000 171.000000 88354067.022443 11445.972476 0.000000 0.000000
2450851.043868 146284259035.000000 284.000000 3853624.430815 2585.141235 1.000000 1.000000
2450851.049337 146284259035.000000 195.000000 51248735.387043 8437.099407 0.000000 0.000000
2450851.053395 146284259035.000000 304.000000 35241630.223704 6483.792688 0.000000 1.000000
2450851.289824 146284259035.000000 171.000000 86748330.786218 11336.114678 0.000000 1.000000
2450851.293823 146284259035.000000 284.000000 3772733.651241 2550.293809 1.000000 0.000000
2450851.299467 146284259035.000000 195.000000 51123874.150803 8435.436330 0.000000 1.000000
2450851.303478 146284259035.000000 304.000000 35230536.974121 6580.131171 0.000000 0.000000
2450851.539857 146311166595.000000 171.000000 86639163.596035 11313.843869 0.000000 0.000000
2450851.543813 146311166595.000000 284.000000 3678701.277989 2531.511275 1.000000 1.000000
2450851.549248 146311166595.000000 195.000000 50121619.954448 8321.659739 0.000000 0.000000
2450851.553257 146311166595.000000 304.000000 34952811.935752 6456.104168 0.000000 1.000000
2450851.789908 146311166595.000000 171.000000 85571055.787205 11248.425843 0.000000 0.000000
2450851.793872 146311166595.000000 284.000000 3660541.003162 2541.977142 1.000000 1.000000
2450851.799474 146311166595.000000 195.000000 49397810.567141 8273.348362 0.000000 0.000000
2450851.803523 146311166595.000000 304.000000 35009257.868042 6471.253391 0.000000 1.000000
2450852.039441 146311166595.000000 171.000000 85555300.848982 11235.987796 0.000000 0.000000
2450852.043422 146311166595.000000 284.000000 3579792.961602 2504.684751 1.000000 1.000000
2450852.049008 146311166595.000000 195.000000 48986910.054267 8223.577605 0.000000 0.000000
2450852.053070 146311166595.000000 304.000000 34603380.909553 6417.958603 0.000000 1.000000
2450852.289507 146311166595.000000 171.000000 85425395.641351 11229.104575 0.000000 1.000000
2450852.293494 146311166595.000000 284.000000 3593303.328531 2518.266684 1.000000 0.000000
2450852.298952 146311166595.000000 195.000000 48876271.339289 8230.227740 0.000000 1.000000
2450852.302970 146311166595.000000 304.000000 34688310.983862 6433.477729 0.000000 0.000000
2450852.541707 146338494635.000000 171.000000 83241503.751070 11019.159166 0.000000 0.000000
2450852.545691 146338494635.000000 284.000000 3490363.807545 2477.871658 1.000000 1.000000
2450852.551256 146338494635.000000 195.000000 48192769.412240 8136.442408 0.000000 0.000000
2450852.555103 146338494635.000000 304.000000 34463543.941761 6389.008269 0.000000 1.000000
2450852.791682 146338494635.000000 171.000000 82852465.949771 10950.442903 0.000000 1.000000
2450852.795672 146338494635.000000 284.000000 3445824.985051 2464.873053 1.000000 0.000000
2450852.801279 146338494635.000000 195.000000 48058508.090285 8088.212293 0.000000 1.000000
2450852.805267 146338494635.000000 304.000000 34202647.429328 6358.473756 0.000000 0.000000
2450853.041762 146338494635.000000 171.000000 83986421.144247 11051.438273 0.000000 0.000000
2450853.045694 146338494635.000000 284.000000 3593689.357196 2496.450187 1.000000 1.000000
2450853.051131 146338494635.000000 195.000000 48876804.856527 8162.383448 0.000000 0.000000
2450853.055170 146338494635.000000 304.000000 34335369.383688 6384.477575 0.000000 1.000000
2450853.291718 146338494635.000000 171.000000 85579252.746840 11179.927247 0.000000 1.000000
2450853.295705 146338494635.000000 284.000000 3566600.529918 2497.883187 1.000000 0.000000
2450853.301267 146338494635.000000 195.000000 49013965.183008 8190.453058 0.000000 1.000000
2450853.305125 146338494635.000000 304.000000 34291573.831408 6379.400116 0.000000 0.000000
2450853.541728 146366237435.000000 171.000000 86546251.684250 11242.458229 0.000000 1.000000
2450853.545695 146366237435.000000 284.000000 3615677.568569 2494.292904 1.000000 0.000000
2450853.551136 146366237435.000000 195.000000 49879484.614811 8262.464031 0.000000 1.000000
2450853.555140 146366237435.000000 304.000000 34675082.935045 6408.451054 0.000000 0.000000
2450853.791717 146366237435.000000 171.000000 87500844.565101 11313.219075 0.000000 0.000000
2450853.795651 146366237435.000000 284.000000 3652359.901460 2454.781501 0.000000 1.000000
2450853.801258 146366237435.000000 195.000000 50209365.739777 8304.587280 0.000000 0.000000
2450853.805109 146366237435.000000 304.000000 34785434.411985 6420.406325 0.000000 1.000000
2450854.041679 146366237435.000000 171.000000 87642350.497991 11319.946991 0.000000 1.000000
2450854.045649 146366237435.000000 284.000000 3693993.307096 2468.566111 0.000000 0.000000
2450854.051213 146366237435.000000 195.000000 50559551.651631 8306.777301 0.000000 1.000000
2450854.055270 146366237435.000000 304.000000 34790874.740758 6420.432481 0.000000 0.000000
2450854.291645 146366237435.000000 171.000000 87742095.643515 11314.280025 0.000000 1.000000
2450854.295555 146366237435.000000 284.000000 3753583.540155 2484.726414 0.000000 0.000000
2450854.301131 146366237435.000000 195.000000 51214047.985005 8371.387677 0.000000 1.000000
2450854.305119 146366237435.000000 304.000000 34796567.036803 6428.076333 0.000000 0.000000
2450854.542088 146394392922.000000 171.000000 88229907.549837 11405.945260 0.000000 1.000000
2450854.546043 146394392922.000000 284.000000 3789598.841011 2511.789535 0.000000 0.000000
2450854.551516 146394392922.000000 195.000000 51218750.836016 8398.609047 0.000000 1.000000
2450854.555562 146394392922.000000 304.000000 35148380.047850 6469.622222 0.000000 0.000000
2450854.791949 146394392922.000000 171.000000 87655034.416855 11366.809657 0.000000 0.000000
2450854.795946 146394392922.000000 284.000000 3855255.916720 2517.702077 0.000000 1.000000
2450854.801539 146394392922.000000 195.000000 50945268.115658 8360.624018 0.000000 0.000000
2450854.805586 146394392922.000000 304.000000 35282247.531762 6483.058151 0.000000 1.000000
2450855.042026 146394392922.000000 171.000000 87616302.414298 11386.807352 0.000000 0.000000
2450855.046012 146394392922.000000 284.000000 3832732.770254 2514.841313 0.000000 1.000000
2450855.051475 146394392922.000000 195.000000 50849928.771298 8390.113395 0.000000 0.000000
2450855.291959 146394392922.000000 171.000000 88921375.743948 11466.097818 0.000000 0.000000
2450855.295928 146394392922.000000 284.000000 3899074.626682 2539.506215 0.000000 1.000000
2450855.301556 146394392922.000000 195.000000 51522861.127058 8414.106838 0.000000 0.000000
2450855.305561 146394392922.000000 304.000000 35473600.208912 6499.404101 0.000000 1.000000
2450855.541936 146422969942.000000 171.000000 90552348.464195 11541.685382 0.000000 0.000000
2450855.546055 146422969942.000000 284.000000 3954380.490816 2530.508837 0.000000 1.000000
2450855.551649 146422969942.000000 195.000000 51744029.959675 8416.721601 0.000000 0.000000
2450855.555529 146422969942.000000 304.000000 35610937.919894 6507.799122 0.000000 1.000000
2450855.792132 146422969942.000000 171.000000 89494793.460261 11460.049621 0.000000 1.000000
2450855.795953 146422969942.000000 284.000000 3958491.623399 2530.720324 0.000000 0.000000
2450855.801574 146422969942.000000 195.000000 51517856.166130 8362.673587 0.000000 1.000000
