# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2452490.795736 11069339.138674 100733.135794 0 0
2452491.295748 10897432.242764 100731.948989 0 0
2452491.545738 10856513.638954 100748.736884 0 0
2452491.795741 10845247.393851 100749.709671 0 0
2452492.045740 10655077.985173 105602.159629 0 0
2452492.545737 10661994.024184 105579.873855 0 0
2452492.795736 10675686.376699 105574.105113 0 0
2452493.045740 10659114.421529 105573.897989 0 0
2452493.295868 10654283.116767 105593.205954 0 0
2452493.545751 10563682.191387 105785.138615 0 0
2452493.795746 10634579.084804 105784.830885 0 0
2452494.045737 10378888.573902 105781.789374 0 0
2452494.295761 10409215.062302 105783.353879 0 0
2452494.545740 10443482.961320 103581.773473 0 0
2452494.795760 10411589.080741 103579.021053 0 0
2452495.045735 10536552.814184 103599.908087 0 0
2452495.295740 10458926.859600 103599.361197 0 0
2452495.545741 10608711.163382 105725.714182 0 0
2452496.045751 10700941.080334 105728.533816 0 0
2452496.295747 10685463.019276 105719.391871 0 0
2452496.545731 10882237.337150 105700.709667 0 0
2452496.795732 11078427.057654 105701.686216 0 0
2452497.045759 11205118.751540 100849.312723 0 0
2452497.295733 11193134.297633 100850.273493 0 0
2452497.545736 11297429.394754 100896.066647 0 0
2452497.795772 11524116.240985 100901.957529 0 0
2452498.045768 11757667.810660 100900.634342 0 0
2452498.295732 12128660.840571 100903.776119 0 0
2452498.545736 12235247.137279 100847.018079 0 0
2452498.795755 12328300.523721 100848.383624 0 0
2452499.062699 12331186.606416 100849.705150 0 0
2452499.295745 12637265.875054 100851.953626 0 0
2452499.545769 12501801.165643 100828.957071 0 0
2452499.795740 12577762.657780 100829.399651 0 0
2452500.045739 12701547.038374 100824.141730 0 0
2452500.295749 12807740.212041 100825.461347 0 0
2452500.545749 13149849.373784 100850.306755 0 0
2452500.795745 12870558.424452 100849.916375 0 0
2452501.045760 13202744.668598 100853.005298 0 0
2452501.295751 13380168.521093 100855.590241 0 0
2452501.545736 13476652.881782 100834.190174 0 0
2452501.795775 13656643.726431 100836.279633 0 0
2452502.295746 13625724.157507 100837.245773 0 0
2452502.545741 13803886.756432 100809.912104 0 0
2452502.795803 13886414.400045 100811.047792 0 0
2452503.045761 14521418.224061 100815.689216 0 0
2452503.295759 13929976.490587 100809.186047 0 0
2452503.545762 13959653.939235 100787.837147 0 0
2452504.045757 14050343.369736 100745.432257 0 0
2452504.295744 14290232.672096 100745.725146 0 0
2452504.545772 14513340.626437 100898.277534 0 0
2452505.045740 14691972.122047 100902.506821 0 0
2452505.295767 14792212.232796 100904.756444 0 0
2452505.545766 15015781.060261 100720.380136 0 0
2452505.795769 14853144.430701 100720.778502 0 0
2452506.295745 15037394.801570 100724.881116 0 0
2452506.587424 15220585.714287 101047.514653 0 0
2452506.795740 15254527.722521 101047.711673 0 0
2452507.376708 15150851.857177 101049.425151 0 0
2452507.545747 14738102.426925 101023.140180 0 0
2452507.795758 14976135.270568 101027.392811 0 0
2452508.045734 15049007.838075 101028.734176 0 0
2452508.295672 14813742.706984 101031.745257 0 0
2452508.545676 14826602.523140 101005.041388 0 0
2452508.795672 14933794.518369 101008.286002 0 0
2452509.045702 14759943.024070 101008.443603 0 0
2452509.545694 14679580.583105 100914.915910 0 0
2452509.795677 14421684.079162 100913.502435 0 0
2452510.045684 13947262.999155 100911.905204 0 0
2452510.295672 13656999.418741 100911.069599 0 0
2452510.545711 13576245.813226 98740.116998 0 0
2452510.808091 14873415.523652 98719.150724 0 0
2452511.068038 13817075.697522 98697.074079 0 0
2452511.308360 13158337.396257 98683.367082 0 0
2452511.546358 12571930.974586 98650.388765 0 0
2452511.795671 12099656.381342 98640.699327 0 0
2452512.295672 11879011.047505 98634.972528 0 0
2452512.545677 11826671.961241 100818.022879 0 0
2452512.795672 11528898.268349 100814.307212 0 0
2452513.045670 11369065.848252 100807.532571 0 0
2452513.295706 11020298.503335 100801.331086 0 0
2452513.545710 10947404.694721 98550.021934 0 0
2452513.795679 10731404.467238 98543.310749 0 0
2452514.045688 10577668.035969 98537.359646 0 0
2452514.290834 10457564.192143 98566.218049 0 0
2452514.545764 10173764.489071 100602.972202 0 0
2452514.795765 10186830.613034 100602.238387 0 0
2452515.045744 10062935.938526 100596.538839 0 0
2452515.295734 10128630.038918 100592.689267 0 0
2452515.545743 10484058.273252 100609.645767 0 0
2452516.045746 11172019.163051 100607.409354 0 0
2452516.295753 11591095.611578 100606.555451 0 0
2452516.545734 11714854.846810 98592.282964 0 0
2452516.795734 11460328.855524 98586.410226 0 0
2452517.045746 11368717.390759 98548.444514 0 0
2452517.295746 11493504.537080 98578.822055 1 0
2452521.399867 11760784.789487 103422.689573 0 1
2452521.545755 11693062.468315 103388.556663 0 0
2452521.795785 11570660.581374 103385.631451 0 0
2452522.045768 11656111.502162 103383.334470 0 0
2452522.295768 11910136.483728 103382.632110 0 0
2452522.545751 12272057.192621 103351.612202 0 0
2452522.795789 12266343.109424 103352.339833 0 0
2452523.045741 12322606.898371 103349.396685 0 0
2452523.545748 12624704.747930 105023.576911 0 0
2452523.795746 12783687.530727 100244.427807 0 0
2452524.045747 12835203.473378 100242.029195 0 0
2452524.295732 12407474.998672 100239.651951 0 0
2452524.545747 12648265.405161 98539.257549 0 0
2452524.795759 12733788.563317 98537.838991 0 0
2452525.045748 12972437.461174 98538.668252 0 0
2452525.295745 13069557.205604 98536.196950 0 0
2452525.545769 13285947.213814 100116.024398 0 0
2452526.045748 13666889.178002 100114.386890 0 0
2452526.295767 13742882.717613 100112.853033 0 0
2452526.545783 13936544.667389 100100.598880 0 0
2452526.795766 13982142.858531 100098.910058 0 0
2452527.045748 14074989.466391 100097.735768 0 0
2452527.295747 14402908.528131 100098.283365 0 0
2452527.545753 14552884.975644 100065.638297 0 0
2452527.795753 14511708.950493 100063.606615 0 0
2452528.045751 14316585.458952 100060.786285 0 0
2452528.545750 14482188.892784 99584.315932 0 0
2452528.795786 14339036.576602 99581.691683 0 0
2452529.045764 14277787.960653 99578.256788 0 0
2452529.295798 14073521.873066 99600.553122 0 0
2452529.545749 14000282.726350 99911.995354 0 0
2452529.796139 13837248.701526 99908.820354 0 0
2452530.045772 13913978.375430 99908.805184 0 0
2452530.295799 13658144.478009 99904.939315 0 0
2452530.545744 13715180.714122 98279.041625 0 0
2452530.796143 13746918.610851 98277.581115 0 0
2452531.045754 13689431.155625 98276.777705 0 0
2452531.295766 13547657.153199 98305.746905 0 0
2452531.545765 13569745.490911 98234.677839 0 0
2452531.795747 13755026.393442 98238.832299 0 0
2452532.045748 13619783.759931 98240.130270 0 0
2452532.295748 13588251.770624 98242.034413 0 0
2452532.545746 13454649.002500 98388.625156 0 0
2452532.795745 13323477.966330 98387.873120 0 0
2452533.045771 13354670.549195 98350.222774 0 0
2452533.295751 13199332.117196 98349.410416 0 0
2452533.545760 13422268.796192 98320.363684 0 0
2452533.795771 13425379.170725 98325.566507 0 0
2452534.045748 13367853.445603 98327.622177 0 0
2452534.295755 13398930.071387 98328.154563 0 0
2452534.545766 13401708.122734 98303.820629 0 0
2452534.795767 13770409.109911 98305.350905 0 0
2452535.045765 13782170.725179 98307.448574 0 0
2452535.295766 13825995.209188 98373.754465 0 0
2452535.545789 13827003.206963 98341.640545 0 0
2452535.795789 13643709.822920 98298.991677 0 0
2452536.295744 13367960.572336 98292.338584 0 0
2452536.545737 13061886.784014 98257.542469 0 0
2452536.795738 12834980.337239 98255.675863 0 0
2452537.045764 12557907.242637 98216.720099 0 0
2452537.295751 12275415.162540 98214.502409 0 0
2452537.545756 11961498.261817 98180.352437 0 0
2452537.795743 11763607.778552 98184.384183 0 0
2452538.045736 11427635.388933 98183.428123 0 0
